common_seats,only_in_tbs,only_in_ds,winner_agree,winner_total,winner_votes_match,candidate_votes_matched,candidate_votes_agree,candidate_vote_mismatches,seat_level_anomalies,party_totals_compared,ds_only_parties
297,0,2,295,296,255,629,557,72,61,30,16
