seat_name,division,district,total_voters,male_voters,female_voters,hijra_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Amar Bangladesh Party (AB),Bangladesh Congress,Bangladesh Development Party (BDP),Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Liberal Democratic Party (LDP),Bangladesh Muslim League (BML),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Sangskritik Muktijote (BSM),Communist Party of Bangladesh (CPB),Ganosanhati Andolan (GSA),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islamic Front Bangladesh (IFB),Jamiat Ulema-e-Islam Bangladesh (JUIB),Janotar Dol,Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Khelafat Majlis,National Citizen Party (NCP),Revolutionary Workers Party of Bangladesh (RWPB)
Chapainawabganj 1,Rajshahi,Chapainawabganj,500181.0,255316.0,244865.0,-,369408.0,"Md. Keramat Ali (Bangladesh Jamaat-e-Islami (Jamaat)) 56.0%, Md. Shahjahan Mia (Bangladesh Nationalist Party (BNP)) 44.0%","Bangladesh Jamaat-e-Islami (Jamaat) (56.0%), Bangladesh Nationalist Party (BNP) (44.0%)",162515.0,0.43993362352737353,206893.0,0.5600663764726265,0.0,0.0,206893.0,0.5600663764726265,162515.0,0.43993362352737353,0.0,0.0,-,-,-,-,206893.0,-,-,-,-,-,-,-,162515.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapainawabganj 2,Rajshahi,Chapainawabganj,461000.0,228825.0,232174.0,1.0,326346.0,"Md. Mizanur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 52.5%, Md. Aminul Islam (Bangladesh Nationalist Party (BNP)) 47.5%","Bangladesh Jamaat-e-Islami (Jamaat) (52.5%), Bangladesh Nationalist Party (BNP) (47.5%)",155119.0,0.4753206719248895,171227.0,0.5246793280751104,0.0,0.0,171227.0,0.5246793280751104,155119.0,0.4753206719248895,0.0,0.0,-,-,-,-,171227.0,-,-,-,-,-,-,-,155119.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapainawabganj 3,Rajshahi,Chapainawabganj,468479.0,236648.0,231831.0,-,316677.0,"Md. Nurul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 59.9%, Md. Harunur Rashid (Bangladesh Nationalist Party (BNP)) 40.1%","Bangladesh Jamaat-e-Islami (Jamaat) (59.9%), Bangladesh Nationalist Party (BNP) (40.1%)",127037.0,0.40115638331801806,189640.0,0.5988436166819819,0.0,0.0,189640.0,0.5988436166819819,127037.0,0.40115638331801806,0.0,0.0,-,-,-,-,189640.0,-,-,-,-,-,-,-,127037.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 1,Chattogram,Chattogram,386674.0,199859.0,186811.0,4.0,213337.0,"Nurul Amin (Bangladesh Nationalist Party (BNP)) 60.4%, Md. Saifur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 39.6%","Bangladesh Nationalist Party (BNP) (60.4%), Bangladesh Jamaat-e-Islami (Jamaat) (39.6%)",128799.0,0.6037349358057909,84538.0,0.39626506419420915,0.0,0.0,84538.0,0.39626506419420915,128799.0,0.6037349358057909,0.0,0.0,-,-,-,-,84538.0,-,-,-,-,-,-,-,128799.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 2,Chattogram,Chattogram,488465.0,259197.0,229267.0,1.0,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 3,Chattogram,Chattogram,260485.0,134720.0,125763.0,2.0,112699.0,"Mostafa Kamal Pasha (Bangladesh Nationalist Party (BNP)) 64.8%, Md. Ala Uddin (Bangladesh Jamaat-e-Islami (Jamaat)) 35.2%","Bangladesh Nationalist Party (BNP) (64.8%), Bangladesh Jamaat-e-Islami (Jamaat) (35.2%)",73037.0,0.6480714114588417,39662.0,0.3519285885411583,0.0,0.0,39662.0,0.3519285885411583,73037.0,0.6480714114588417,0.0,0.0,-,-,-,-,39662.0,-,-,-,-,-,-,-,73037.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 4,Chattogram,Chattogram,448380.0,235352.0,213016.0,12.0,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 5,Chattogram,Chattogram,501916.0,260903.0,241012.0,1.0,193643.0,"Mir Mohammed Helal Uddin (Bangladesh Nationalist Party (BNP)) 75.9%, Md. Nasir Uddin (Bangladesh Khelafat Majlish (BKM)) 24.1%","Bangladesh Nationalist Party (BNP) (75.9%), Bangladesh Khelafat Majlish (BKM) (24.1%)",147054.0,0.7594077761654178,0.0,0.0,0.0,0.0,46589.0,0.2405922238345822,147054.0,0.7594077761654178,0.0,0.0,-,-,-,-,-,-,-,-,46589.0,-,-,-,147054.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 6,Chattogram,Chattogram,339988.0,178971.0,161017.0,-,139383.0,"Gias Uddin Quader Chowdhury (Bangladesh Nationalist Party (BNP)) 80.5%, Md. Elias Nuri (Islamic Front Bangladesh (IFB)) 19.5%","Bangladesh Nationalist Party (BNP) (80.5%), Islamic Front Bangladesh (IFB) (19.5%)",112237.0,0.8052416722268856,0.0,0.0,0.0,0.0,0.0,0.0,112237.0,0.8052416722268856,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,112237.0,-,-,-,-,-,-,-,-,-,27146.0,-,-,-,-,-,-,-
Chattogram 7,Chattogram,Chattogram,319008.0,167531.0,151476.0,1.0,143164.0,"Humam Quader Chowdhury (Bangladesh Nationalist Party (BNP)) 70.9%, A. T. M. Rezaul Karim (Bangladesh Jamaat-e-Islami (Jamaat)) 29.1%","Bangladesh Nationalist Party (BNP) (70.9%), Bangladesh Jamaat-e-Islami (Jamaat) (29.1%)",101445.0,0.7085929423598111,41719.0,0.29140705764018887,0.0,0.0,41719.0,0.29140705764018887,101445.0,0.7085929423598111,0.0,0.0,-,-,-,-,41719.0,-,-,-,-,-,-,-,101445.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 8,Chattogram,Chattogram,554729.0,282606.0,272122.0,1.0,206533.0,"Ershad Ullah (Bangladesh Nationalist Party (BNP)) 74.1%, Md. Abu Naser (Bangladesh Jamaat-e-Islami (Jamaat)) 25.9%","Bangladesh Nationalist Party (BNP) (74.1%), Bangladesh Jamaat-e-Islami (Jamaat) (25.9%)",152969.0,0.7406516149961507,53564.0,0.25934838500384927,0.0,0.0,53564.0,0.25934838500384927,152969.0,0.7406516149961507,0.0,0.0,-,-,-,-,53564.0,-,-,-,-,-,-,-,152969.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 9,Chattogram,Chattogram,416363.0,213906.0,202448.0,9.0,163195.0,"Md. Abu Sufian (Bangladesh Nationalist Party (BNP)) 67.0%, A. K. M. Fazlul Hoque (Bangladesh Jamaat-e-Islami (Jamaat)) 33.0%","Bangladesh Nationalist Party (BNP) (67.0%), Bangladesh Jamaat-e-Islami (Jamaat) (33.0%)",109388.0,0.6702901436931279,53807.0,0.32970985630687216,0.0,0.0,53807.0,0.32970985630687216,109388.0,0.6702901436931279,0.0,0.0,-,-,-,-,53807.0,-,-,-,-,-,-,-,109388.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 10,Chattogram,Chattogram,492444.0,249784.0,242631.0,29.0,199897.0,"Sayed Al Noman (Bangladesh Nationalist Party (BNP)) 61.5%, Md. Shamsuzzaman Helaly (Bangladesh Jamaat-e-Islami (Jamaat)) 38.5%","Bangladesh Nationalist Party (BNP) (61.5%), Bangladesh Jamaat-e-Islami (Jamaat) (38.5%)",122978.0,0.6152068315182319,76919.0,0.3847931684817681,0.0,0.0,76919.0,0.3847931684817681,122978.0,0.6152068315182319,0.0,0.0,-,-,-,-,76919.0,-,-,-,-,-,-,-,122978.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 11,Chattogram,Chattogram,495278.0,252333.0,242942.0,3.0,192680.0,"Amir Khosru Mahmud Chowdhury (Bangladesh Nationalist Party (BNP)) 60.2%, Md. Shafiul Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 39.8%","Bangladesh Nationalist Party (BNP) (60.2%), Bangladesh Jamaat-e-Islami (Jamaat) (39.8%)",115999.0,0.6020292713307037,76681.0,0.3979707286692962,0.0,0.0,76681.0,0.3979707286692962,115999.0,0.6020292713307037,0.0,0.0,-,-,-,-,76681.0,-,-,-,-,-,-,-,115999.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 12,Chattogram,Chattogram,352695.0,184254.0,168440.0,1.0,164043.0,"Md. Enamul Hoque (Bangladesh Nationalist Party (BNP)) 82.3%, Sayed Ayar Md. Peyaru (Islamic Front Bangladesh (IFB)) 17.7%","Bangladesh Nationalist Party (BNP) (82.3%), Islamic Front Bangladesh (IFB) (17.7%)",135044.0,0.8232231792883573,0.0,0.0,0.0,0.0,0.0,0.0,135044.0,0.8232231792883573,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,135044.0,-,-,-,-,-,-,-,-,-,28999.0,-,-,-,-,-,-,-
Chattogram 13,Chattogram,Chattogram,395246.0,207714.0,187532.0,-,177642.0,"Sarwar Jamal Nizam (Bangladesh Nationalist Party (BNP)) 71.0%, S. M. Shahjahan (Islamic Front Bangladesh (IFB)) 29.0%","Bangladesh Nationalist Party (BNP) (71.0%), Islamic Front Bangladesh (IFB) (29.0%)",126192.0,0.7103725470327963,0.0,0.0,0.0,0.0,0.0,0.0,126192.0,0.7103725470327963,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,126192.0,-,-,-,-,-,-,-,-,-,51450.0,-,-,-,-,-,-,-
Chattogram 14,Chattogram,Chattogram,313513.0,165847.0,147665.0,1.0,151960.0,"Alhajj Jashim Uddin Ahammed (Bangladesh Nationalist Party (BNP)) 50.3%, Omar Faruq (Bangladesh Liberal Democratic Party (LDP)) 49.7%","Bangladesh Nationalist Party (BNP) (50.3%), Bangladesh Liberal Democratic Party (LDP) (49.7%)",76493.0,0.503375888391682,0.0,0.0,0.0,0.0,75467.0,0.496624111608318,76493.0,0.503375888391682,0.0,0.0,-,-,-,-,-,-,-,-,-,75467.0,-,-,76493.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 15,Chattogram,Chattogram,506059.0,270915.0,235144.0,-,311899.0,"Shahjahan Chowdhury (Bangladesh Jamaat-e-Islami (Jamaat)) 58.1%, Najmul Mostafa Amin (Bangladesh Nationalist Party (BNP)) 41.9%","Bangladesh Jamaat-e-Islami (Jamaat) (58.1%), Bangladesh Nationalist Party (BNP) (41.9%)",130661.0,0.41892086861451944,181238.0,0.5810791313854805,0.0,0.0,181238.0,0.5810791313854805,130661.0,0.41892086861451944,0.0,0.0,-,-,-,-,181238.0,-,-,-,-,-,-,-,130661.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chattogram 16,Chattogram,Chattogram,411274.0,219982.0,191287.0,5.0,237010.0,"Md. Zahirul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 39.3%, Miskatul Islam Chowdhury (Bangladesh Nationalist Party (BNP)) 35.1%, Mohammed Liaquat Ali (Independent Candidate (Independent)) 23.4%","Bangladesh Jamaat-e-Islami (Jamaat) (39.3%), Bangladesh Nationalist Party (BNP) (35.1%), Independent Candidate (Independent) (23.4%)",83105.0,0.35063921353529387,93167.0,0.39309311843382133,0.0,0.0,93167.0,0.39309311843382133,83348.0,0.3516644867305177,0.0,0.0,-,-,-,844.0,93167.0,-,-,-,-,-,105.0,-,83105.0,-,-,-,-,-,243.0,55492.0,-,4054.0,-,-,-,-,-,-,-,-
Chuadanga 1,Khulna,Chuadanga,511657.0,254385.0,257265.0,7.0,374356.0,"Md. Masud Parves (Bangladesh Jamaat-e-Islami (Jamaat)) 56.4%, Md. Sharifuzzaman (Bangladesh Nationalist Party (BNP)) 40.9%, Md. Zahurul Islam (Islami Andolan Bangladesh (IAB)) 2.7%","Bangladesh Jamaat-e-Islami (Jamaat) (56.4%), Bangladesh Nationalist Party (BNP) (40.9%), Islami Andolan Bangladesh (IAB) (2.7%)",153193.0,0.4092174293987541,211041.0,0.5637441365972496,0.0,0.0,211041.0,0.5637441365972496,153193.0,0.4092174293987541,0.0,0.0,-,-,-,-,211041.0,-,-,-,-,-,-,-,153193.0,-,-,-,-,-,-,-,-,10122.0,-,-,-,-,-,-,-,-
Chuadanga 2,Khulna,Chuadanga,492431.0,246716.0,245711.0,4.0,371888.0,"Md. Ruhul Amin (Bangladesh Jamaat-e-Islami (Jamaat)) 55.9%, Mahmud Hasan Khan (Bangladesh Nationalist Party (BNP)) 44.1%","Bangladesh Jamaat-e-Islami (Jamaat) (55.9%), Bangladesh Nationalist Party (BNP) (44.1%)",163877.0,0.44066224239555996,208011.0,0.55933775760444,0.0,0.0,208011.0,0.55933775760444,163877.0,0.44066224239555996,0.0,0.0,-,-,-,-,208011.0,-,-,-,-,-,-,-,163877.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cox's Bazar 1,Chattogram,Cox's Bazar,540490.0,290291.0,250198.0,1.0,356275.0,"Salahuddin Ahmed (Bangladesh Nationalist Party (BNP)) 62.3%, Abdullah Al Faruk (Bangladesh Jamaat-e-Islami (Jamaat)) 36.4%, Md. Sarwar Alam Kotobi (Islami Andolan Bangladesh (IAB)) 1.3%","Bangladesh Nationalist Party (BNP) (62.3%), Bangladesh Jamaat-e-Islami (Jamaat) (36.4%), Islami Andolan Bangladesh (IAB) (1.3%)",222019.0,0.6231674970177531,129728.0,0.36412321942319836,0.0,0.0,129728.0,0.36412321942319836,222019.0,0.6231674970177531,0.0,0.0,-,-,-,-,129728.0,-,-,-,-,-,-,-,222019.0,-,-,-,-,-,-,-,-,4528.0,-,-,-,-,-,-,-,-
Cox's Bazar 2,Chattogram,Cox's Bazar,387851.0,206453.0,181398.0,-,214477.0,"Alamgir Md. Mahfuzullah Farid (Bangladesh Nationalist Party (BNP)) 58.1%, A. H. M. Hamidur Rahman Azad (Bangladesh Jamaat-e-Islami (Jamaat)) 41.9%","Bangladesh Nationalist Party (BNP) (58.1%), Bangladesh Jamaat-e-Islami (Jamaat) (41.9%)",124660.0,0.5812278239624762,89817.0,0.4187721760375238,0.0,0.0,89817.0,0.4187721760375238,124660.0,0.5812278239624762,0.0,0.0,-,-,-,-,89817.0,-,-,-,-,-,-,-,124660.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cox's Bazar 3,Chattogram,Cox's Bazar,545962.0,291099.0,254862.0,1.0,343923.0,"Lutfur Rahman (Bangladesh Nationalist Party (BNP)) 52.9%, Shahidul Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 47.1%","Bangladesh Nationalist Party (BNP) (52.9%), Bangladesh Jamaat-e-Islami (Jamaat) (47.1%)",182096.0,0.5294673517037244,161827.0,0.4705326482962756,0.0,0.0,161827.0,0.4705326482962756,182096.0,0.5294673517037244,0.0,0.0,-,-,-,-,161827.0,-,-,-,-,-,-,-,182096.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cox's Bazar 4,Chattogram,Cox's Bazar,375688.0,192803.0,182879.0,6.0,245615.0,"Shahjahan Chowdhury (Bangladesh Nationalist Party (BNP)) 50.3%, Nur Ahmed Anwary (Bangladesh Jamaat-e-Islami (Jamaat)) 49.7%","Bangladesh Nationalist Party (BNP) (50.3%), Bangladesh Jamaat-e-Islami (Jamaat) (49.7%)",123582.0,0.5031533090405717,122033.0,0.49684669095942835,0.0,0.0,122033.0,0.49684669095942835,123582.0,0.5031533090405717,0.0,0.0,-,-,-,-,122033.0,-,-,-,-,-,-,-,123582.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 1,Chattogram,Cumilla,438616.0,225088.0,213528.0,-,236285.0,"Khandaker Mosharraf Hossain (Bangladesh Nationalist Party (BNP)) 59.9%, Md. Moniruzzaman (Bangladesh Jamaat-e-Islami (Jamaat)) 40.1%","Bangladesh Nationalist Party (BNP) (59.9%), Bangladesh Jamaat-e-Islami (Jamaat) (40.1%)",141440.0,0.598599149332374,94845.0,0.401400850667626,0.0,0.0,94845.0,0.401400850667626,141440.0,0.598599149332374,0.0,0.0,-,-,-,-,94845.0,-,-,-,-,-,-,-,141440.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 2,Chattogram,Cumilla,375067.0,196119.0,178947.0,1.0,140082.0,"Md. Selim Bhuiyan (Bangladesh Nationalist Party (BNP)) 55.0%, Md. Abdul Matin (Independent Candidate (Independent)) 45.0%","Bangladesh Nationalist Party (BNP) (55.0%), Independent Candidate (Independent) (45.0%)",77037.0,0.5499421767250611,0.0,0.0,0.0,0.0,0.0,0.0,77037.0,0.5499421767250611,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,77037.0,-,-,-,-,-,-,63045.0,-,-,-,-,-,-,-,-,-,-
Cumilla 3,Chattogram,Cumilla,500726.0,258905.0,241817.0,4.0,268890.0,"Kazi Shah Mofazzal Hossain (Bangladesh Nationalist Party (BNP)) 59.2%, Md. Yousuf Sohel (Bangladesh Jamaat-e-Islami (Jamaat)) 40.8%","Bangladesh Nationalist Party (BNP) (59.2%), Bangladesh Jamaat-e-Islami (Jamaat) (40.8%)",159291.0,0.5924020975119938,109599.0,0.40759790248800626,0.0,0.0,109599.0,0.40759790248800626,159291.0,0.5924020975119938,0.0,0.0,-,-,-,-,109599.0,-,-,-,-,-,-,-,159291.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 4,Chattogram,Cumilla,410559.0,215237.0,195319.0,3.0,216468.0,"Md. Abul Hasnat (National Citizen Party (NCP)) 77.0%, Md. A. Jasim Uddin (Gono Odhikar Parishad (GOP)) 23.0%","National Citizen Party (NCP) (77.0%), Gono Odhikar Parishad (GOP) (23.0%)",0.0,0.0,0.0,0.0,0.0,0.0,166583.0,0.7695502337527949,49885.0,0.23044976624720512,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49885.0,-,-,-,-,-,-,-,-,-,166583.0,-
Cumilla 5,Chattogram,Cumilla,476172.0,247155.0,229017.0,-,259032.0,"Md. Jashim Uddin (Bangladesh Nationalist Party (BNP)) 51.9%, Mobarak Hossen (Bangladesh Jamaat-e-Islami (Jamaat)) 48.1%","Bangladesh Nationalist Party (BNP) (51.9%), Bangladesh Jamaat-e-Islami (Jamaat) (48.1%)",134485.0,0.5191829580901202,124547.0,0.48081704190987984,0.0,0.0,124547.0,0.48081704190987984,134485.0,0.5191829580901202,0.0,0.0,-,-,-,-,124547.0,-,-,-,-,-,-,-,134485.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 6,Chattogram,Cumilla,644777.0,324195.0,320575.0,7.0,321557.0,"Md. Monirul Haque Chowdhury (Bangladesh Nationalist Party (BNP)) 62.7%, Kazi Din Mohammed (Bangladesh Jamaat-e-Islami (Jamaat)) 37.3%","Bangladesh Nationalist Party (BNP) (62.7%), Bangladesh Jamaat-e-Islami (Jamaat) (37.3%)",201706.0,0.6272791449105446,119851.0,0.37272085508945535,0.0,0.0,119851.0,0.37272085508945535,201706.0,0.6272791449105446,0.0,0.0,-,-,-,-,119851.0,-,-,-,-,-,-,-,201706.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 7,Chattogram,Cumilla,329166.0,169361.0,159799.0,6.0,140199.0,"Atikul Alam (Independent Candidate (Independent)) 65.4%, Redwan Ahmed (Bangladesh Nationalist Party (BNP)) 34.6%","Independent Candidate (Independent) (65.4%), Bangladesh Nationalist Party (BNP) (34.6%)",48509.0,0.34600104137689996,0.0,0.0,0.0,0.0,0.0,0.0,48509.0,0.34600104137689996,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,48509.0,-,-,-,-,-,-,91690.0,-,-,-,-,-,-,-,-,-,-
Cumilla 8,Chattogram,Cumilla,380833.0,196098.0,184732.0,3.0,214269.0,"Zakaria Taher (Bangladesh Nationalist Party (BNP)) 79.0%, Md. Shafiqul Alam Helal (Bangladesh Jamaat-e-Islami (Jamaat)) 21.0%","Bangladesh Nationalist Party (BNP) (79.0%), Bangladesh Jamaat-e-Islami (Jamaat) (21.0%)",169178.0,0.7895589189290098,45091.0,0.21044108107099022,0.0,0.0,45091.0,0.21044108107099022,169178.0,0.7895589189290098,0.0,0.0,-,-,-,-,45091.0,-,-,-,-,-,-,-,169178.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 9,Chattogram,Cumilla,478535.0,247765.0,230769.0,1.0,288969.0,"Md. Abul Kalam (Bangladesh Nationalist Party (BNP)) 58.8%, Syed A. K. M. Sarowar Uddin Seddique (Bangladesh Jamaat-e-Islami (Jamaat)) 41.2%","Bangladesh Nationalist Party (BNP) (58.8%), Bangladesh Jamaat-e-Islami (Jamaat) (41.2%)",170008.0,0.5883260834207129,118961.0,0.41167391657928704,0.0,0.0,118961.0,0.41167391657928704,170008.0,0.5883260834207129,0.0,0.0,-,-,-,-,118961.0,-,-,-,-,-,-,-,170008.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 10,Chattogram,Cumilla,536227.0,276647.0,259579.0,1.0,287400.0,"Md. Mobasher Alam Bhuiyan (Bangladesh Nationalist Party (BNP)) 56.9%, Md. Yasin Arafath (Bangladesh Jamaat-e-Islami (Jamaat)) 43.1%","Bangladesh Nationalist Party (BNP) (56.9%), Bangladesh Jamaat-e-Islami (Jamaat) (43.1%)",163667.0,0.5694745998608212,123733.0,0.43052540013917884,0.0,0.0,123733.0,0.43052540013917884,163667.0,0.5694745998608212,0.0,0.0,-,-,-,-,123733.0,-,-,-,-,-,-,-,163667.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cumilla 11,Chattogram,Cumilla,421632.0,216923.0,204705.0,4.0,209946.0,"Syed Abdullah Mohammed Taher (Bangladesh Jamaat-e-Islami (Jamaat)) 63.5%, Md. Kamrul Huda (Bangladesh Nationalist Party (BNP)) 36.5%","Bangladesh Jamaat-e-Islami (Jamaat) (63.5%), Bangladesh Nationalist Party (BNP) (36.5%)",76638.0,0.3650367237289589,133308.0,0.6349632762710411,0.0,0.0,133308.0,0.6349632762710411,76638.0,0.3650367237289589,0.0,0.0,-,-,-,-,133308.0,-,-,-,-,-,-,-,76638.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 1,Dhaka,Dhaka,545140.0,276050.0,269085.0,5.0,286403.0,"Khondaker Abu Ashfaque (Bangladesh Nationalist Party (BNP)) 60.7%, Md. Nazrul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 39.3%","Bangladesh Nationalist Party (BNP) (60.7%), Bangladesh Jamaat-e-Islami (Jamaat) (39.3%)",173781.0,0.6067708787966607,112622.0,0.39322912120333936,0.0,0.0,112622.0,0.39322912120333936,173781.0,0.6067708787966607,0.0,0.0,-,-,-,-,112622.0,-,-,-,-,-,-,-,173781.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 2,Dhaka,Dhaka,419215.0,217908.0,201298.0,9.0,243846.0,"Md. Amanullah Aman (Bangladesh Nationalist Party (BNP)) 67.2%, Md. Abdul Haque (Bangladesh Jamaat-e-Islami (Jamaat)) 32.8%","Bangladesh Nationalist Party (BNP) (67.2%), Bangladesh Jamaat-e-Islami (Jamaat) (32.8%)",163793.0,0.6717067329380019,80053.0,0.32829326706199813,0.0,0.0,80053.0,0.32829326706199813,163793.0,0.6717067329380019,0.0,0.0,-,-,-,-,80053.0,-,-,-,-,-,-,-,163793.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 3,Dhaka,Dhaka,362159.0,184971.0,177184.0,4.0,182427.0,"Goyasawar Chandra Roy (Bangladesh Nationalist Party (BNP)) 54.4%, Md. Shahinur Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 45.6%","Bangladesh Nationalist Party (BNP) (54.4%), Bangladesh Jamaat-e-Islami (Jamaat) (45.6%)",99163.0,0.5435763346434465,83264.0,0.4564236653565536,0.0,0.0,83264.0,0.4564236653565536,99163.0,0.5435763346434465,0.0,0.0,-,-,-,-,83264.0,-,-,-,-,-,-,-,99163.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 4,Dhaka,Dhaka,362506.0,186467.0,176034.0,5.0,151814.0,"Syed Joynul Abedin (Bangladesh Jamaat-e-Islami (Jamaat)) 51.0%, Tanveer Ahmed (Bangladesh Nationalist Party (BNP)) 49.0%","Bangladesh Jamaat-e-Islami (Jamaat) (51.0%), Bangladesh Nationalist Party (BNP) (49.0%)",74447.0,0.49038296863266895,77367.0,0.509617031367331,0.0,0.0,77367.0,0.509617031367331,74447.0,0.49038296863266895,0.0,0.0,-,-,-,-,77367.0,-,-,-,-,-,-,-,74447.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 5,Dhaka,Dhaka,419996.0,214594.0,205397.0,5.0,184132.0,"Mohammed Kamal Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 52.5%, Md. Nabi Ullah (Bangladesh Nationalist Party (BNP)) 47.5%","Bangladesh Jamaat-e-Islami (Jamaat) (52.5%), Bangladesh Nationalist Party (BNP) (47.5%)",87491.0,0.4751536940890231,96641.0,0.5248463059109769,0.0,0.0,96641.0,0.5248463059109769,87491.0,0.4751536940890231,0.0,0.0,-,-,-,-,96641.0,-,-,-,-,-,-,-,87491.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 6,Dhaka,Dhaka,292283.0,152519.0,139761.0,3.0,134547.0,"Ishraque Hossain (Bangladesh Nationalist Party (BNP)) 58.6%, Md. Abdul Mannan (Bangladesh Jamaat-e-Islami (Jamaat)) 41.4%","Bangladesh Nationalist Party (BNP) (58.6%), Bangladesh Jamaat-e-Islami (Jamaat) (41.4%)",78850.0,0.5860405657502583,55697.0,0.41395943424974174,0.0,0.0,55697.0,0.41395943424974174,78850.0,0.5860405657502583,0.0,0.0,-,-,-,-,55697.0,-,-,-,-,-,-,-,78850.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
