seat_id,seat_number,seat_name,division,district,party,candidate,votes
319361,138,Jamalpur 1,Mymensingh,Jamalpur,Bangladesh Nationalist Party (BNP),M. Rashiduzzaman Millat,172115
319366,139,Jamalpur 2,Mymensingh,Jamalpur,Bangladesh Nationalist Party (BNP),"A. , E. , Sultan Mahmud Babu",95860
319366,139,Jamalpur 2,Mymensingh,Jamalpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Chamiul Haque,62434
319366,139,Jamalpur 2,Mymensingh,Jamalpur,Islami Andolan Bangladesh (IAB),Sultan Mahmud,1713
319366,139,Jamalpur 2,Mymensingh,Jamalpur,Independent Candidate (Independent),Arnab Wares Khan,174
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Independent Candidate (Independent),Shiblul Bari Raju,10523
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Independent Candidate (Independent),Farzana Farid,284
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Islami Andolan Bangladesh (IAB),Md. Daulatuzzaman Ansari,2546
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mujibur Rahman Azadi,81430
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Bangladesh Nationalist Party (BNP),Md. Mostafizur Rahman Babul,207412
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Jatiya Party (JaPa),Mir Shamsul Alam,844
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Gono Odhikar Parishad (GOP),Liton Mia,412
319371,140,Jamalpur 3,Mymensingh,Jamalpur,Ganosanhati Andolan (GSA),Fidel Naim,643
319376,141,Jamalpur 4,Mymensingh,Jamalpur,Communist Party of Bangladesh (CPB),Md. Mahbub Zaman Jewel,1314
319376,141,Jamalpur 4,Mymensingh,Jamalpur,Gono Odhikar Parishad (GOP),Md. Iqbal Hossain,383
319376,141,Jamalpur 4,Mymensingh,Jamalpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Awal,44947
319376,141,Jamalpur 4,Mymensingh,Jamalpur,Islami Andolan Bangladesh (IAB),Md. Ali Akbar,1302
319376,141,Jamalpur 4,Mymensingh,Jamalpur,Bangladesh Nationalist Party (BNP),Md. Faridul Kabir Talukder,147406
319376,141,Jamalpur 4,Mymensingh,Jamalpur,Nagorik Oikya (NO),Md. Kabir Hasan,379
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Bangladesh Nationalist Party (BNP),Shah Md. Wares Ali Mamun,199344
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Bangladesh Congress,Abu Sayem Md. Sa' Adat Ul Karim,225
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Jatiya Party (Manju) (JP–Manju),Md. Babar Ali Khan,3739
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Gono Odhikar Parishad (GOP),Zakir Hossain,539
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdus Sattar,113201
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Jatiya Samajtantrik Dal (JSD),Md. Amir Uddin,580
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Islami Andolan Bangladesh (IAB),Syed Yunus Ahmed,4282
319381,142,Jamalpur 5,Mymensingh,Jamalpur,Communist Party of Bangladesh (CPB),Sheikh Md. Akkas Ali,547
320286,143,Sherpur 1,Mymensingh,Sherpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Rashedul Islam Rashed,127811
320286,143,Sherpur 1,Mymensingh,Sherpur,Bangladesh Nationalist Party (BNP),Sansila Zebrin,78342
320291,144,Sherpur 2,Mymensingh,Sherpur,Bangladesh Nationalist Party (BNP),Md. Fahim Chowdhury,118472
320291,144,Sherpur 2,Mymensingh,Sherpur,Islami Andolan Bangladesh (IAB),Md. Abdullah Al Kayes,4877
320291,144,Sherpur 2,Mymensingh,Sherpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Golam Kibria,108335
320291,144,Sherpur 2,Mymensingh,Sherpur,Amar Bangladesh Party (AB),Md. Abdullah,1038
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Bangladesh Khelafat Majlish (BKM),Md. Tajul Islam,53222
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Salman Omar,108265
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Socialist Party of Bangladesh (Marxist) (SPB-M),Md. A. Razzaq,224
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Syed Imran Saleh,101926
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Communist Party of Bangladesh (CPB),Azharul Islam,174
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),: Md. Zillur Rahman,315
319771,146,Mymensingh 1,Mymensingh,Mymensingh,Bangladesh Labour Party,Md. Rashedul Huq,274
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Jatiya Party (JaPa),Md. Emdadul Haque Khan,725
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Bangladesh Supreme Party (BSP),Md. Julhas Uddin Sheikh,1071
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Bangladesh Khelafat Majlish (BKM),Muhammadullah,146202
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Independent Candidate (Independent),Shah Shahid Sarwar,48874
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Motahar Hossain Talukder,118438
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Abu Bakr Siddiqui,494
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Golam Maula Bhuiyan,3857
319786,147,Mymensingh 2,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Abu Bakar Siddiq,494
319791,148,Mymensingh 3,Mymensingh,Mymensingh,Independent Candidate (Independent),Ahmed Tayebur Rahman,65995
319791,148,Mymensingh 3,Mymensingh,Mymensingh,Socialist Party of Bangladesh (Marxist) (SPB-M),Akm Ariful Hasan,354
319791,148,Mymensingh 3,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Shariful Islam,2745
319791,148,Mymensingh 3,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),M. Iqbal Hossain,75320
319791,148,Mymensingh 3,Mymensingh,Mymensingh,Bangladesh Nezame Islam Party (BNIP),Md. Abu Taher Khan,25706
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Nasir Uddin,8701
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Bangladesh Jamaat-e-Islami (Jamaat),Md. Kamrul Ahsan,171880
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Md. Abu Wahab Akand Wahid,179688
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Communist Party of Bangladesh (CPB),Emdadul Haque Millat,1397
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Jatiya Party (JaPa),Abu Md. Musa Sarkar,3845
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Socialist Party of Bangladesh (Marxist) (SPB-M),Shekhar Kumar Roy,1397
319796,149,Mymensingh 4,Mymensingh,Mymensingh,Bangladesh Supreme Party (BSP),Md. Liaquat Ali,892
319796,149,Mymensingh 4,Mymensingh,Mymensingh,National People's Party (NPP),Md. Hamidul Islam,373
319801,150,Mymensingh 5,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Sirajul Islam,6646
319801,150,Mymensingh 5,Mymensingh,Mymensingh,Amar Bangladesh Party (AB),Md. Rafiqul Islam,348
319801,150,Mymensingh 5,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Md. Zakir Hossain,128898
319801,150,Mymensingh 5,Mymensingh,Mymensingh,Bangladesh Jamaat-e-Islami (Jamaat),Md. Matiur Rahman Akand,102228
319806,151,Mymensingh 6,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Md. Akhtarul Alam,49476
319806,151,Mymensingh 6,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Jasim Uddin,51970
319806,151,Mymensingh 6,Mymensingh,Mymensingh,Bangladesh Jamaat-e-Islami (Jamaat),Md. Kamrul Hasan,77325
319806,151,Mymensingh 6,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Noor Alam Siddiqui,1967
319806,151,Mymensingh 6,Mymensingh,Mymensingh,Independent Candidate (Independent),Akhtar Sultana,53331
319811,152,Mymensingh 7,Mymensingh,Mymensingh,Jatiya Party (JaPa),Md. Zahirul Islam,579
319811,152,Mymensingh 7,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Anwar Sadat,33328
319811,152,Mymensingh 7,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Md. Mahabubur Rahman,99049
319811,152,Mymensingh 7,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Joynal Abdin,1044
319811,152,Mymensingh 7,Mymensingh,Mymensingh,Bangladesh Jamaat-e-Islami (Jamaat),Md. Asaduzzaman Sohel,84851
319811,152,Mymensingh 7,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Ibrahim Khalilullah,4058
319816,153,Mymensingh 8,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Lutfullahil Mazid,108685
319816,153,Mymensingh 8,Mymensingh,Mymensingh,Jatiya Party (JaPa),Fakhrul Imam,1761
319816,153,Mymensingh 8,Mymensingh,Mymensingh,Bangladesh Liberal Democratic Party (LDP),Md. Aurangzeb Belal,46515
319816,153,Mymensingh 8,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Shah Nurul Kabir,33029
319821,154,Mymensingh 9,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Yaser Khan Chowdhury,85761
319821,154,Mymensingh 9,Mymensingh,Mymensingh,Gono Forum (GF),Md. Latiful Bari,252
319821,154,Mymensingh 9,Mymensingh,Mymensingh,Bangladesh Development Party (BDP),Akm Anwarul Islam,71168
319821,154,Mymensingh 9,Mymensingh,Mymensingh,Independent Candidate (Independent),Hasina Khan Chowdhury,30509
319821,154,Mymensingh 9,Mymensingh,Mymensingh,Jatiya Party (JaPa),Hasmat Mahmud,798
319821,154,Mymensingh 9,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Saidur Rahman,5595
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Md. Akhtaruzzaman,75585
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Jatiya Party (JaPa),Md. Al Amin,945
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ismail,66063
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Communist Party of Bangladesh (CPB),Md. Saifus Salehin,299
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Bangladesh Liberal Democratic Party (LDP),Syed Mahmud Morshed,322
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Habibullah Belali,2504
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Independent Candidate (Independent),Abu Bakr Siddiqur Rahman,67013
319776,155,Mymensingh 10,Mymensingh,Mymensingh,Ganosanhati Andolan (GSA),"A. , K. , M. , Shamsul Alam",364
319781,156,Mymensingh 11,Mymensingh,Mymensingh,Bangladesh Nationalist Party (BNP),Fakhr Uddin Ahmed,111230
319781,156,Mymensingh 11,Mymensingh,Mymensingh,Gono Odhikar Parishad (GOP),Md. Anwarul Islam,391
319781,156,Mymensingh 11,Mymensingh,Mymensingh,Islami Andolan Bangladesh (IAB),Md. Mustafa Kamal,1855
319781,156,Mymensingh 11,Mymensingh,Mymensingh,National Citizen Party (NCP),Zahidul Islam,22195
319781,156,Mymensingh 11,Mymensingh,Mymensingh,Independent Candidate (Independent),Md. Morshed Alam,66016
319966,157,Netrakona 1,Mymensingh,Netrakona,Bangladesh Nationalist Party (BNP),Kaiser Kamal,158343
319966,157,Netrakona 1,Mymensingh,Netrakona,Communist Party of Bangladesh (CPB),Md. Alkas Uddin Mir,4429
319966,157,Netrakona 1,Mymensingh,Netrakona,Bangladesh Khelafat Majlish (BKM),Ghulam Rabbani,87488
319966,157,Netrakona 1,Mymensingh,Netrakona,Jatiya Party (JaPa),Md. Anwar Hossain Khan,1023
319966,157,Netrakona 1,Mymensingh,Netrakona,Islami Andolan Bangladesh (IAB),Md. A. Mannan,2220
319966,157,Netrakona 1,Mymensingh,Netrakona,Jatiya Samajtantrik Dal (JSD),Md. Belal Hossain,335
319971,158,Netrakona 2,Mymensingh,Netrakona,Islami Andolan Bangladesh (IAB),Abdur Rahim,15220
319971,158,Netrakona 2,Mymensingh,Netrakona,National Citizen Party (NCP),Md. Fahim Rahman Khan Pathan,67367
319971,158,Netrakona 2,Mymensingh,Netrakona,Bangladesh Nationalist Party (BNP),Md. Anwarul Haque,171399
319971,158,Netrakona 2,Mymensingh,Netrakona,Jatiya Party (JaPa),"A. , B. , M. Rafiqul Haque Talukder",4845
319971,158,Netrakona 2,Mymensingh,Netrakona,Islami Andolan Bangladesh (IAB),Abdul Qayyum,15220
319976,159,Netrakona 3,Mymensingh,Netrakona,Islami Andolan Bangladesh (IAB),Md. Zakir Hossain,2760
319976,159,Netrakona 3,Mymensingh,Netrakona,Jatiya Party (JaPa),Md. Abul Hossain Talukder,574
319976,159,Netrakona 3,Mymensingh,Netrakona,Islamic Front Bangladesh (IFB),Md. Shamsuddoha,358
319976,159,Netrakona 3,Mymensingh,Netrakona,Bangladesh Nationalist Party (BNP),Rafiqul Islam Hilali,118469
319976,159,Netrakona 3,Mymensingh,Netrakona,Independent Candidate (Independent),Md. Delwar Hossain Bhuiyan,68961
319976,159,Netrakona 3,Mymensingh,Netrakona,Bangladesh Jamaat-e-Islami (Jamaat),Md. Khairul Kabir Recruitment,41556
319981,160,Netrakona 4,Mymensingh,Netrakona,Communist Party of Bangladesh (CPB),Jolly Talukder,3359
319981,160,Netrakona 4,Mymensingh,Netrakona,Revolutionary Workers Party of Bangladesh (RWPB),Champa Rani Government,282
319981,160,Netrakona 4,Mymensingh,Netrakona,Bangladesh Jamaat-e-Islami (Jamaat),Md. Al Helal,39840
319981,160,Netrakona 4,Mymensingh,Netrakona,Bangladesh Nationalist Party (BNP),Md. Lutfuzzaman Babar,160801
319981,160,Netrakona 4,Mymensingh,Netrakona,Islami Andolan Bangladesh (IAB),Md. Mukhlesur Rahman,2025
319986,161,Netrakona 5,Mymensingh,Netrakona,Bangladesh Nationalist Party (BNP),Md. Abu Taher Talukder,79412
319986,161,Netrakona 5,Mymensingh,Netrakona,Islami Andolan Bangladesh (IAB),Md. Nurul Islam,3341
319986,161,Netrakona 5,Mymensingh,Netrakona,Bangladesh Jamaat-e-Islami (Jamaat),Masum Mustafa,82177
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Socialist Party of Bangladesh (Marxist) (SPB-M),Alal Mia,960
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Bangladesh Samajtantrik Dal (Basad),Md. Masud Mia,234
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,National People's Party (NPP),Tareq Md. Shahidul Islam,247
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Bangladesh Nationalist Party (BNP),Mazharul Islam,124035
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Communist Party of Bangladesh (CPB),Md. Enamul Haque,925
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Khelafat Majlis,Ahmed Ali,684
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Independent Candidate (Independent),Md. Rezaul Karim Khan,37334
319526,162,Kishoreganj 1,Dhaka,Kishoreganj,Bangladesh Khelafat Majlish (BKM),Hedayatullah Hadi,101132
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Bangladesh Nationalist Party (BNP),Md. Jalal Uddin,143669
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Independent Candidate (Independent),Md. Anisuzzaman Khokon,363
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Bangladesh Nationalist Front (BNF),Md. Billal Hossain,222
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Jatiya Party (JaPa),Md. Afzal Hossain Bhuiyan,2113
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Independent Candidate (Independent),Noor Uddin Ahmed,1313
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shafiqul Islam,120975
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Islami Andolan Bangladesh (IAB),Md. Abul Basar Rezwan,3566
319531,163,Kishoreganj 2,Dhaka,Kishoreganj,Gono Odhikar Parishad (GOP),Md. Shafiqul Islam,395
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,National People's Party (NPP),Md. Aminul Islam,118
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,Bangladesh Jamaat-e-Islami (Jamaat),Jehad Khan,102476
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,Independent Candidate (Independent),A. K. M. Alamgir,1487
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,Jatiya Party (JaPa),Md. Abu Bakr Siddiqui,1249
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,Ganatantri Party (GP),Delowar Hossain Bhuiyan,191
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,Islami Andolan Bangladesh (IAB),Md. Alamgir Hossain,10777
319536,164,Kishoreganj 3,Dhaka,Kishoreganj,Bangladesh Nationalist Party (BNP),Md. Osman Farooq,112466
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Insaniyat Biplob Bangladesh (IBB),Nurul Islam,516
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Bangladesh Khelafat Majlish (BKM),Khairul Islam Thakur,879
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Islami Andolan Bangladesh (IAB),Billal Ahmed Majumdar,2487
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,National People's Party (NPP),Md. Zainal Abedin,105
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Independent Candidate (Independent),Md. Shahin Reza Chowdhury,2537
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Independent Candidate (Independent),Kazi Reha Kabir,2972
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Bangladesh Nationalist Party (BNP),Md. Fazlur Rahman,132472
319541,165,Kishoreganj 4,Dhaka,Kishoreganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Rokon Reza Sheikh,57829
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Bangladesh Nationalist Party (BNP),Syed Ehsanul Huda,66450
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ramzan Ali,54400
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Independent Candidate (Independent),Ahm Qaiyum,1897
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Independent Candidate (Independent),Sheikh Mujibur Rahman Iqbal,79604
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Islami Andolan Bangladesh (IAB),Md. Delawar Hossain,2688
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Jatiya Party (JaPa),Md. Mahbubul Alam,295
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Bangladesh Muslim League (BML),Md. Sazzad Hossain,135
319546,166,Kishoreganj 5,Dhaka,Kishoreganj,Bangladesh Islami Front (BIF),Md. Oli Ullah,1313
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Bangladesh Nationalist Party (BNP),Md. Shariful Alam,187159
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Gono Forum (GF),Shafi Uddin Ahmad,220
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Communist Party of Bangladesh (CPB),Md. Habil Mia,312
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,National People's Party (NPP),Md. Nazrul Islam,185
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Islami Andolan Bangladesh (IAB),Md. Musa Khan,2411
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Bangladesh Khelafat Majlish (BKM),Ataullah Amin,44095
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Insaniyat Biplob Bangladesh (IBB),Naimul Hasan,630
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Bangladesh Islami Front (BIF),Md. Rubel Hossain,2172
319551,167,Kishoreganj 6,Dhaka,Kishoreganj,Jatiya Party (JaPa),Md. Ayub Hossain,806
319691,168,Manikganj 1,Dhaka,Manikganj,Bangladesh Nationalist Party (BNP),S. A. Jinnah Kabir,137773
319691,168,Manikganj 1,Dhaka,Manikganj,Gono Odhikar Parishad (GOP),Md. Elias Hossain,1066
319691,168,Manikganj 1,Dhaka,Manikganj,Bangladesh Jamaat-e-Islami (Jamaat),Abu Bakar Siddiqui,71310
319691,168,Manikganj 1,Dhaka,Manikganj,Islami Andolan Bangladesh (IAB),Md. Khorshed Alam,3247
319691,168,Manikganj 1,Dhaka,Manikganj,Independent Candidate (Independent),Abdul Ali Bepari,6966
319691,168,Manikganj 1,Dhaka,Manikganj,Independent Candidate (Independent),Md. Tozammel Hoque,77818
319691,168,Manikganj 1,Dhaka,Manikganj,Janotar Dol,Md. Shahjahan Khan,283
319696,169,Manikganj 2,Dhaka,Manikganj,Bangladesh Khelafat Majlish (BKM),Md. Salah Uddin,81531
319696,169,Manikganj 2,Dhaka,Manikganj,Bangladesh Nationalist Party (BNP),Moinul Islam Khan,175776
319696,169,Manikganj 2,Dhaka,Manikganj,Islami Andolan Bangladesh (IAB),Md. Ali,3847
319696,169,Manikganj 2,Dhaka,Manikganj,Jatiya Party (JaPa),S. M. Abdul Mannan,7081
319701,170,Manikganj 3,Dhaka,Manikganj,Jatiya Party (Manju) (JP–Manju),Moazzem Hossain Khan Majlish,1327
319701,170,Manikganj 3,Dhaka,Manikganj,Bangladesh Nationalist Party (BNP),Afroza Khanam,167345
319701,170,Manikganj 3,Dhaka,Manikganj,Islami Andolan Bangladesh (IAB),Shamsuddin,2787
319701,170,Manikganj 3,Dhaka,Manikganj,Bangladesh Khelafat Majlish (BKM),Md. Saidanur,64242
319701,170,Manikganj 3,Dhaka,Manikganj,Independent Candidate (Independent),Rafiqul Islam Khan,3610
319701,170,Manikganj 3,Dhaka,Manikganj,Independent Candidate (Independent),Mofizul Islam Khan Kamal,684
319701,170,Manikganj 3,Dhaka,Manikganj,Independent Candidate (Independent),Md. Ataur Rahman Ata,20551
319701,170,Manikganj 3,Dhaka,Manikganj,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Md. Shahjahan Ali,3510
319701,170,Manikganj 3,Dhaka,Manikganj,Jatiya Party (JaPa),Abul Bashar Badsha,1966
319751,171,Munshiganj 1,Dhaka,Munshiganj,Independent Candidate (Independent),Md. Momin Ali,30678
319751,171,Munshiganj 1,Dhaka,Munshiganj,Communist Party of Bangladesh (CPB),Abdur Rahman,443
319751,171,Munshiganj 1,Dhaka,Munshiganj,Islami Andolan Bangladesh (IAB),Md. Atiqur Rahman Khan,9039
319751,171,Munshiganj 1,Dhaka,Munshiganj,Insaniyat Biplob Bangladesh (IBB),Rokeya Akter,320
319751,171,Munshiganj 1,Dhaka,Munshiganj,Bangladesh Nationalist Party (BNP),Md. Abdullah,167562
319751,171,Munshiganj 1,Dhaka,Munshiganj,Bangladesh Jamaat-e-Islami (Jamaat),Akm Fakhruddin Raji,101568
319756,172,Munshiganj 2,Dhaka,Munshiganj,National Citizen Party (NCP),Majedul Islam,58573
319756,172,Munshiganj 2,Dhaka,Munshiganj,Islamic Front Bangladesh (IFB),Ashiq Mahmud,651
319756,172,Munshiganj 2,Dhaka,Munshiganj,Bangladesh Nationalist Party (BNP),Abdus Salam Azad,121154
319756,172,Munshiganj 2,Dhaka,Munshiganj,Islami Andolan Bangladesh (IAB),"K. , M. , Billal",13367
319756,172,Munshiganj 2,Dhaka,Munshiganj,Jatiya Party (JaPa),Md. Noman Mia,2857
319761,173,Munshiganj 3,Dhaka,Munshiganj,Communist Party of Bangladesh (CPB),Sheikh Md. Kamal Hossain,304
319761,173,Munshiganj 3,Dhaka,Munshiganj,Revolutionary Workers Party of Bangladesh (RWPB),Sheikh Md. Shimul,174
319761,173,Munshiganj 3,Dhaka,Munshiganj,Jatiya Party (JaPa),Md. Arifuzzaman,804
319761,173,Munshiganj 3,Dhaka,Munshiganj,Islami Andolan Bangladesh (IAB),Suman Dewan,6392
319761,173,Munshiganj 3,Dhaka,Munshiganj,Bangladesh Nationalist Party (BNP),Md. Kamruzzaman,124691
319761,173,Munshiganj 3,Dhaka,Munshiganj,Bangladesh Khelafat Majlish (BKM),Nur Hossain Nurani,54456
319761,173,Munshiganj 3,Dhaka,Munshiganj,Independent Candidate (Independent),Md. Mohiuddin,88936
319761,173,Munshiganj 3,Dhaka,Munshiganj,Bangladesh Labour Party,Anis Molla,294
319071,174,Dhaka 1,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Nasir Uddin Molla,1362
319071,174,Dhaka 1,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nazrul Islam,112622
319071,174,Dhaka 1,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Khondoker Abu Ashfaq,173781
319071,174,Dhaka 1,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Nurul Islam,6607
319071,174,Dhaka 1,Dhaka,Dhaka,Independent Candidate (Independent),Antara Selima Huda,4880
319071,174,Dhaka 1,Dhaka,Dhaka,Bangladesh Labour Party,Sheikh Md. Ali,271
319126,175,Dhaka 2,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Jahirul Islam,6352
319126,175,Dhaka 2,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Md. Amanullah Aman,163793
319126,175,Dhaka 2,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Huq,80053
319136,176,Dhaka 3,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Goyeswar Chandra Roy,99163
319136,176,Dhaka 3,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Faruk,1075
319136,176,Dhaka 3,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Sultan Ahmed Khan,6286
319136,176,Dhaka 3,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shahinur Islam,83264
319136,176,Dhaka 3,Dhaka,Dhaka,Independent Candidate (Independent),Md. Monir Hossain,313
319136,176,Dhaka 3,Dhaka,Dhaka,Bangladesh Samajtantrik Dal (Basad),Mojibur Howladar,196
319136,176,Dhaka 3,Dhaka,Dhaka,Ganosanhati Andolan (GSA),Md. Bachchu Bhuiyan,387
319136,176,Dhaka 3,Dhaka,Dhaka,Bangladesh Congress,Md. Zafar,155
319136,176,Dhaka 3,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Md. Sajjad,97
319136,176,Dhaka 3,Dhaka,Dhaka,Gono Forum (GF),Md. Roshan Yazdani,182
319141,177,Dhaka 4,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Tanvir Ahmed,74447
319141,177,Dhaka 4,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Md. Firoz Alam,367
319141,177,Dhaka 4,Dhaka,Dhaka,Independent Candidate (Independent),Md. Mizanur Rahman,2867
319141,177,Dhaka 4,Dhaka,Dhaka,Janotar Dol,Md. Abul Kalam Azad,191
319141,177,Dhaka 4,Dhaka,Dhaka,Bangladesh Samajtantrik Dal (Basad),Md. Zakir Hosen,184
