seat_id,seat_number,seat_name,division,district,party,candidate,votes
319856,51,Naogaon 6,Rajshahi,Naogaon,Bangladesh Republican Party (BRP),Atikur Rahman Ratan Molla,555
319856,51,Naogaon 6,Rajshahi,Naogaon,Independent Candidate (Independent),Alamgir Kabir,19638
319856,51,Naogaon 6,Rajshahi,Naogaon,Bangladesh Jamaat-e-Islami (Jamaat),Md. Khobirul Islam,97629
319856,51,Naogaon 6,Rajshahi,Naogaon,Islami Andolan Bangladesh (IAB),Md. Rafiqul Islam,1833
319856,51,Naogaon 6,Rajshahi,Naogaon,Bangladesh Nationalist Party (BNP),Sheikh Md. Rezaul Islam,108866
320161,52,Rajshahi 1,Rajshahi,Rajshahi,Independent Candidate (Independent),Md. Al Saad,663
320161,52,Rajshahi 1,Rajshahi,Rajshahi,Gono Odhikar Parishad (GOP),Mir Md. Shahjahan,407
320161,52,Rajshahi 1,Rajshahi,Rajshahi,Bangladesh Nationalist Party (BNP),Md. Sharif Uddin,169902
320161,52,Rajshahi 1,Rajshahi,Rajshahi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mujibur Rahman,171786
320161,52,Rajshahi 1,Rajshahi,Rajshahi,Amar Bangladesh Party (AB),Md. Abdur Rahman,1100
320166,53,Rajshahi 2,Rajshahi,Rajshahi,Nagorik Oikya (NO),Md. Shamsul Alam,552
320166,53,Rajshahi 2,Rajshahi,Rajshahi,Bangladesh Nationalist Party (BNP),Md. Mizanur Rahman Minu,128546
320166,53,Rajshahi 2,Rajshahi,Rajshahi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Jahangir,100370
320166,53,Rajshahi 2,Rajshahi,Rajshahi,Independent Candidate (Independent),Saleh Ahmed,801
320166,53,Rajshahi 2,Rajshahi,Rajshahi,Amar Bangladesh Party (AB),Mu Saeed Noman,796
320171,54,Rajshahi 3,Rajshahi,Rajshahi,Jatiya Party (JaPa),Md. Afzal Hossain,2390
320171,54,Rajshahi 3,Rajshahi,Rajshahi,Bangladesh Nationalist Party (BNP),Md. Shafiqul Haque Milon,176318
320171,54,Rajshahi 3,Rajshahi,Rajshahi,Islami Andolan Bangladesh (IAB),Md. Fazlur Rahman,1154
320171,54,Rajshahi 3,Rajshahi,Rajshahi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abul Kalam Azad,137927
320171,54,Rajshahi 3,Rajshahi,Rajshahi,Independent Candidate (Independent),Mst. Habiba Begum,1177
320176,55,Rajshahi 4,Rajshahi,Rajshahi,Bangladesh Nationalist Party (BNP),D. M. D. Ziaur Rahman,109461
320176,55,Rajshahi 4,Rajshahi,Rajshahi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Bari Sardar,115226
320176,55,Rajshahi 4,Rajshahi,Rajshahi,Islami Andolan Bangladesh (IAB),Md. Tajul Islam Khan,670
320176,55,Rajshahi 4,Rajshahi,Rajshahi,Jatiya Party (JaPa),Md. Fazlul Haque,1759
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Bangladesh Supreme Party (BSP),Md. Altaf Hossain Molla,938
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Bangladesh Nationalist Party (BNP),Prof. Nazrul Islam,153425
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Islami Andolan Bangladesh (IAB),Md. Ruhul Amin,620
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Independent Candidate (Independent),Md. Raihan Kawsar,442
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Independent Candidate (Independent),Md. Isfa Khairul Haque,2496
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Bangladesh Jamaat-e-Islami (Jamaat),Manjur Rahman,73445
320181,56,Rajshahi 5,Rajshahi,Rajshahi,Independent Candidate (Independent),Rezaul Karim,6432
320186,57,Rajshahi 6,Rajshahi,Rajshahi,Bangladesh Nationalist Party (BNP),Abu Sayed Chand,148672
320186,57,Rajshahi 6,Rajshahi,Rajshahi,Jatiya Party (JaPa),Md. Iqbal Hossain,2930
320186,57,Rajshahi 6,Rajshahi,Rajshahi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nazmul Haque,92965
320186,57,Rajshahi 6,Rajshahi,Rajshahi,Islami Andolan Bangladesh (IAB),Abdus Salam Suruj,1628
319941,58,Natore 1,Rajshahi,Natore,Gono Odhikar Parishad (GOP),Md. Mehedi Hasan,298
319941,58,Natore 1,Rajshahi,Natore,Independent Candidate (Independent),Md. Yasir Arshad,80
319941,58,Natore 1,Rajshahi,Natore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abul Kalam Azad,90568
319941,58,Natore 1,Rajshahi,Natore,Bangladesh Nationalist Party (BNP),Farzana Sharmin,102726
319941,58,Natore 1,Rajshahi,Natore,Independent Candidate (Independent),Taiful Islam Tipu,73173
319941,58,Natore 1,Rajshahi,Natore,Islami Andolan Bangladesh (IAB),Abdullah Hil Baki,1269
319941,58,Natore 1,Rajshahi,Natore,Jatiya Party (JaPa),Md. . Shahed Ali Jinnah,552
319941,58,Natore 1,Rajshahi,Natore,Independent Candidate (Independent),Md. Moazzem Hossain,115
319946,59,Natore 2,Rajshahi,Natore,Bangladesh Nationalist Party (BNP),M. Ruhul Quddus Talukder Dulu,162841
319946,59,Natore 2,Rajshahi,Natore,Ganosanhati Andolan (GSA),Tahamida Islam Tania,464
319946,59,Natore 2,Rajshahi,Natore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Yunus Ali,130066
319946,59,Natore 2,Rajshahi,Natore,Independent Candidate (Independent),Md. Nurunnabi Mridha,621
319946,59,Natore 2,Rajshahi,Natore,Jatiya Party (JaPa),Md. Rakib Uddin,2587
319946,59,Natore 2,Rajshahi,Natore,Islami Andolan Bangladesh (IAB),Md. Ali Siddiqui,2757
319951,60,Natore 3,Rajshahi,Natore,National Citizen Party (NCP),S. M. Jarjis Kadir,20707
319951,60,Natore 3,Rajshahi,Natore,Bangladesh Nationalist Party (BNP),Md. Anwarul Islam,119768
319951,60,Natore 3,Rajshahi,Natore,Jatiya Party (JaPa),Md. Ashik Iqbal,2119
319951,60,Natore 3,Rajshahi,Natore,Islami Andolan Bangladesh (IAB),Md. Khalilur Rahman,19105
319951,60,Natore 3,Rajshahi,Natore,Independent Candidate (Independent),Md. Delowar Hossain,372
319951,60,Natore 3,Rajshahi,Natore,Independent Candidate (Independent),Md. Daudar Mahmud,66492
319956,61,Natore 4,Rajshahi,Natore,Bangladesh Nationalist Party (BNP),Md. Abdul Aziz,170551
319956,61,Natore 4,Rajshahi,Natore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Hakim,135386
319956,61,Natore 4,Rajshahi,Natore,Islami Andolan Bangladesh (IAB),Md. Emdadullah,3845
319956,61,Natore 4,Rajshahi,Natore,Amar Bangladesh Party (AB),Md. Mokshedul Momin,259
319956,61,Natore 4,Rajshahi,Natore,Jatiya Party (JaPa),M. Yusuf Ahmed,2799
320306,62,Sirajganj 1,Rajshahi,Sirajganj,Bangladesh Nationalist Party (BNP),Md. Selim Reza,115132
320306,62,Sirajganj 1,Rajshahi,Sirajganj,Nagorik Oikya (NO),Md. Nazmus Sakib,321
320306,62,Sirajganj 1,Rajshahi,Sirajganj,Jatiya Party (JaPa),Md. Zahurul Islam,2234
320306,62,Sirajganj 1,Rajshahi,Sirajganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shahinur Alam,106732
320306,62,Sirajganj 1,Rajshahi,Sirajganj,Independent Candidate (Independent),Md. Abdus Sabur,263
320306,62,Sirajganj 1,Rajshahi,Sirajganj,Gono Odhikar Parishad (GOP),Mst. Mallika Khatun,1170
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Bangladesh Nationalist Party (BNP),Iqbal Hasan Mahmud,177578
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Bangladesh Samajtantrik Dal (Basad),S. M. Abdullah Al Mamun,864
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Janotar Dol,Md. Sohel Rana,181
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Gono Odhikar Parishad (GOP),Md. Mahfuzur Rahman,410
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Jahidul Islam,138797
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Islami Andolan Bangladesh (IAB),Md. Mohibullah,2167
320311,63,Sirajganj 2,Rajshahi,Sirajganj,Communist Party of Bangladesh (CPB),Md. Anwar Hossain,769
320316,64,Sirajganj 3,Rajshahi,Sirajganj,Jatiya Party (JaPa),Md. Fazlul Haque,1658
320316,64,Sirajganj 3,Rajshahi,Sirajganj,Bangladesh Nationalist Party (BNP),Md. Aynul Haque,174430
320316,64,Sirajganj 3,Rajshahi,Sirajganj,Bangladesh Khelafat Majlish (BKM),Muha. Abdur Rouf Sarkar,116802
320316,64,Sirajganj 3,Rajshahi,Sirajganj,Independent Candidate (Independent),Md. Elias Reza Robin,1006
320321,65,Sirajganj 4,Rajshahi,Sirajganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Rafiqul Islam Khan,161872
320321,65,Sirajganj 4,Rajshahi,Sirajganj,Bangladesh Nationalist Party (BNP),M. Akbar Ali,161278
320326,66,Sirajganj 5,Rajshahi,Sirajganj,Communist Party of Bangladesh (CPB),Md. Motiar Rahman,328
320326,66,Sirajganj 5,Rajshahi,Sirajganj,Jatiya Party (JaPa),Md. Akbar Hossain,1224
320326,66,Sirajganj 5,Rajshahi,Sirajganj,Bangladesh Nationalist Party (BNP),Md. Amirul Islam Khan,134989
320326,66,Sirajganj 5,Rajshahi,Sirajganj,Islami Andolan Bangladesh (IAB),Nurun Nabi,5759
320326,66,Sirajganj 5,Rajshahi,Sirajganj,Gono Odhikar Parishad (GOP),Md. Yusuf Ali,235
320326,66,Sirajganj 5,Rajshahi,Sirajganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ali Alam,106805
320331,67,Sirajganj 6,Rajshahi,Sirajganj,Bangladesh Nationalist Party (BNP),M. A. Muhit,171508
320331,67,Sirajganj 6,Rajshahi,Sirajganj,National Citizen Party (NCP),S. M. Saif Mostafiz,103884
320056,68,Pabna 1,Rajshahi,Pabna,Bangladesh Nationalist Party (BNP),Md. Shamsur Rahman,104245
320056,68,Pabna 1,Rajshahi,Pabna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nazibur Rahman,129974
320056,68,Pabna 1,Rajshahi,Pabna,Islami Andolan Bangladesh (IAB),Md. Abdul Gani,1114
320056,68,Pabna 1,Rajshahi,Pabna,Independent Candidate (Independent),Md. Tajul Islam,1033
320061,69,Pabna 2,Rajshahi,Pabna,Gono Forum (GF),Sheikh Nasir Uddin,333
320061,69,Pabna 2,Rajshahi,Pabna,Jatiya Party (JaPa),Md. Mehedi Hasan Rubel,2260
320061,69,Pabna 2,Rajshahi,Pabna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Hesab Uddin,77242
320061,69,Pabna 2,Rajshahi,Pabna,Islami Andolan Bangladesh (IAB),Md. Afzal Hossain Khan Kashemi,5884
320061,69,Pabna 2,Rajshahi,Pabna,Bangladesh Nationalist Party (BNP),A. K. M. Selim Reza Habib,215406
320066,70,Pabna 3,Rajshahi,Pabna,Independent Candidate (Independent),K. M. Anwarul Islam,38027
320066,70,Pabna 3,Rajshahi,Pabna,Gono Odhikar Parishad (GOP),Md. Hasanul Islam,986
320066,70,Pabna 3,Rajshahi,Pabna,Islami Andolan Bangladesh (IAB),Md. Abdul Khalek,1769
320066,70,Pabna 3,Rajshahi,Pabna,Bangladesh Supreme Party (BSP),Md. Mahbubur Rahman Joy Chowdhury,1420
320066,70,Pabna 3,Rajshahi,Pabna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ali Asgar,147475
320066,70,Pabna 3,Rajshahi,Pabna,Bangladesh Nationalist Party (BNP),Md. Hasan Zafir Tuhin,144206
320066,70,Pabna 3,Rajshahi,Pabna,Gono Forum (GF),Sardar Asha Parvez,173
320066,70,Pabna 3,Rajshahi,Pabna,Jatiya Party (JaPa),Mir Nadim Md. Dablu,1072
320071,71,Pabna 4,Rajshahi,Pabna,Communist Party of Bangladesh (CPB),Md. Sohag Hosen,459
320071,71,Pabna 4,Rajshahi,Pabna,Independent Candidate (Independent),Md. Zakaria Pintu,27970
320071,71,Pabna 4,Rajshahi,Pabna,Nagorik Oikya (NO),Shahnaz Haque,182
320071,71,Pabna 4,Rajshahi,Pabna,Jatiya Party (JaPa),Md. Saiful Azad Mallik,955
320071,71,Pabna 4,Rajshahi,Pabna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abu Taleb Mondol,137675
320071,71,Pabna 4,Rajshahi,Pabna,Bangladesh Nationalist Party (BNP),Md. Habibur Rahman,133874
320071,71,Pabna 4,Rajshahi,Pabna,Islami Andolan Bangladesh (IAB),Md. Anwar Shah,2688
320076,72,Pabna 5,Rajshahi,Pabna,Islami Andolan Bangladesh (IAB),Md. Najmul Hossain,4268
320076,72,Pabna 5,Rajshahi,Pabna,Bangladesh Nationalist Party (BNP),Md. Shamshur Rahman Shimul Biswas,181925
320076,72,Pabna 5,Rajshahi,Pabna,Bangladesh Jamaat-e-Islami (Jamaat),Md. Iqbal Hossain,164994
320076,72,Pabna 5,Rajshahi,Pabna,Amar Bangladesh Party (AB),Md. Abdul Majid Molla,442
319711,73,Meherpur 1,Khulna,Meherpur,Jatiya Party (JaPa),Md. Abdul Hamid,1429
319711,73,Meherpur 1,Khulna,Meherpur,Bangladesh Nationalist Party (BNP),Masud Arun,105441
319711,73,Meherpur 1,Khulna,Meherpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Tajuddin Khan,123271
319711,73,Meherpur 1,Khulna,Meherpur,Communist Party of Bangladesh (CPB),Moha Mizanur Rahman,792
319716,74,Meherpur 2,Khulna,Meherpur,Bangladesh Nationalist Party (BNP),Md. Amzad Hossain,85988
319716,74,Meherpur 2,Khulna,Meherpur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Nazmul Huda,96306
319586,75,Kushtia 1,Khulna,Kushtia,Jatiya Party (JaPa),Md. Shahriar Jamil,1094
319586,75,Kushtia 1,Khulna,Kushtia,Gono Odhikar Parishad (GOP),Md. Shahabul Islam,613
319586,75,Kushtia 1,Khulna,Kushtia,Jatiya Samajtantrik Dal (JSD),Md. Gias Uddin,203
319586,75,Kushtia 1,Khulna,Kushtia,Bangladesh Jamaat-e-Islami (Jamaat),Md. Belal Uddin,86682
319586,75,Kushtia 1,Khulna,Kushtia,Islami Andolan Bangladesh (IAB),Md. Aminul Islam,4063
319586,75,Kushtia 1,Khulna,Kushtia,Independent Candidate (Independent),Md. Nuruzzaman,17864
319586,75,Kushtia 1,Khulna,Kushtia,Bangladesh Nationalist Party (BNP),Reza Ahammed,165909
319586,75,Kushtia 1,Khulna,Kushtia,Islamic Front Bangladesh (IFB),Moha Badiruzzaman,241
319591,76,Kushtia 2,Khulna,Kushtia,Bangladesh Nationalist Party (BNP),Ragib Rauf Chowdhury,143821
319591,76,Kushtia 2,Khulna,Kushtia,Islami Andolan Bangladesh (IAB),Md. Ali,3887
319591,76,Kushtia 2,Khulna,Kushtia,Islamic Front Bangladesh (IFB),Md. Babul Akter,1123
319591,76,Kushtia 2,Khulna,Kushtia,Communist Party of Bangladesh (CPB),Nur Uddin Ahmed,805
319591,76,Kushtia 2,Khulna,Kushtia,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Gafur,192083
319596,77,Kushtia 3,Khulna,Kushtia,Bangladesh Jamaat-e-Islami (Jamaat),Md. Amir Hamza,182476
319596,77,Kushtia 3,Khulna,Kushtia,Islami Andolan Bangladesh (IAB),Md. Abdullah Akhand,5153
319596,77,Kushtia 3,Khulna,Kushtia,Bangladesh Samajtantrik Dal (Basad),Mir Nazmul Islam,442
319596,77,Kushtia 3,Khulna,Kushtia,Gono Odhikar Parishad (GOP),Moha Shariful Islam,299
319596,77,Kushtia 3,Khulna,Kushtia,Bangladesh Nationalist Party (BNP),Md. Zakir Hossain Sarkar,127559
319596,77,Kushtia 3,Khulna,Kushtia,Bangladesh Republican Party (BRP),Mosammat Rumpa Khatun,475
319601,78,Kushtia 4,Khulna,Kushtia,Bangladesh Nationalist Party (BNP),Syed Mehdi Ahmed Rumi,139603
319601,78,Kushtia 4,Khulna,Kushtia,Bangladesh Jamaat-e-Islami (Jamaat),Md. Afzal Hossain,148201
319601,78,Kushtia 4,Khulna,Kushtia,Gono Forum (GF),Md. Abdul Hakim Mia,255
319601,78,Kushtia 4,Khulna,Kushtia,Islami Andolan Bangladesh (IAB),Anwar Khan,13739
319601,78,Kushtia 4,Khulna,Kushtia,Bangladesh Minority Janata Party (BMJP),Tarun Kumar Ghosh,671
319601,78,Kushtia 4,Khulna,Kushtia,Bangladesh Labour Party,Md. Shahidul Islam,308
318971,79,Chuadanga 1,Khulna,Chuadanga,Bangladesh Jamaat-e-Islami (Jamaat),Md. Masud Parvez,211041
318971,79,Chuadanga 1,Khulna,Chuadanga,Bangladesh Nationalist Party (BNP),Md. Sharifuzzaman,153193
318971,79,Chuadanga 1,Khulna,Chuadanga,Islami Andolan Bangladesh (IAB),Md. Zahurul Islam,10122
318976,80,Chuadanga 2,Khulna,Chuadanga,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ruhul Amin,208011
318976,80,Chuadanga 2,Khulna,Chuadanga,Islami Andolan Bangladesh (IAB),Md. Hasanuzzaman,6374
318976,80,Chuadanga 2,Khulna,Chuadanga,Bangladesh Nationalist Party (BNP),Mahmud Hasan Khan,163877
319441,81,Jhenaidah 1,Khulna,Jhenaidah,Bangladesh Nationalist Party (BNP),Md. Asaduzzaman,173381
319441,81,Jhenaidah 1,Khulna,Jhenaidah,Bangladesh Jamaat-e-Islami (Jamaat),Abu Saleh Md. Matiur Rahman,57055
319441,81,Jhenaidah 1,Khulna,Jhenaidah,Jatiya Party (JaPa),Monika Alam,969
319441,81,Jhenaidah 1,Khulna,Jhenaidah,Amar Bangladesh Party (AB),Md. Matiar Rahman,610
319441,81,Jhenaidah 1,Khulna,Jhenaidah,Socialist Party of Bangladesh (Marxist) (SPB-M),Shahidul Enam Pallab Mia,309
319446,82,Jhenaidah 2,Khulna,Jhenaidah,Islami Andolan Bangladesh (IAB),Hm Momtajur Rahman,4571
319446,82,Jhenaidah 2,Khulna,Jhenaidah,Bangladesh Nationalist Party (BNP),Md. Abdul Majid,175984
319446,82,Jhenaidah 2,Khulna,Jhenaidah,Bangladesh Samajtantrik Dal (Basad),Md. Asadul Islam,340
319446,82,Jhenaidah 2,Khulna,Jhenaidah,Bangladesh Jamaat-e-Islami (Jamaat),Ali Azam Md. Abu Bakar,195702
319446,82,Jhenaidah 2,Khulna,Jhenaidah,Jatiya Party (JaPa),Saogat Ul Islam,994
319446,82,Jhenaidah 2,Khulna,Jhenaidah,Communist Party of Bangladesh (CPB),Md. Abu Towab,557
319451,83,Jhenaidah 3,Khulna,Jhenaidah,Bangladesh Nationalist Party (BNP),Md. Mehedi Hasan,149821
319451,83,Jhenaidah 3,Khulna,Jhenaidah,Bangladesh Jamaat-e-Islami (Jamaat),Md. Matiar Rahman,175857
319451,83,Jhenaidah 3,Khulna,Jhenaidah,Gono Odhikar Parishad (GOP),Md. Suman Kabir,388
319451,83,Jhenaidah 3,Khulna,Jhenaidah,Islami Andolan Bangladesh (IAB),Sarwar Hossain,3820
319456,84,Jhenaidah 4,Khulna,Jhenaidah,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abu Talib,105999
319456,84,Jhenaidah 4,Khulna,Jhenaidah,Independent Candidate (Independent),Md. Saiful Islam Firoz,77104
319456,84,Jhenaidah 4,Khulna,Jhenaidah,Jatiya Party (JaPa),Emdadul Islam,613
319456,84,Jhenaidah 4,Khulna,Jhenaidah,Gono Forum (GF),Khaniya Khanam,267
319456,84,Jhenaidah 4,Khulna,Jhenaidah,Islami Andolan Bangladesh (IAB),Abdul Jalil,3907
319456,84,Jhenaidah 4,Khulna,Jhenaidah,Bangladesh Nationalist Party (BNP),Md. Rashed Khan,77104
319391,85,Jashore 1,Khulna,Jashore,Islami Andolan Bangladesh (IAB),Md. Baktiar Rahman,1768
319391,85,Jashore 1,Khulna,Jashore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Azizur Rahman,119093
319391,85,Jashore 1,Khulna,Jashore,Bangladesh Nationalist Party (BNP),Md. Nuruzzaman Liton,93542
319391,85,Jashore 1,Khulna,Jashore,Jatiya Party (JaPa),Md. Jahangir Alam Chonchol,1398
319396,86,Jashore 2,Khulna,Jashore,Bangladesh Nationalist Front (BNF),Md. Shamsul Haque,203
319396,86,Jashore 2,Khulna,Jashore,Independent Candidate (Independent),Md. Mehedi Hasan,389
319396,86,Jashore 2,Khulna,Jashore,Independent Candidate (Independent),Md. Zahurul Islam,188
319396,86,Jashore 2,Khulna,Jashore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Moslehuddin Farid,180965
319396,86,Jashore 2,Khulna,Jashore,Islami Andolan Bangladesh (IAB),Md. Idris Ali,5781
319396,86,Jashore 2,Khulna,Jashore,Bangladesh Samajtantrik Dal (Basad),Md. Imran Khan,472
319396,86,Jashore 2,Khulna,Jashore,Amar Bangladesh Party (AB),Ripon Mahmud,416
319396,86,Jashore 2,Khulna,Jashore,Bangladesh Nationalist Party (BNP),Mst. Sabira Sultana,146447
319401,87,Jashore 3,Khulna,Jashore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Qader,187463
319401,87,Jashore 3,Khulna,Jashore,Communist Party of Bangladesh (CPB),Md. Rashed Khan,753
319401,87,Jashore 3,Khulna,Jashore,Jatiya Party (JaPa),Md. Khobir Gazi,3404
319401,87,Jashore 3,Khulna,Jashore,Jatiya Ganatantrik Party (JAGPA),Md. Nizamuddin Amit,1772
319401,87,Jashore 3,Khulna,Jashore,Bangladesh Nationalist Party (BNP),Anindya Islam Amit,201339
319401,87,Jashore 3,Khulna,Jashore,Islami Andolan Bangladesh (IAB),Md. Shoaib Hossain,13322
319406,88,Jashore 4,Khulna,Jashore,Independent Candidate (Independent),M. Nazim Uddin Al Azad,797
319406,88,Jashore 4,Khulna,Jashore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Golam Rasool,176912
319406,88,Jashore 4,Khulna,Jashore,Bangladesh Nationalist Party (BNP),Md. Matiar Rahman Farazi,131917
319406,88,Jashore 4,Khulna,Jashore,Bangladesh Minority Janata Party (BMJP),Sukriti Kumar Mandal,1510
319406,88,Jashore 4,Khulna,Jashore,Jatiya Party (JaPa),Md. Zahurul Haque,1751
319406,88,Jashore 4,Khulna,Jashore,Khelafat Majlis,Md. Asheq Elahi,301
319411,89,Jashore 5,Khulna,Jashore,Islami Andolan Bangladesh (IAB),Md. Zainal Abedin,4400
319411,89,Jashore 5,Khulna,Jashore,Bangladesh Nationalist Party (BNP),Rashid Ahmad,54875
319411,89,Jashore 5,Khulna,Jashore,Bangladesh Jamaat-e-Islami (Jamaat),Gazi Enamul Haque,132876
319411,89,Jashore 5,Khulna,Jashore,Independent Candidate (Independent),Md. Iqbal Hossain,85045
319411,89,Jashore 5,Khulna,Jashore,Jatiya Party (JaPa),Md. A. Halim,2245
319416,90,Jashore 6,Khulna,Jashore,Bangladesh Jamaat-e-Islami (Jamaat),Md. Moktar Ali,92234
319416,90,Jashore 6,Khulna,Jashore,Amar Bangladesh Party (AB),Md. Mahmud Hasan,672
319416,90,Jashore 6,Khulna,Jashore,Bangladesh Nationalist Party (BNP),Md. Abul Hossain Azad,80141
319416,90,Jashore 6,Khulna,Jashore,Islami Andolan Bangladesh (IAB),Md. Shahidul Islam,1285
319416,90,Jashore 6,Khulna,Jashore,Jatiya Party (JaPa),G. M. Hasan,990
319676,91,Magura 1,Khulna,Magura,Bangladesh Jamaat-e-Islami (Jamaat),Abdul Matin,89691
319676,91,Magura 1,Khulna,Magura,Islami Andolan Bangladesh (IAB),Md. Nazirul Islam,13414
319676,91,Magura 1,Khulna,Magura,Gono Odhikar Parishad (GOP),Md. Khalilur Rahman,292
319676,91,Magura 1,Khulna,Magura,Bangladesh Nationalist Party (BNP),Md. Monowar Hossain,185338
319676,91,Magura 1,Khulna,Magura,Bangladesh Congress,Kazi Rezaul Hossain,821
319676,91,Magura 1,Khulna,Magura,Jatiya Party (JaPa),Md. Zakir Hossain Molla,1767
319676,91,Magura 1,Khulna,Magura,Bangladesh Samajtantrik Dal (Basad),Shompa Basu,1237
319681,92,Magura 2,Khulna,Magura,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mushtarshed Billah,117018
319681,92,Magura 2,Khulna,Magura,Jatiya Party (JaPa),Moshiyar Rahman,2947
319681,92,Magura 2,Khulna,Magura,Islami Andolan Bangladesh (IAB),Mostofa Kamal,16223
319681,92,Magura 2,Khulna,Magura,Bangladesh Nationalist Party (BNP),Nitai Roy Chowdhury,147896
319866,93,Narail 1,Khulna,Narail,Independent Candidate (Independent),S. M. Sajjad Hossain,898
319866,93,Narail 1,Khulna,Narail,Independent Candidate (Independent),Ujjal Molla,230
319866,93,Narail 1,Khulna,Narail,Bangladesh Nationalist Party (BNP),Bishwas Jahangir Alam,99975
319866,93,Narail 1,Khulna,Narail,Bangladesh Jamaat-e-Islami (Jamaat),Md. Obaidullah,75225
319866,93,Narail 1,Khulna,Narail,Independent Candidate (Independent),B. M. Nagib Hossain,1113
319866,93,Narail 1,Khulna,Narail,Islami Andolan Bangladesh (IAB),Abdul Aziz,6352
319866,93,Narail 1,Khulna,Narail,Jatiya Party (JaPa),Md. Milton Molla,461
319866,93,Narail 1,Khulna,Narail,Independent Candidate (Independent),Sukesh Saha Ananda,864
319871,94,Narail 2,Khulna,Narail,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ataur Rahman,118142
319871,94,Narail 2,Khulna,Narail,Bangladesh Nationalist Party (BNP),A. Z. M. Fariduzzaman,45463
319871,94,Narail 2,Khulna,Narail,Islami Andolan Bangladesh (IAB),Md. Tajul Islam,4729
319871,94,Narail 2,Khulna,Narail,Jatiya Party (JaPa),Khandaker Fayekuzzaman,688
319871,94,Narail 2,Khulna,Narail,Gono Odhikar Parishad (GOP),Md. Nur Islam,339
319871,94,Narail 2,Khulna,Narail,Independent Candidate (Independent),Md. Monirul Islam,78457
319871,94,Narail 2,Khulna,Narail,Independent Candidate (Independent),Mst. Farida Yasmin,219
319871,94,Narail 2,Khulna,Narail,Bangladesh Sangskritik Muktijote (BSM),Md. Shoaib Ali,220
318651,95,Bagerhat 1,Khulna,Bagerhat,Jatiya Party (JaPa),S. M. Golam Sarwar,571
318651,95,Bagerhat 1,Khulna,Bagerhat,Bangladesh Muslim League (BML),M. D. Shamsul Haque,242
318651,95,Bagerhat 1,Khulna,Bagerhat,Bangladesh Nationalist Party (BNP),Kapil Krishna Mondal,114323
318651,95,Bagerhat 1,Khulna,Bagerhat,Bangladesh Muslim League (BML),A. Sabur Sheikh,167
318651,95,Bagerhat 1,Khulna,Bagerhat,Amar Bangladesh Party (AB),Md. Aminul Islam,291
318651,95,Bagerhat 1,Khulna,Bagerhat,Independent Candidate (Independent),Md. Sheikh Masud Rana,6467
318651,95,Bagerhat 1,Khulna,Bagerhat,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mashiur Rahman Khan,117527
318651,95,Bagerhat 1,Khulna,Bagerhat,Independent Candidate (Independent),M. A. H. Selim,5283
318656,96,Bagerhat 2,Khulna,Bagerhat,Independent Candidate (Independent),M. A. H. Selim,48965
318656,96,Bagerhat 2,Khulna,Bagerhat,Bangladesh Nationalist Party (BNP),Sheikh Md. Zakir Hossain,66409
318656,96,Bagerhat 2,Khulna,Bagerhat,Islami Andolan Bangladesh (IAB),Sheikh Atiar Rahman,4313
