seat_name,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Islami Front,Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Republican Party (BRP),Bangladesh Samo Odhikar Party (BEP),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Islami Andolan Bangladesh (IAB),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Janata Party,Jatiya Party (JaPa),Jatiya Samajtantrik Dal (JSD),Khelafat Majlis,Liberal Democratic Party (LDP),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Zaker Party (ZP)
Dhaka 7,479376,226175,"Hamidur Rahman (Bangladesh Nationalist Party (BNP)) 46.3%, Md. Enayet Ullah (Bangladesh Jamaat-e-Islami (Jamaat)) 43.5%, Mohammad Ishaq Sarkar (Independent Candidate (Independent)) 5.1%","Bangladesh Nationalist Party (BNP) (46.3%), Bangladesh Jamaat-e-Islami (Jamaat) (43.5%), Independent Candidate (Independent) (5.1%)",104666,0.462766,98483,0.435428,208,0.00092,101266,0.447733,104666,0.462766,-,-,-,-,-,150,-,-,98483,98,-,-,2783,-,-,-,-,-,-,104666,-,218,-,-,677,-,-,-,-,-,-,-,11517,-,5081,-,-,-,-,2294,208,-,-,-,-,-,-,-,-
Dhaka 8,275471,117667,"Mirza Abbas Uddin Ahmed (Bangladesh Nationalist Party (BNP)) 50.5%, Muhammad Nasiruddin Patwari (National Citizen Party (NCP)) 46.0%, Kefayet Ullah (Islami Andolan Bangladesh (IAB)) 1.2%","Bangladesh Nationalist Party (BNP) (50.5%), National Citizen Party (NCP) (46.0%), Islami Andolan Bangladesh (IAB) (1.2%)",59366,0.504525,-,-,56,0.000476,54127,0.460002,59974,0.509693,-,-,-,-,-,78,-,326,-,-,56,-,-,-,-,-,-,-,-,59366,-,-,-,-,96,-,714,-,-,-,-,608,-,-,1436,-,-,-,129,731,-,-,-,-,54127,-,-,-,-
Dhaka 9,469360,217688,"Habibur Rashid (Bangladesh Nationalist Party (BNP)) 51.1%, Mohammad Jabed Mia (National Citizen Party (NCP)) 24.6%, Tasnim Jara (Independent Candidate (Independent)) 20.5%","Bangladesh Nationalist Party (BNP) (51.1%), National Citizen Party (NCP) (24.6%), Independent Candidate (Independent) (20.5%)",111212,0.510878,-,-,-,-,53460,0.245581,111212,0.510878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118,-,124,111212,-,-,-,-,93,-,462,-,-,171,-,-,44684,131,5827,-,-,-,-,1202,-,-,-,-,53460,204,-,-,-
Dhaka 10,388660,153808,"Sheikh Rabiul Alam (Bangladesh Nationalist Party (BNP)) 51.4%, Md. Jasim Uddin Sarkar (Bangladesh Jamaat-e-Islami (Jamaat)) 48.6%, Abul Kalam Azad (Bangladesh Labour Party) 0.0%","Bangladesh Nationalist Party (BNP) (51.4%), Bangladesh Jamaat-e-Islami (Jamaat) (48.6%), Bangladesh Labour Party (0.0%)",79035,0.513855,74773,0.486145,-,-,74773,0.486145,79035,0.513855,-,-,0,0,-,0,-,-,74773,-,-,-,-,-,0,-,-,-,-,79035,-,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-
Dhaka 11,439078,192853,"Md. Nahid Islam (National Citizen Party (NCP)) 48.7%, M. A. Qayyum (Bangladesh Nationalist Party (BNP)) 47.6%, Sheikh Md. Fazle Bari Masud (Islami Andolan Bangladesh (IAB)) 2.3%","National Citizen Party (NCP) (48.7%), Bangladesh Nationalist Party (BNP) (47.6%), Islami Andolan Bangladesh (IAB) (2.3%)",91833,0.476181,-,-,-,-,93872,0.486754,91914,0.476601,-,-,-,-,-,196,-,-,-,-,-,-,-,-,-,-,-,-,-,91833,-,283,-,-,-,-,-,-,-,130,-,81,794,-,4375,-,-,-,-,1048,-,-,-,-,93872,241,-,-,-
Dhaka 12,333320,78236,"Saiful Haque (Revolutionary Workers Party of Bangladesh (RWPB)) 39.6%, Saiful Alam Nirab (Independent Candidate (Independent)) 38.2%, Md. Saiful Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 12.5%","Revolutionary Workers Party of Bangladesh (RWPB) (39.6%), Independent Candidate (Independent) (38.2%), Bangladesh Jamaat-e-Islami (Jamaat) (12.5%)",-,-,9741,0.124508,32474,0.415077,9741,0.124508,32589,0.416547,-,-,1044,-,-,115,-,184,9741,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,453,-,1511,-,-,115,29869,133,2058,-,-,-,175,1770,-,-,-,-,-,-,58,30963,-
Dhaka 13,408791,178267,"Bobby Hajjaj (Bangladesh Nationalist Party (BNP)) 49.6%, Md. Mamunul Haque (Bangladesh Khelafat Majlish (BKM)) 48.3%, Sheikh Md. Rabiul Islam (Independent Candidate (Independent)) 0.9%","Bangladesh Nationalist Party (BNP) (49.6%), Bangladesh Khelafat Majlish (BKM) (48.3%), Independent Candidate (Independent) (0.9%)",88387,0.495812,-,-,-,-,86067,0.482798,88723,0.497697,-,-,-,-,-,-,-,-,-,-,-,-,-,86067,-,331,464,-,-,88387,-,-,-,486,-,-,-,-,-,-,-,336,1683,513,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dhaka 14,456044,206956,"Mir Ahmad Bin Qasem (Bangladesh Jamaat-e-Islami (Jamaat)) 48.9%, Sanzida Islam (Bangladesh Nationalist Party (BNP)) 40.3%, Syed Abu Bakar Siddique (Independent Candidate (Independent)) 7.9%","Bangladesh Jamaat-e-Islami (Jamaat) (48.9%), Bangladesh Nationalist Party (BNP) (40.3%), Independent Candidate (Independent) (7.9%)",83323,0.402612,101113,0.488572,219,0.001058,101636,0.4911,83323,0.402612,-,-,-,138,-,-,-,-,101113,-,-,-,-,-,-,-,-,-,-,83323,-,83,-,-,-,302,369,-,-,79,-,-,16328,-,3760,-,-,-,-,857,219,-,385,-,-,-,-,-,-
Dhaka 15,351718,152484,"Md. Shafiqul Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 55.8%, Md. Shafiqul Islam Khan (Bangladesh Nationalist Party (BNP)) 41.7%, Md. Shamsul Haque (Jatiya Party (JaPa)) 0.9%","Bangladesh Jamaat-e-Islami (Jamaat) (55.8%), Bangladesh Nationalist Party (BNP) (41.7%), Jatiya Party (JaPa) (0.9%)",63517,0.416549,85131,0.558295,210,0.001377,85131,0.558295,63517,0.416549,-,-,705,-,-,-,-,-,85131,-,210,-,-,-,-,-,-,-,-,63517,-,-,-,-,-,326,796,-,-,-,-,-,-,-,-,-,-,-,378,1421,-,-,-,-,-,-,-,-,-
Dhaka 16,400499,180799,"Md. Abdul Baten (Bangladesh Jamaat-e-Islami (Jamaat)) 49.1%, Md. Aminul Haque (Bangladesh Nationalist Party (BNP)) 47.3%, Md. Saiful Islam (Islami Andolan Bangladesh (IAB)) 2.0%","Bangladesh Jamaat-e-Islami (Jamaat) (49.1%), Bangladesh Nationalist Party (BNP) (47.3%), Islami Andolan Bangladesh (IAB) (2.0%)",85467,0.472718,88828,0.491308,-,-,89424,0.494605,85576,0.473321,-,-,-,-,-,142,-,-,88828,138,-,-,102,-,494,-,-,-,-,85467,-,-,-,-,209,-,-,-,-,-,-,109,-,-,3679,-,-,-,-,1464,-,-,-,-,-,167,-,-,-
Dhaka 17,333777,145677,"Tareq Rahman (Bangladesh Nationalist Party (BNP)) 49.9%, S. M. Khaliduzzaman (Bangladesh Jamaat-e-Islami (Jamaat)) 46.9%, Atik Ahmed (Jatiya Party (JaPa)) 1.5%","Bangladesh Nationalist Party (BNP) (49.9%), Bangladesh Jamaat-e-Islami (Jamaat) (46.9%), Jatiya Party (JaPa) (1.5%)",72699,0.499042,68300,0.468845,-,-,68360,0.469257,72699,0.499042,-,-,-,-,130,-,-,-,68300,92,-,-,-,-,60,-,-,-,61,72699,-,-,-,-,-,-,-,-,-,-,-,-,278,80,1768,-,-,-,-,2209,-,-,-,-,-,-,-,-,-
Dhaka 18,613883,269989,"S. M. Jahangir Hossain (Bangladesh Nationalist Party (BNP)) 53.6%, Ariful Islam (National Citizen Party (NCP)) 41.2%, Md. Anwar Hossain (Islami Andolan Bangladesh (IAB)) 1.8%","Bangladesh Nationalist Party (BNP) (53.6%), National Citizen Party (NCP) (41.2%), Islami Andolan Bangladesh (IAB) (1.8%)",144715,0.536003,-,-,350,0.001296,111297,0.412228,144715,0.536003,-,-,-,-,-,-,-,1647,-,-,-,-,-,-,-,-,-,-,-,144715,-,-,-,260,-,-,-,-,-,-,-,-,4135,-,4727,-,-,-,-,2557,-,-,-,350,111297,301,-,-,-
Dhaka 19,747070,163225,"Dewan Mohammad Salauddin (Bangladesh Nationalist Party (BNP)) 62.5%, Dilshana Parul (National Citizen Party (NCP)) 37.5%, Chowdhury Hasan Sarwardi (Liberal Democratic Party (LDP)) 0.0%","Bangladesh Nationalist Party (BNP) (62.5%), National Citizen Party (NCP) (37.5%), Liberal Democratic Party (LDP) (0.0%)",101956,0.624635,-,-,-,-,61269,0.375365,101956,0.624635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,101956,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,-,0,-,-,0,-,61269,0,-,-,-
Dhaka 20,376639,233380,"Md. Tamij Uddin (Bangladesh Nationalist Party (BNP)) 69.6%, Nabila Tasnid (National Citizen Party (NCP)) 24.8%, Md. Ashraf Ali (Khelafat Majlis) 4.0%","Bangladesh Nationalist Party (BNP) (69.6%), National Citizen Party (NCP) (24.8%), Khelafat Majlis (4.0%)",162504,0.696306,-,-,207,0.000887,67534,0.289374,162504,0.696306,-,-,-,492,-,-,-,-,-,-,207,-,-,-,-,-,-,-,-,162504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3135,-,9255,-,-,57787,-,-,-,-
Gazipur 1,720939,374494,"Md. Mujibur Rahman (Bangladesh Nationalist Party (BNP)) 55.7%, Md. Shah Alam Bokshi (Bangladesh Jamaat-e-Islami (Jamaat)) 39.9%, Md. Imarat Hossain Khan (Independent Candidate (Independent)) 1.8%","Bangladesh Nationalist Party (BNP) (55.7%), Bangladesh Jamaat-e-Islami (Jamaat) (39.9%), Independent Candidate (Independent) (1.8%)",208688,0.557253,149553,0.399347,-,-,149721,0.399795,208688,0.557253,-,-,-,-,-,-,-,-,149553,-,-,-,-,-,168,-,-,-,-,208688,-,-,-,-,232,-,-,-,-,-,129,-,6703,-,5696,-,-,-,-,3325,-,-,-,-,-,-,-,-,-
Gazipur 2,804333,350983,"M. Manjurul Karim Rony (Bangladesh Nationalist Party (BNP)) 53.7%, Ali Naser Khan (National Citizen Party (NCP)) 40.2%, Hanif Sarkar (Islami Andolan Bangladesh (IAB)) 3.6%","Bangladesh Nationalist Party (BNP) (53.7%), National Citizen Party (NCP) (40.2%), Islami Andolan Bangladesh (IAB) (3.6%)",188606,0.537365,-,-,-,-,140950,0.401586,188851,0.538063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188606,-,-,-,1155,250,-,1397,-,-,-,200,245,444,-,12657,-,-,-,537,4542,-,-,-,-,140950,-,-,-,-
Gazipur 3,527360,295692,"S. M. Rafiqul Islam (Bangladesh Nationalist Party (BNP)) 54.9%, Muhammad Ehsanul Haque (Bangladesh Khelafat Majlish (BKM)) 34.0%, Md. Ejadur Rahman Chowdhury (Independent Candidate (Independent)) 7.4%","Bangladesh Nationalist Party (BNP) (54.9%), Bangladesh Khelafat Majlish (BKM) (34.0%), Independent Candidate (Independent) (7.4%)",162343,0.549027,-,-,-,-,100539,0.340013,162343,0.549027,-,-,-,-,-,-,-,-,-,-,-,-,-,100539,-,-,-,-,-,162343,-,-,-,484,-,-,-,-,-,-,-,-,21963,-,6036,2332,-,-,-,1995,-,-,-,-,-,-,-,-,-
Gazipur 4,330977,199554,"Salah Uddin (Bangladesh Jamaat-e-Islami (Jamaat)) 51.0%, Shah Riazul Hannan (Bangladesh Nationalist Party (BNP)) 45.3%, Md. Kazim Uddin (Islami Andolan Bangladesh (IAB)) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (51.0%), Bangladesh Nationalist Party (BNP) (45.3%), Islami Andolan Bangladesh (IAB) (1.2%)",90390,0.45296,101779,0.510032,-,-,101779,0.510032,90390,0.45296,-,-,278,-,-,-,-,-,101779,-,-,-,-,-,-,-,-,-,-,90390,-,-,-,-,-,-,1091,-,-,-,-,-,1521,-,2348,-,-,-,-,2147,-,-,-,-,-,0,-,-,-
Gazipur 5,354643,225552,"A. K. M. Fazlul Haque Milon (Bangladesh Nationalist Party (BNP)) 59.4%, Md. Khairul Hasan (Bangladesh Jamaat-e-Islami (Jamaat)) 34.6%, Md. Azam Khan (Janata Party) 2.9%","Bangladesh Nationalist Party (BNP) (59.4%), Bangladesh Jamaat-e-Islami (Jamaat) (34.6%), Janata Party (2.9%)",133869,0.593517,78123,0.346364,-,-,78123,0.346364,133869,0.593517,-,-,-,-,-,-,-,-,78123,-,-,-,-,-,-,-,-,-,-,133869,-,-,-,-,-,-,-,-,-,223,-,-,-,-,4411,837,-,-,6592,1497,-,-,-,-,-,-,-,-,-
Narsingdi 1,477209,270720,"Khairul Kabir Khokon (Bangladesh Nationalist Party (BNP)) 59.6%, Md. Ibrahim Bhuiyan (Bangladesh Jamaat-e-Islami (Jamaat)) 34.3%, Md. Ashraf Hossain Bhuiyan (Islami Andolan Bangladesh (IAB)) 5.0%","Bangladesh Nationalist Party (BNP) (59.6%), Bangladesh Jamaat-e-Islami (Jamaat) (34.3%), Islami Andolan Bangladesh (IAB) (5.0%)",161405,0.596206,92930,0.34327,-,-,92930,0.34327,161890,0.597998,-,-,-,-,-,-,-,955,92930,-,-,-,-,-,-,-,-,-,-,161405,-,-,-,-,-,-,-,-,-,179,-,485,-,207,13547,-,-,-,-,1012,-,-,-,-,-,-,-,-,-
Narsingdi 2,286218,170427,"Dr. Abdul Moin Khan (Bangladesh Nationalist Party (BNP)) 54.4%, Md. Amzad Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 32.8%, Md. Golam Sarwar (National Citizen Party (NCP)) 11.5%","Bangladesh Nationalist Party (BNP) (54.4%), Bangladesh Jamaat-e-Islami (Jamaat) (32.8%), National Citizen Party (NCP) (11.5%)",92739,0.544157,55920,0.328117,-,-,75460,0.44277,92739,0.544157,-,-,-,-,-,-,-,-,55920,-,-,-,-,-,-,-,-,-,-,92739,-,-,-,-,-,-,-,-,-,-,-,-,-,235,-,708,-,-,-,1285,-,-,-,-,19540,-,-,-,-
Narsingdi 3,284248,167817,"Monjur Elahi (Bangladesh Nationalist Party (BNP)) 48.9%, Md. Arif-ul-Islam Mridha (Independent Candidate (Independent)) 27.2%, Md. Rakibul Islam (Rakib) (Bangladesh Khelafat Majlish (BKM)) 15.2%","Bangladesh Nationalist Party (BNP) (48.9%), Independent Candidate (Independent) (27.2%), Bangladesh Khelafat Majlish (BKM) (15.2%)",82061,0.488991,5066,0.030188,-,-,30559,0.182097,82061,0.488991,-,-,-,-,-,-,-,-,5066,-,-,-,-,25493,-,-,-,-,-,82061,-,-,-,-,-,-,-,-,-,-,-,-,45682,622,6843,-,-,-,-,266,-,-,-,-,-,-,-,-,1784
Narsingdi 4,428954,254035,"Sardar Md. Sakhawat Hossain (Bangladesh Nationalist Party (BNP)) 64.3%, Md. Jahangir Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 31.0%, Md. Saifullah (Islami Andolan Bangladesh (IAB)) 2.8%","Bangladesh Nationalist Party (BNP) (64.3%), Bangladesh Jamaat-e-Islami (Jamaat) (31.0%), Islami Andolan Bangladesh (IAB) (2.8%)",163392,0.643187,78744,0.309973,-,-,79208,0.3118,163392,0.643187,-,-,-,-,163,-,-,-,78744,-,-,-,-,464,-,-,-,-,-,163392,-,-,-,-,-,-,839,-,-,-,-,-,-,1728,7079,-,-,-,454,1172,-,-,-,-,-,-,-,-,-
Narsingdi 5,494650,247335,"Md. Ashraf Uddin (Bangladesh Nationalist Party (BNP)) 55.7%, Tajul Islam (Bangladesh Khelafat Majlish (BKM)) 18.2%, Badruzzaman Uzzal (Islami Andolan Bangladesh (IAB)) 13.4%","Bangladesh Nationalist Party (BNP) (55.7%), Bangladesh Khelafat Majlish (BKM) (18.2%), Islami Andolan Bangladesh (IAB) (13.4%)",137690,0.556694,-,-,-,-,44981,0.181863,137690,0.556694,-,-,-,-,-,-,-,2424,-,-,-,-,-,44981,-,-,-,-,-,137690,-,-,-,-,-,-,-,-,-,-,-,-,27555,1076,33109,-,-,-,-,500,-,-,-,-,-,-,-,-,-
Narayanganj 1,408829,256384,"Mustafizur Rahman Bhuiyan (Bangladesh Nationalist Party (BNP)) 61.0%, Md. Anwar Hossain Molla (Bangladesh Jamaat-e-Islami (Jamaat)) 35.8%, Md. Imdadullah (Islami Andolan Bangladesh (IAB)) 2.8%","Bangladesh Nationalist Party (BNP) (61.0%), Bangladesh Jamaat-e-Islami (Jamaat) (35.8%), Islami Andolan Bangladesh (IAB) (2.8%)",156358,0.609859,91690,0.357628,-,-,91690,0.357628,156577,0.610713,-,-,-,-,-,-,-,-,91690,-,-,-,-,-,-,-,-,-,-,156358,-,-,-,-,-,-,261,-,-,-,-,219,463,207,7186,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Narayanganj 2,364098,230073,"Md. Nazrul Islam Azad (Bangladesh Nationalist Party (BNP)) 54.0%, Md. Elias Molla (Bangladesh Jamaat-e-Islami (Jamaat)) 35.2%, Md. Ataur Rahman Khan (Independent Candidate (Independent)) 8.1%","Bangladesh Nationalist Party (BNP) (54.0%), Bangladesh Jamaat-e-Islami (Jamaat) (35.2%), Independent Candidate (Independent) (8.1%)",124291,0.540224,81054,0.352297,-,-,81054,0.352297,124433,0.540841,-,-,-,-,-,-,-,-,81054,-,-,-,-,-,-,-,-,-,-,124291,-,227,-,-,-,-,350,-,-,-,-,142,18744,-,5265,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Narayanganj 3,593348,333276,"Azharul Islam Mannan (Bangladesh Nationalist Party (BNP)) 46.6%, Md. Iqbal Hossain Bhuiyan (Bangladesh Jamaat-e-Islami (Jamaat)) 40.5%, Mohammad Gias Uddin (Independent Candidate (Independent)) 7.5%","Bangladesh Nationalist Party (BNP) (46.6%), Bangladesh Jamaat-e-Islami (Jamaat) (40.5%), Independent Candidate (Independent) (7.5%)",155400,0.46628,134918,0.404824,638,0.001914,137441,0.412394,156352,0.469137,-,-,-,137,-,-,-,-,134918,-,-,-,1193,1193,-,-,-,-,-,155400,-,-,-,-,-,-,-,-,638,-,-,314,24975,-,14223,-,-,-,285,-,-,-,-,-,-,-,-,-,-
Narayanganj 4,540783,266721,"Abdullah Al Amin (National Citizen Party (NCP)) 39.8%, Monir Hossain (Jamiat Ulema-e-Islam Bangladesh) 30.2%, Md. Shah Alam (Independent Candidate (Independent)) 18.1%","National Citizen Party (NCP) (39.8%), Jamiat Ulema-e-Islam Bangladesh (30.2%), Independent Candidate (Independent) (18.1%)",-,-,-,-,370,0.001387,106971,0.40106,106,0.000397,-,-,-,-,-,-,-,-,-,-,370,-,-,800,-,-,-,-,-,-,-,11328,-,282,-,643,479,-,-,-,-,106,48360,-,16746,-,-,80619,-,817,-,-,-,-,106171,-,-,-,-
Narayanganj 5,485288,266357,"Abul Kalam (Bangladesh Nationalist Party (BNP)) 43.1%, A. B. M. Sirajul Mamun (Khelafat Majlis) 38.0%, Md. Maksud Hossain (Independent Candidate (Independent)) 12.8%","Bangladesh Nationalist Party (BNP) (43.1%), Khelafat Majlis (38.0%), Independent Candidate (Independent) (12.8%)",114799,0.430997,-,-,1023,0.003841,101196,0.379926,116465,0.437252,-,-,-,-,-,242,-,-,-,-,-,-,-,-,-,-,-,-,-,114799,-,-,-,370,-,-,1575,-,1023,-,-,643,34151,-,7708,4650,-,-,-,-,-,101196,-,-,-,-,-,-,-
Rajbari 1,430216,266306,"Ali Newaz Mahmud Khaiyam (Bangladesh Nationalist Party (BNP)) 58.0%, Md. Nurul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 38.0%, Mohammad Ali Biswas (Zaker Party (ZP)) 3.0%","Bangladesh Nationalist Party (BNP) (58.0%), Bangladesh Jamaat-e-Islami (Jamaat) (38.0%), Zaker Party (ZP) (3.0%)",154541,0.580314,101092,0.379608,-,-,101092,0.379608,154541,0.580314,-,-,-,-,-,-,-,-,101092,-,-,-,-,-,-,-,-,-,-,154541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2586,-,-,-,-,-,-,-,-,8087
Rajbari 2,559696,353885,"Md. Harun-or-Rashid (Bangladesh Nationalist Party (BNP)) 67.0%, Jamil Hijazi (National Citizen Party (NCP)) 19.0%, Md. Nasirul Haque Sabu (Independent Candidate (Independent)) 10.6%","Bangladesh Nationalist Party (BNP) (67.0%), National Citizen Party (NCP) (19.0%), Independent Candidate (Independent) (10.6%)",237254,0.670427,-,-,-,-,67620,0.191079,237887,0.672216,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,-,-,-,237254,-,-,-,-,-,-,-,-,-,-,-,633,37557,-,8503,-,-,-,-,2052,-,321,-,-,67299,-,-,-,-
Faridpur 1,510540,318898,"Md. Ilias Mollah (Bangladesh Jamaat-e-Islami (Jamaat)) 48.3%, Khandaker Nasirul Islam (Bangladesh Nationalist Party (BNP)) 39.7%, Md. Abul Basar Khan (Independent Candidate (Independent)) 11.6%","Bangladesh Jamaat-e-Islami (Jamaat) (48.3%), Bangladesh Nationalist Party (BNP) (39.7%), Independent Candidate (Independent) (11.6%)",126476,0.396603,154145,0.483368,-,-,154145,0.483368,126476,0.396603,-,-,-,-,-,-,-,-,154145,-,-,-,-,-,-,786,-,-,-,126476,-,-,-,-,-,-,-,-,-,-,-,-,36985,-,-,-,-,-,-,506,-,-,-,-,-,-,-,-,-
Faridpur 2,332041,214299,"Shama Obayed Islam (Bangladesh Nationalist Party (BNP)) 56.8%, Md. Akram Ali (Bangladesh Khelafat Majlish (BKM)) 41.7%, Shah Md. Jamal Uddin (Islami Andolan Bangladesh (IAB)) 1.1%","Bangladesh Nationalist Party (BNP) (56.8%), Bangladesh Khelafat Majlish (BKM) (41.7%), Islami Andolan Bangladesh (IAB) (1.1%)",121694,0.56787,-,-,-,-,89305,0.416731,122369,0.57102,-,-,-,-,257,-,-,-,-,-,-,-,-,89305,-,-,-,-,-,121694,-,-,-,-,-,-,-,-,-,-,-,675,-,0,2368,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faridpur 3,432628,279153,"Nayab Yusuf Ahmed (Bangladesh Nationalist Party (BNP)) 53.2%, Md. Abdut Tawab (Bangladesh Jamaat-e-Islami (Jamaat)) 44.5%, K. M. Sarwar (Islami Andolan Bangladesh (IAB)) 1.4%","Bangladesh Nationalist Party (BNP) (53.2%), Bangladesh Jamaat-e-Islami (Jamaat) (44.5%), Islami Andolan Bangladesh (IAB) (1.4%)",148545,0.532128,124115,0.444613,251,0.000899,124115,0.444613,148545,0.532128,-,-,-,-,-,-,-,-,124115,-,-,-,-,-,-,-,-,-,-,148545,-,-,-,-,-,-,967,-,-,-,-,-,1253,-,4022,-,-,-,-,-,251,-,-,-,-,-,-,-,-
Faridpur 4,496706,274992,"Md. Shahidul Islam (Bangladesh Nationalist Party (BNP)) 46.3%, Md. Sarwar Hossain (Bangladesh Jamaat-e-Islami (Jamaat)) 27.6%, A. A. M. Mujahid Beg (Independent Candidate (Independent)) 21.0%","Bangladesh Nationalist Party (BNP) (46.3%), Bangladesh Jamaat-e-Islami (Jamaat) (27.6%), Independent Candidate (Independent) (21.0%)",127443,0.463443,75805,0.275663,-,-,76923,0.279728,127443,0.463443,-,-,-,-,-,-,-,-,75805,-,-,-,-,1118,-,-,-,-,-,127443,-,-,-,-,-,-,714,-,-,-,-,-,57864,-,11498,-,-,-,-,550,-,-,-,-,-,-,-,-,-
Gopalganj 1,399510,224434,"Md. Selimuzzaman Mollya (Bangladesh Nationalist Party (BNP)) 30.9%, Md. Kaiyum Ali Khan (Independent Candidate (Independent)) 24.9%, Md. Kabir Mia (Gono Odhikar Parishad (GOP)) 24.2%","Bangladesh Nationalist Party (BNP) (30.9%), Independent Candidate (Independent) (24.9%), Gono Odhikar Parishad (GOP) (24.2%)",69462,0.309499,34635,0.154322,-,-,34635,0.154322,123791,0.55157,-,-,-,-,-,-,-,-,34635,-,-,-,-,-,-,-,-,-,-,69462,-,-,-,-,-,-,349,-,-,-,-,54329,55911,-,5870,-,-,-,-,3878,-,-,-,-,-,-,-,-,-
Gopalganj 2,384326,147991,"M. H. Khan Manju (Independent Candidate (Independent)) 50.1%, K. M. Babar (Bangladesh Nationalist Party (BNP)) 27.1%, Shuayeb Ibrahim (Bangladesh Khelafat Majlish (BKM)) 19.3%","Independent Candidate (Independent) (50.1%), Bangladesh Nationalist Party (BNP) (27.1%), Bangladesh Khelafat Majlish (BKM) (19.3%)",40048,0.270611,-,-,-,-,28604,0.193282,40353,0.272672,-,-,-,-,-,-,-,-,-,-,-,-,-,28604,-,-,-,-,-,40048,-,-,-,-,-,-,-,-,-,215,-,305,74118,-,2911,-,-,-,-,419,-,-,-,-,-,-,-,-,1371
Gopalganj 3,308784,132465,"S. M. Zilani (Bangladesh Nationalist Party (BNP)) 46.0%, Gobinda Chandra Pramanik (Independent Candidate (Independent)) 28.8%, A. Aziz (Bangladesh Khelafat Majlish (BKM)) 19.0%","Bangladesh Nationalist Party (BNP) (46.0%), Independent Candidate (Independent) (28.8%), Bangladesh Khelafat Majlish (BKM) (19.0%)",60991,0.460431,-,-,-,-,25153,0.189884,63591,0.480059,-,-,-,-,-,-,-,-,-,-,-,-,-,25153,-,-,-,-,-,60991,-,-,-,-,-,-,-,-,-,269,-,2600,38144,-,4717,-,-,-,-,-,-,-,-,-,-,591,-,-,-
Madaripur 1,324289,178991,"Said Uddin Ahmad Hanzala (Bangladesh Khelafat Majlish (BKM)) 36.3%, Nadira Akter (Bangladesh Nationalist Party (BNP)) 36.0%, Kamal Zaman Mollah (Independent Candidate (Independent)) 22.3%","Bangladesh Khelafat Majlish (BKM) (36.3%), Bangladesh Nationalist Party (BNP) (36.0%), Independent Candidate (Independent) (22.3%)",64524,0.360487,-,-,-,-,64978,0.363024,67550,0.377393,-,-,-,-,-,-,-,-,-,-,-,-,-,64909,69,-,-,-,-,64524,-,-,-,-,-,-,208,-,-,-,-,3026,39870,-,6205,-,-,-,-,180,-,-,-,-,-,-,-,-,-
