seat_name,total_votes,bnp_alliance_votes,eleven_party_alliance_votes,bnp_alliance_ratio,eleven_party_alliance_ratio,comments
Rajbari 2,353885.0,237887.0,67620.0,0.779023683890817,0.2209763161091829,
Rajshahi 1,343858.0,170309.0,172886.0,0.4972430989674791,0.5027831255925411,
Rajshahi 2,288916.0,188546.0,101166.0,0.652597986958147,0.4378248544781771,"Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 188546.0, source2 has 128546.0. Took the max."
Rajshahi 3,318966.0,176318.0,137927.0,0.561084504128944,0.438915495871056,
Rajshahi 4,227116.0,109461.0,115226.0,0.4871710423834045,0.5128289576165955,
Rajshahi 5,237798.0,153425.0,73445.0,0.6762683475117909,0.3237316524882091,
Rajshahi 6,246195.0,148672.0,92965.0,0.6136712143186626,0.3863287856813374,"Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 147672.0, source2 has 148672.0. Took the max."
Rangamati 1,263647.0,203064.0,22715.0,0.7702116845630711,0.0861568688435673,
Rangpur 1,214495.0,69407.0,145088.0,0.3235833003100305,0.6764166996899694,
Rangpur 2,162775.0,53626.0,89456.0,0.3390818706272247,0.6609181293727753,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 43076.0, source2 has 89456.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 22100.0, source2 has 53626.0. Took the max."
Rangpur 3,260405.0,84578.0,175827.0,0.3247940707743706,0.6752059292256293,
Rangpur 4,290530.0,140564.0,149966.0,0.4855144785664358,0.5161807730699067,"Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 139616.0, source2 has 140564.0. Took the max. Discrepancy in National Citizen Party (NCP): source1 has 147947.0, source2 has 149966.0. Took the max."
Rangpur 5,306471.0,115116.0,176411.0,0.394475183947413,0.605524816052587,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 175208.0, source2 has 176411.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 114141.0, source2 has 115116.0. Took the max."
Rangpur 6,237831.0,117703.0,120128.0,0.4958207701996107,0.505098157935677,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 118890.0, source2 has 120128.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 116919.0, source2 has 117703.0. Took the max."
Satkhira 1,369097.0,169995.0,193772.0,0.4673183658770586,0.5326816341229413,
Satkhira 2,389823.0,116293.0,266959.0,0.3034374249840836,0.6965625750159165,
Satkhira 3,350233.0,56819.0,184233.0,0.1622319998401064,0.6361373147521512,
Satkhira 4,198383.0,85426.0,106913.0,0.4450971034178934,0.5549028965821066,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 105805.0, source2 has 106913.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 84868.0, source2 has 85426.0. Took the max."
Shariatpur 1,167577.0,77949.0,63192.0,0.5523891089462227,0.4476108910537772,
Shariatpur 2,211248.0,130097.0,71205.0,0.646786842446165,0.353213157553835,
Shariatpur 3,189078.0,107516.0,69684.0,0.6067494356659142,0.3932505643340858,
Sherpur 1,269980.0,78342.0,128267.0,0.380018723957449,0.6199812760425509,
Sherpur 2,232722.0,118472.0,109373.0,0.5113516686521297,0.4699727571952802,
Sherpur 3,,,,,,
Sirajganj 1,225852.0,116613.0,108815.0,0.5172959880760154,0.4827040119239846,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 108815.0, source2 has 106732.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 116613.0, source2 has 115132.0. Took the max."
Sirajganj 2,320766.0,177988.0,138797.0,0.5612896088502568,0.4387103911497432,
Sirajganj 3,293896.0,174430.0,116802.0,0.5935092685848055,0.3974263004600267,
Sirajganj 4,327274.0,161278.0,161872.0,0.4990809221723657,0.5009190778276342,
Sirajganj 5,249340.0,135224.0,106805.0,0.5582810160715319,0.441718983928468,
Sirajganj 6,275392.0,171508.0,103884.0,0.6227777132233325,0.3772222867766674,
Sunamganj 1,255924.0,161774.0,94150.0,0.6350553505535055,0.3678826526625092,
Sunamganj 2,163974.0,99522.0,63220.0,0.6115323641100637,0.3884676358899362,
Sunamganj 3,159330.0,97313.0,19377.0,0.697389260350153,0.1216155149689324,"Discrepancy in Independent Candidate (Independent): source1 has 42226.0, source2 has 42640.0. Took the max."
Sunamganj 4,203858.0,98092.0,75735.0,0.5643081914777336,0.4356918085222664,
Sunamganj 5,258271.0,151915.0,104399.0,0.5980057944543293,0.4042226963151109,
Sylhet 1,317756.0,177250.0,134983.0,0.5630416133887963,0.4369583866112037,"Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 173932.0, source2 has 176936.0. Took the max."
Sylhet 2,156591.0,117956.0,38635.0,0.7570697339483466,0.2467255461680428,"Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 117956.0, source2 has 116697.0. Took the max. Discrepancy in Khelafat Majlis: source1 has 38635.0, source2 has 37446.0. Took the max."
Sylhet 3,189064.0,115450.0,73614.0,0.610639783353785,0.3918368650495824,"Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 115450.0, source2 has 114255.0. Took the max."
Sylhet 4,258237.0,186846.0,71391.0,0.7341148412393638,0.2764553491560078,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 71391.0, source2 has 65776.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 186846.0, source2 has 181609.0. Took the max."
Sylhet 5,203743.0,0.0,79355.0,0.0,0.5321231953543576,
Sylhet 6,211486.0,109917.0,101569.0,0.5263229308005427,0.4802634689766698,"Discrepancy in Bangladesh Jamaat-e-Islami (Jamaat): source1 has 101569.0, source2 has 97748.0. Took the max. Discrepancy in Bangladesh Nationalist Party (BNP): source1 has 109917.0, source2 has 108612.0. Took the max."
Tangail 1,281301.0,153932.0,94462.0,0.6197090106846381,0.3802909893153618,
Tangail 2,265715.0,198213.0,60871.0,0.7650530329931605,0.2349469670068394,
Tangail 3,334246.0,82769.0,34588.0,0.434095557769969,0.1034806699257433,"Discrepancy in Independent Candidate (Independent): source1 has 107901.0, source2 has 108988.0. Took the max."
Tangail 4,224775.0,105342.0,50192.0,0.6275923289107601,0.2232988544099655,"Discrepancy in Independent Candidate (Independent): source1 has 62509.0, source2 has 66661.0. Took the max."
Tangail 5,288080.0,131763.0,80283.0,0.6205225891228103,0.3794774108771896,
Tangail 6,277746.0,150952.0,91914.0,0.621544390733985,0.378455609266015,
Tangail 7,213785.0,141253.0,71040.0,0.6607245597212152,0.3322964660757302,
Tangail 8,248461.0,114727.0,55709.0,0.5969103252206724,0.2242162753913089,
Thakurgaon 1,383704.0,238836.0,141017.0,0.6287590199366597,0.3712409800633403,
Thakurgaon 2,242711.0,122860.0,116158.0,0.5112155928422973,0.4887844071577026,
Thakurgaon 3,256834.0,133349.0,91934.0,0.5909153610316333,0.4090846389683666,
