seat_name,division,district,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Amjanatar Dol,Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Development Party (BDP),Bangladesh Islami Front,Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Party (Matin),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Liberal Democratic Party (LDP),Bangladesh Minority Janata Party (BMJP),Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh National Awami Party–Bangladesh NAP (BNAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Nezame Islam Party (BNIP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Samo Odhikar Party (BEP),Bangladesh Sangskritik Muktijote (BSM),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Somo Odhikar Party (BEP),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Front (GF),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islami Oikya Jote (IOJ),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Jamiat Ulema-e-Islam Bangladesh (JUIB),Janata Party,Janotar Dol,Jatiya Ganatantrik Party (JAGPA),Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Jatiya Samajtantrik Dal (JSD),Liberal Democratic Party (LDP),My Bangladesh Party (AB Party),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Socialist Party of Bangladesh (Marxist) (SPB-M),Unique - Akhtar Sultana,Unique - Govinda Chandra Pramanik,Zaker Party (ZP),comments,winner_verification
Munshiganj 1,Dhaka,Munshiganj,545519.0,309930,"Bangladesh Nationalist Party (BNP) 54.1%, Bangladesh Jamaat-e-Islami (Jamaat) 32.8%, Independent Candidate (Independent) 9.9%","Bangladesh Nationalist Party (BNP) (54.1%), Bangladesh Jamaat-e-Islami (Jamaat) (32.8%), Independent Candidate (Independent) (9.9%)",167562,0.540645,101568,0.327713,-,-,101568,0.327713,167562,0.540645,-,-,-,-,-,-,-,-,-,-,-,101568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167562,-,-,-,-,-,-,-,-,-,-,443,-,-,-,-,-,-,30678,320,320,9039,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Munshiganj 2,Dhaka,Munshiganj,378492.0,196622,"Bangladesh Nationalist Party (BNP) 61.6%, National Citizen Party (NCP) 29.8%, Islami Andolan Bangladesh (IAB) 6.8%","Bangladesh Nationalist Party (BNP) (61.6%), National Citizen Party (NCP) (29.8%), Islami Andolan Bangladesh (IAB) (6.8%)",121154,0.616177,-,-,-,-,58573,0.297896,121154,0.616177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13387,-,651,-,-,-,-,-,-,2857,-,-,-,-,-,58573,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Munshiganj 3,Dhaka,Munshiganj,509467.0,275981,"Bangladesh Nationalist Party (BNP) 45.2%, Independent Candidate (Independent) 32.2%, Bangladesh Khelafat Majlish (BKM) 19.7%","Bangladesh Nationalist Party (BNP) (45.2%), Independent Candidate (Independent) (32.2%), Bangladesh Khelafat Majlish (BKM) (19.7%)",124691,0.45181,-,-,174,0.00063,54680,0.19813,124865,0.452441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54456,224,-,-,-,-,-,-,-,124691,-,-,-,-,-,-,-,-,-,-,304,-,-,-,-,-,-,88936,-,-,6392,-,-,-,-,-,-,-,-,804,-,-,-,-,-,-,-,-,174,-,-,-,-,"Bangladesh Labour Party: no consensus, used median (TBS=294, DT=155)",Winner confirmed by TBS+DS+BSS+DT
Mymensingh 1,Mymensingh,Mymensingh,483712.0,266029,"Independent Candidate (Independent) 40.7%, Bangladesh Nationalist Party (BNP) 38.3%, Bangladesh Khelafat Majlish (BKM) 20.0%","Independent Candidate (Independent) (40.7%), Bangladesh Nationalist Party (BNP) (38.3%), Bangladesh Khelafat Majlish (BKM) (20.0%)",101926,0.383139,-,-,-,-,53496,0.201091,101926,0.383139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53222,274,-,-,-,-,-,-,-,101926,-,-,-,-,-,-,-,224,-,-,174,-,-,-,-,-,-,108265,-,-,1720,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,-,-,-,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=315, DT=3,125)",Winner confirmed by TBS+DS+BSS+DT
Mymensingh 10,Mymensingh,Mymensingh,409364.0,213515,"Bangladesh Nationalist Party (BNP) 35.4%, Independent Candidate (Independent) 31.6%, Bangladesh Jamaat-e-Islami (Jamaat) 30.9%","Bangladesh Nationalist Party (BNP) (35.4%), Independent Candidate (Independent) (31.6%), Bangladesh Jamaat-e-Islami (Jamaat) (30.9%)",75585,0.354003,66063,0.309407,364,0.001705,66707,0.312423,75949,0.355708,-,-,-,-,-,-,-,-,-,-,-,66063,-,-,-,-,-,-,-,322,-,-,-,-,-,-,75585,-,-,-,-,-,-,-,-,-,-,299,-,364,-,-,-,-,67399,-,-,2504,-,-,-,-,-,-,-,-,657,-,-,322,-,-,-,-,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=945, DT=369)",Winner confirmed by TBS+DS+BSS+DT
Mymensingh 11,Mymensingh,Mymensingh,358659.0,201687,"Bangladesh Nationalist Party (BNP) 55.1%, Independent Candidate (Independent) 32.7%, National Citizen Party (NCP) 11.0%","Bangladesh Nationalist Party (BNP) (55.1%), Independent Candidate (Independent) (32.7%), National Citizen Party (NCP) (11.0%)",111230,0.551498,-,-,-,-,22195,0.110047,112353,0.557066,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123,66016,-,-,1123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22195,-,-,-,-,-,-,-,"Gono Odhikar Parishad (GOP): no consensus, used median (TBS=391, DT=1,855); Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=1,855, DT=391)",Winner confirmed by TBS+DS+BSS+DT
Mymensingh 2,Mymensingh,Mymensingh,576167.0,320155,"Bangladesh Khelafat Majlish (BKM) 45.7%, Bangladesh Nationalist Party (BNP) 37.0%, Independent Candidate (Independent) 15.6%","Bangladesh Khelafat Majlish (BKM) (45.7%), Bangladesh Nationalist Party (BNP) (37.0%), Independent Candidate (Independent) (15.6%)",118438,0.36994,-,-,-,-,146202,0.45666,118438,0.36994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146202,-,-,-,-,-,-,-,-,118438,-,-,-,-,-,-,-,-,-,1071,-,-,-,-,-,-,-,49862,-,-,3857,-,-,-,-,-,-,-,-,725,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Mymensingh 3,Mymensingh,Mymensingh,298268.0,196180,"Bangladesh Nationalist Party (BNP) 38.4%, Independent Candidate (Independent) 33.6%, Bangladesh Nezam-e-Islam Party 13.1%","Bangladesh Nationalist Party (BNP) (38.4%), Independent Candidate (Independent) (33.6%), Bangladesh Nezam-e-Islam Party (13.1%)",75320,0.383933,-,-,-,-,25706,0.131033,75320,0.383933,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75320,25706,25706,-,-,-,-,-,354,-,-,-,-,-,-,-,-,-,65995,-,-,2745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,354,-,-,-,,Winner confirmed by TBS+DS+BSS
Mymensingh 4,Mymensingh,Mymensingh,695306.0,369369,"Bangladesh Nationalist Party (BNP) 48.6%, Bangladesh Jamaat-e-Islami (Jamaat) 46.5%, Islami Andolan Bangladesh (IAB) 2.4%","Bangladesh Nationalist Party (BNP) (48.6%), Bangladesh Jamaat-e-Islami (Jamaat) (46.5%), Islami Andolan Bangladesh (IAB) (2.4%)",179688,0.486473,171880,0.465334,456,0.001235,171880,0.465334,180144,0.487707,-,-,-,-,-,-,-,-,-,-,-,171880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179688,-,-,-,-,-,-,-,740,-,892,1397,-,456,-,-,-,-,-,-,-,8701,-,-,-,-,-,-,-,-,3845,-,-,-,-,-,-,373,-,-,1397,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Mymensingh 5,Mymensingh,Mymensingh,387927.0,237436,"Bangladesh Nationalist Party (BNP) 54.3%, Bangladesh Jamaat-e-Islami (Jamaat) 43.1%, Islami Andolan Bangladesh (IAB) 2.2%","Bangladesh Nationalist Party (BNP) (54.3%), Bangladesh Jamaat-e-Islami (Jamaat) (43.1%), Islami Andolan Bangladesh (IAB) (2.2%)",128898,0.542875,102228,0.43055,815,0.003433,102576,0.432015,129713,0.546307,-,-,-,348,-,-,-,-,-,-,-,102228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128898,-,-,-,-,-,-,-,-,-,-,-,-,815,-,-,-,-,-,-,-,5147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=6,646, DT=3,648)",Winner confirmed by TBS+DS+BSS
Mymensingh 6,Mymensingh,Mymensingh,417927.0,287400,"Independent Candidate (Independent) 36.6%, Bangladesh Jamaat-e-Islami (Jamaat) 26.9%, Unique - Akhtar Sultana 18.6%","Independent Candidate (Independent) (36.6%), Bangladesh Jamaat-e-Islami (Jamaat) (26.9%), Unique - Akhtar Sultana (18.6%)",49476,0.17215,77325,0.26905,-,-,77325,0.26905,49476,0.17215,-,-,-,-,-,-,-,-,-,-,-,77325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105301,-,-,1967,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53331,-,-,,Winner confirmed by TBS+DT
Mymensingh 7,Mymensingh,Mymensingh,403249.0,222909,"Bangladesh Nationalist Party (BNP) 44.4%, Bangladesh Jamaat-e-Islami (Jamaat) 38.1%, Independent Candidate (Independent) 15.4%","Bangladesh Nationalist Party (BNP) (44.4%), Bangladesh Jamaat-e-Islami (Jamaat) (38.1%), Independent Candidate (Independent) (15.4%)",99049,0.444347,84851,0.380653,-,-,84851,0.380653,99049,0.444347,-,-,-,-,-,-,-,-,-,-,-,84851,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34372,-,-,4058,-,-,-,-,-,-,-,-,579,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Mymensingh 8,Mymensingh,Mymensingh,348879.0,235760,"Bangladesh Nationalist Party (BNP) 46.1%, Bangladesh Liberal Democratic Party (LDP) 19.7%, Liberal Democratic Party (LDP) 19.4%","Bangladesh Nationalist Party (BNP) (46.1%), Bangladesh Liberal Democratic Party (LDP) (19.7%), Liberal Democratic Party (LDP) (19.4%)",108685,0.460998,-,-,-,-,92306,0.391525,108685,0.460998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46515,-,-,-,-,-,-,108685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33029,-,-,-,-,-,-,-,-,1740,-,-,45791,-,-,-,-,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=1,761, DT=1,719)",Winner confirmed by TBS+DS+BSS+DT
Mymensingh 9,Mymensingh,Mymensingh,384641.0,265252,"Bangladesh Nationalist Party (BNP) 32.3%, Bangladesh Development Party 26.8%, Bangladesh Development Party (BDP) 26.8%","Bangladesh Nationalist Party (BNP) (32.3%), Bangladesh Development Party (26.8%), Bangladesh Development Party (BDP) (26.8%)",85761,0.323319,-,-,-,-,142336,0.536607,85761,0.323319,-,-,-,-,-,-,-,71168,71168,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85761,-,-,-,-,-,-,-,-,-,-,-,-,-,252,-,-,-,30509,-,-,5596,-,-,-,-,-,-,-,-,798,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Naogaon 1,Rajshahi,Naogaon,474067.0,359069,"Bangladesh Nationalist Party (BNP) 48.4%, Bangladesh Jamaat-e-Islami (Jamaat) 42.8%, Independent Candidate (Independent) 5.0%","Bangladesh Nationalist Party (BNP) (48.4%), Bangladesh Jamaat-e-Islami (Jamaat) (42.8%), Independent Candidate (Independent) (5.0%)",173864,0.484208,153816,0.428374,-,-,153816,0.428374,173864,0.484208,-,-,-,-,-,-,-,-,-,-,-,153816,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173864,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18088,-,-,9058,-,-,-,-,-,-,-,-,4243,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Naogaon 2,Rajshahi,Naogaon,372436.0,278689,"Bangladesh Jamaat-e-Islami (Jamaat) 50.8%, Bangladesh Nationalist Party (BNP) 48.3%, Amar Bangladesh Party (AB) 0.9%","Bangladesh Jamaat-e-Islami (Jamaat) (50.8%), Bangladesh Nationalist Party (BNP) (48.3%), Amar Bangladesh Party (AB) (0.9%)",134533,0.482735,141526,0.507828,-,-,144156,0.517265,134533,0.482735,-,-,-,2630,-,-,-,-,-,-,-,141526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Amar Bangladesh Party (AB): no consensus, used median (TBS=2,680, DT=2,580)",Winner confirmed by TBS+DS+BSS+DT
Naogaon 3,Rajshahi,Naogaon,440785.0,315435,"Bangladesh Nationalist Party (BNP) 52.9%, Bangladesh Jamaat-e-Islami (Jamaat) 37.9%, Independent Candidate (Independent) 5.7%","Bangladesh Nationalist Party (BNP) (52.9%), Bangladesh Jamaat-e-Islami (Jamaat) (37.9%), Independent Candidate (Independent) (5.7%)",166889,0.529076,119421,0.378591,1233,0.003909,119421,0.378591,166889,0.529076,-,-,-,-,-,-,-,-,-,-,-,119421,-,-,-,-,-,-,-,-,-,-,-,-,-,195,166889,-,-,-,1233,-,-,1233,-,-,-,-,-,-,-,-,-,-,17952,-,-,3643,-,-,-,-,-,-,-,-,4869,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Naogaon 4,Rajshahi,Naogaon,333862.0,236474,"Bangladesh Nationalist Party (BNP) 56.6%, Bangladesh Jamaat-e-Islami (Jamaat) 41.3%, Communist Party of Bangladesh (CPB) 1.0%","Bangladesh Nationalist Party (BNP) (56.6%), Bangladesh Jamaat-e-Islami (Jamaat) (41.3%), Communist Party of Bangladesh (CPB) (1.0%)",133928,0.566354,97585,0.412667,-,-,97585,0.412667,133928,0.566354,-,-,-,-,-,-,-,-,-,-,-,97585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133928,-,-,-,-,-,-,-,-,-,-,2313,-,-,-,-,-,-,712,-,-,609,-,-,-,-,-,-,-,-,1327,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Naogaon 5,Rajshahi,Naogaon,363030.0,241150,"Bangladesh Nationalist Party (BNP) 53.7%, Bangladesh Jamaat-e-Islami (Jamaat) 43.4%, Islami Andolan Bangladesh (IAB) 1.7%","Bangladesh Nationalist Party (BNP) (53.7%), Bangladesh Jamaat-e-Islami (Jamaat) (43.4%), Islami Andolan Bangladesh (IAB) (1.7%)",129385,0.536533,104747,0.434365,-,-,104747,0.434365,129385,0.536533,-,-,-,-,-,-,-,-,-,-,-,104747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129385,-,-,-,-,-,-,-,-,-,-,741,-,-,-,-,-,-,-,-,-,4101,-,-,-,-,-,-,-,-,2176,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Naogaon 6,Rajshahi,Naogaon,345416.0,228521,"Bangladesh Nationalist Party (BNP) 47.6%, Bangladesh Jamaat-e-Islami (Jamaat) 42.7%, Independent Candidate (Independent) 8.6%","Bangladesh Nationalist Party (BNP) (47.6%), Bangladesh Jamaat-e-Islami (Jamaat) (42.7%), Independent Candidate (Independent) (8.6%)",108866,0.476394,97629,0.427221,-,-,97629,0.427221,108866,0.476394,-,-,-,-,-,-,-,-,-,-,-,97629,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108866,-,-,555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19638,-,-,1833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narail 1,Khulna,Narail,294155.0,185118,"Bangladesh Nationalist Party (BNP) 54.0%, Bangladesh Jamaat-e-Islami (Jamaat) 40.6%, Islami Andolan Bangladesh (IAB) 3.4%","Bangladesh Nationalist Party (BNP) (54.0%), Bangladesh Jamaat-e-Islami (Jamaat) (40.6%), Islami Andolan Bangladesh (IAB) (3.4%)",99975,0.540061,75225,0.406362,-,-,75225,0.406362,99975,0.540061,-,-,-,-,-,-,-,-,-,-,-,75225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3105,-,-,6352,-,-,-,-,-,-,-,-,461,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narail 2,Khulna,Narail,390988.0,248477,"Bangladesh Jamaat-e-Islami (Jamaat) 47.5%, Independent Candidate (Independent) 31.7%, Bangladesh Nationalist Party (BNP) 18.3%","Bangladesh Jamaat-e-Islami (Jamaat) (47.5%), Independent Candidate (Independent) (31.7%), Bangladesh Nationalist Party (BNP) (18.3%)",45463,0.182967,118142,0.475465,-,-,118142,0.475465,45802,0.184331,-,-,-,-,-,-,220,-,-,-,-,118142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45463,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-,339,78676,-,-,4729,-,-,-,-,-,-,-,-,688,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narayanganj 1,Dhaka,Narayanganj,408829.0,258591,"Bangladesh Nationalist Party (BNP) 61.2%, Bangladesh Jamaat-e-Islami (Jamaat) 35.5%, Islami Andolan Bangladesh (IAB) 2.8%","Bangladesh Nationalist Party (BNP) (61.2%), Bangladesh Jamaat-e-Islami (Jamaat) (35.5%), Islami Andolan Bangladesh (IAB) (2.8%)",158358,0.612388,91690,0.354575,-,-,91690,0.354575,158577,0.613235,-,-,-,-,-,-,-,-,-,-,-,91690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158358,-,-,-,-,-,-,-,-,-,-,261,-,-,-,-,-,219,463,207,207,7186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narayanganj 2,Dhaka,Narayanganj,364098.0,230073,"Bangladesh Nationalist Party (BNP) 54.0%, Bangladesh Jamaat-e-Islami (Jamaat) 35.2%, Independent Candidate (Independent) 8.1%","Bangladesh Nationalist Party (BNP) (54.0%), Bangladesh Jamaat-e-Islami (Jamaat) (35.2%), Independent Candidate (Independent) (8.1%)",124291,0.540224,81054,0.352297,-,-,81054,0.352297,124433,0.540841,-,-,-,-,-,-,-,-,-,-,-,81054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124291,-,-,227,-,-,-,-,-,-,-,350,-,-,-,-,-,142,18744,-,-,5265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narayanganj 3,Dhaka,Narayanganj,593348.0,333449,"Bangladesh Nationalist Party (BNP) 46.6%, Bangladesh Jamaat-e-Islami (Jamaat) 40.5%, Independent Candidate (Independent) 7.5%","Bangladesh Nationalist Party (BNP) (46.6%), Bangladesh Jamaat-e-Islami (Jamaat) (40.5%), Independent Candidate (Independent) (7.5%)",155400,0.466038,134918,0.404614,738,0.002213,137229,0.411544,156452,0.469193,-,-,-,137,-,-,-,-,-,-,-,134918,-,-,-,-,981,1193,-,-,-,-,-,-,-,-,155400,-,-,-,-,-,-,-,-,-,-,-,-,738,-,-,-,314,24975,-,-,14223,-,-,-,-,-,285,285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bangladesh Khelafat Andolon (BKA): no consensus, used median (TBS=769, DT=1,193); Ganosanhati Andolan (GSA): no consensus, used median (TBS=838, DT=638)",Winner confirmed by TBS+DS+BSS+DT
Narayanganj 4,Dhaka,Narayanganj,540783.0,344126,"National Citizen Party (NCP) 30.9%, Jamiat Ulema-e-Islam Bangladesh 23.4%, Jamiat Ulema-e-Islam Bangladesh (JUIB) 23.4%","National Citizen Party (NCP) (30.9%), Jamiat Ulema-e-Islam Bangladesh (23.4%), Jamiat Ulema-e-Islam Bangladesh (JUIB) (23.4%)",-,-,-,-,652,0.001895,106971,0.310848,106,0.000308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,370,-,-,800,-,-,-,-,-,-,-,-,-,-,-,11328,282,-,-,282,-,-,643,479,-,-,-,-,-,106,44864,-,-,16746,-,-,-,80619,80619,-,-,-,817,-,-,-,-,-,106171,-,-,-,-,-,-,-,"Independent Candidate (Independent): no consensus, used median (TBS=41,368, DT=48,360)",Winner confirmed by TBS+DS+BSS+DT
Narayanganj 5,Dhaka,Narayanganj,485288.0,266969,"Bangladesh Nationalist Party (BNP) 43.0%, Bangladesh Khelafat Majlish (BKM) 37.9%, Independent Candidate (Independent) 12.8%","Bangladesh Nationalist Party (BNP) (43.0%), Bangladesh Khelafat Majlish (BKM) (37.9%), Independent Candidate (Independent) (12.8%)",114799,0.430009,-,-,1393,0.005218,101196,0.379055,116465,0.436249,-,-,-,-,-,-,242,-,-,-,-,-,-,-,-,-,-,101196,-,-,-,-,-,-,-,-,114799,-,-,-,370,-,242,370,-,-,-,1575,-,1023,-,-,-,643,34151,-,-,7708,-,4650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narsingdi 1,Dhaka,Narsingdi,477209.0,274301,"Bangladesh Nationalist Party (BNP) 58.8%, Bangladesh Jamaat-e-Islami (Jamaat) 34.8%, Islami Andolan Bangladesh (IAB) 4.9%","Bangladesh Nationalist Party (BNP) (58.8%), Bangladesh Jamaat-e-Islami (Jamaat) (34.8%), Islami Andolan Bangladesh (IAB) (4.9%)",161405,0.588423,95349,0.347607,-,-,95349,0.347607,161890,0.590191,-,-,-,-,-,-,-,-,-,955,955,95349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161405,-,-,-,-,-,-,-,-,-,-,-,-,-,179,-,-,485,-,207,207,13547,-,-,-,-,-,-,-,-,1012,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narsingdi 2,Dhaka,Narsingdi,286218.0,187622,"Bangladesh Nationalist Party (BNP) 49.4%, Bangladesh Jamaat-e-Islami (Jamaat) 29.8%, National Citizen Party (NCP) 19.5%","Bangladesh Nationalist Party (BNP) (49.4%), Bangladesh Jamaat-e-Islami (Jamaat) (29.8%), National Citizen Party (NCP) (19.5%)",92739,0.494286,55920,0.298046,-,-,92420,0.492586,92739,0.494286,-,-,-,-,-,-,-,-,-,-,-,55920,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,235,235,-,-,708,-,-,-,-,-,-,1285,-,-,-,-,-,36500,-,-,-,-,-,-,-,"National Citizen Party (NCP): no consensus, used median (TBS=53,460, DT=19,540)",Winner confirmed by TBS+DS+BSS+DT
Narsingdi 3,Dhaka,Narsingdi,284248.0,168241,"Bangladesh Nationalist Party (BNP) 48.8%, Independent Candidate (Independent) 27.2%, Bangladesh Khelafat Majlish (BKM) 15.2%","Bangladesh Nationalist Party (BNP) (48.8%), Independent Candidate (Independent) (27.2%), Bangladesh Khelafat Majlish (BKM) (15.2%)",82061,0.487759,5066,0.030112,-,-,30559,0.181638,82061,0.487759,-,-,-,-,-,-,-,-,-,-,-,5066,-,-,-,-,-,25493,-,-,-,-,-,-,-,-,82061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45682,622,622,6663,-,-,-,-,-,-,-,-,266,-,-,-,-,-,-,-,-,-,-,-,-,1766,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=6,483, DT=6,843); Zaker Party (ZP): no consensus, used median (TBS=1,748, DT=1,784)",Winner confirmed by TBS+DS+BSS+DT
Narsingdi 4,Dhaka,Narsingdi,428954.0,256217,"Bangladesh Nationalist Party (BNP) 63.8%, Bangladesh Jamaat-e-Islami (Jamaat) 30.7%, Islami Andolan Bangladesh (IAB) 2.8%","Bangladesh Nationalist Party (BNP) (63.8%), Bangladesh Jamaat-e-Islami (Jamaat) (30.7%), Islami Andolan Bangladesh (IAB) (2.8%)",163392,0.637709,78744,0.307333,-,-,79208,0.309144,163392,0.637709,-,-,-,-,-,163,-,-,-,-,-,78744,-,-,-,-,-,464,-,-,-,-,-,-,-,-,163392,-,-,-,-,-,-,-,-,-,-,839,-,-,-,-,-,-,-,1728,1728,7079,-,-,-,-,-,454,454,-,1172,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Narsingdi 5,Dhaka,Narsingdi,494650.0,240545,"Bangladesh Nationalist Party (BNP) 57.2%, Bangladesh Khelafat Majlish (BKM) 18.7%, Islami Andolan Bangladesh (IAB) 13.8%","Bangladesh Nationalist Party (BNP) (57.2%), Bangladesh Khelafat Majlish (BKM) (18.7%), Islami Andolan Bangladesh (IAB) (13.8%)",137690,0.572408,-,-,-,-,44981,0.186996,137690,0.572408,-,-,-,-,-,-,-,-,-,2424,2424,-,-,-,-,-,-,44981,-,-,-,-,-,-,-,-,137690,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17265,1076,1076,33109,-,-,-,-,-,-,-,-,500,-,-,-,-,-,-,-,-,-,-,-,-,-,"Independent Candidate (Independent): no consensus, used median (TBS=6,975, DT=27,555)",Winner confirmed by TBS+DS+DT
