constituency_id,seat_name,seat_name_bn,district_bn,total_voters,total_votes_cast,valid_votes,rejected_votes,absent_voters,turnout_pct,rejection_pct,absence_pct,total_centers,total_candidates,avg_voters_per_center,bnp_plus_votes,bnp_plus_pct,eleven_parties_votes,eleven_parties_pct,duf_votes,duf_pct,ndf_votes,ndf_pct,greater_sunni_votes,greater_sunni_pct,independent_votes,independent_pct,other_party_votes,other_party_pct,bnp_votes,bnp_pct,jamaat_votes,jamaat_pct,ncp_votes,ncp_pct,winner_name,winner_party,winner_votes,winner_pct,runner_up_name,runner_up_party,runner_up_votes,margin,margin_pct,competitiveness,effective_num_candidates,Bangladesh Nationalist Party - BNP,Bangladesh Jamaat-e-Islami,Jatiyo Nagorik Party - NCP,Islamic Andolan Bangladesh,Bangladesh Khelafat Majlis,Jatiya Party,Khelafat Majlis,Gonodhikar Parishad - GOP,Jamiate Ulama-e-Islam Bangladesh,Bangladesh Islami Front,Liberal Democratic Party - LDP,Amar Bangladesh Party - AB Party,Bangladesh Development Party,Bangladesh Jatiya Party - BJP,Gonoshonghoti Andolon,Islamic Front Bangladesh,Communist Party of Bangladesh,Bangladesh Samajtantrik Dal - BASAD,Jonotar Dol,Biplabi Workers Party,Jatiya Samajtantrik Dal - JSD,Bangladesh Nezame Islam Party,National Party - JP,Insaniyat Biplob Bangladesh,Bangladesh Supreme Party - BSP,Zaker Party,Bangladesh Republican Party - BRP,Bangladesh Samajtantrik Dal (Marxist),Bangladesh Jatiyo Samajtantrik Dal - Jasod,Bangladesh Khilafat Andolan,Nagorik Oikko,Bangladesh Congress,Bangladesh Minority Janta Party - BMJP,Amjanatar Dol,National Peoples Party - NPP,Gonoforum,Bangladesh Labour Party,Bangladesh Muslim League,Bangladesh National Awami Party - Bangladesh NAP,Bangladesh Shanskritik Muktijot (Muktijot),Islami Oikyajote,Bangladesh Muslim League - BML,Jatiya Ganatantrik Party - JAGPA,Jatiyatabadi Ganotantrik Andolon - NDM,Bangladesh Nationalist Front - BNF,Bangladesh Jatiya Party,Gonofront,Bangladesh Kallyan Party,Ganotantri Party,Bangladesh Samadhikar Party - BEP
11,Dinajpur 6,দিনাজপুর-৬,দিনাজপুর,553211,407277,397922,9355,145934,73.6,2.3,26.4,199,7,2780,203887,51.2,188719,47.4,447,0.1,2669,0.7,0,0.0,558,0.1,1642,0.4,203887,51.2,188719,47.4,0,0.0,আবু জাফর মোঃ জাহিদ হোসেন,Bangladesh Nationalist Party - BNP,203887,51.2,মোঃ আনোয়ারুল ইসলাম,Bangladesh Jamaat-e-Islami,188719,15168,3.8,very_close,2.05,203887,188719,,1642,,2669,,,,,,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Nilphamari 1,নীলফামারী-১,নীলফামারী,456603,296899,290779,6120,159704,65.0,2.06,35.0,154,8,2965,118160,40.6,149214,51.3,304,0.1,16604,5.7,0,0.0,0,0.0,6497,2.2,0,0.0,149214,51.3,0,0.0,মোঃ আব্দুস সাত্তার,Bangladesh Jamaat-e-Islami,149214,51.3,মাওলানা মোঃ মন্জুরুল ইসলাম,Jamiate Ulama-e-Islam Bangladesh,118160,31054,10.7,competitive,2.32,,149214,,1854,,12105,,,118160,,,,,,,,,,,,,,4499,,,,,304,,,,,,,,,,,4435,,,,,,208,,,,,
13,Nilphamari 2,নীলফামারী-২,নীলফামারী,382969,288280,283845,4435,94689,75.3,1.54,24.7,134,6,2858,134579,47.4,145548,51.3,0,0.0,0,0.0,0,0.0,293,0.1,3425,1.2,134579,47.4,145202,51.2,0,0.0,আলফারুক আব্দুল লতীফ,Bangladesh Jamaat-e-Islami,145202,51.2,শাহরিন ইসলাম,Bangladesh Nationalist Party - BNP,134579,10623,3.7,very_close,2.05,134579,145202,,3236,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,
14,Nilphamari 3,নীলফামারী-৩,নীলফামারী,292070,205764,202009,3755,86306,70.5,1.82,29.5,105,4,2782,89102,44.1,108560,53.7,0,0.0,3362,1.7,0,0.0,0,0.0,985,0.5,89102,44.1,108560,53.7,0,0.0,ওবায়দুল্লাহ সালাফী,Bangladesh Jamaat-e-Islami,108560,53.7,আলহাজ্ব সৈয়দ আলী,Bangladesh Nationalist Party - BNP,89102,19458,9.6,marginal,2.07,89102,108560,,985,,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Nilphamari 4,নীলফামারী-৪,নীলফামারী,448646,294862,287879,6983,153784,65.7,2.37,34.3,169,9,2655,81526,28.3,124865,43.4,628,0.2,67246,23.4,0,0.0,5207,1.8,8407,2.9,81526,28.3,124865,43.4,0,0.0,আব্দুল মুনতাকিম,Bangladesh Jamaat-e-Islami,124865,43.4,মোঃ আবদুল গফুর সরকার,Bangladesh Nationalist Party - BNP,81526,43339,15.1,competitive,3.09,81526,124865,,8312,,67246,,,,,,,,,,,,,,,,,,,,,,628,,,,,,,,,,,,,,,,,,95,,,,
16,Lalmonirhat 1,লালমনিরহাট-১,লালমনিরহাট,400305,288758,282613,6145,111547,72.1,2.13,27.9,137,9,2922,137677,48.7,128475,45.5,225,0.1,5121,1.8,0,0.0,8884,3.1,2231,0.8,137677,48.7,128332,45.4,0,0.0,মোঃ হাসান রাজীব প্রধান,Bangladesh Nationalist Party - BNP,137677,48.7,মোঃ আনোয়ারুল ইসলাম রাজু,Bangladesh Jamaat-e-Islami,128332,9345,3.3,very_close,2.25,137677,128332,,2231,,5121,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,143,,,,,,,,,,,,,
17,Lalmonirhat 2,লালমনিরহাট-২,লালমনিরহাট,430343,277462,271796,5666,152881,64.5,2.04,35.5,155,7,2776,123343,45.4,116236,42.8,1074,0.4,799,0.3,0,0.0,3484,1.3,26860,9.9,123343,45.4,116236,42.8,0,0.0,মোঃ রোকন উদ্দীন বাবুল,Bangladesh Nationalist Party - BNP,123343,45.4,মোঃ ফিরোজ হায়দার,Bangladesh Jamaat-e-Islami,116236,7107,2.6,very_close,2.53,123343,116236,,6921,,799,,,,,,,,,,,1074,,19939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Lalmonirhat 3,লালমনিরহাট-৩,লালমনিরহাট,305835,204925,201051,3874,100910,67.0,1.89,33.0,94,6,3254,139118,69.2,55671,27.7,861,0.4,2133,1.1,0,0.0,0,0.0,3268,1.6,138691,69.0,55671,27.7,0,0.0,আসাদুল হাবিব দুলু,Bangladesh Nationalist Party - BNP,138691,69.0,মোঃ আবু তাহের,Bangladesh Jamaat-e-Islami,55671,83020,41.3,safe,1.81,138691,55671,,3268,,2133,,,,,,,,,427,,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Rangpur 1,রংপুর-১,রংপুর,371968,225836,220874,4962,146132,60.7,2.2,39.3,139,5,2676,68631,31.1,145543,65.9,434,0.2,0,0.0,1087,0.5,0,0.0,5179,2.3,68631,31.1,145543,65.9,0,0.0,মোঃ রায়হান সিরাজী,Bangladesh Jamaat-e-Islami,145543,65.9,মোঃ মোকাররম হোসেন সুজন,Bangladesh Nationalist Party - BNP,68631,76912,34.8,safe,1.88,68631,145543,,5179,,,,,,,,,,,,1087,,,,,,,,,,,,434,,,,,,,,,,,,,,,,,,,,,,
20,Rangpur 2,রংপুর-২,রংপুর,377802,259130,253874,5256,118672,68.6,2.03,31.4,137,5,2758,79862,31.5,134187,52.9,0,0.0,33681,13.3,0,0.0,0,0.0,6144,2.4,79862,31.5,134187,52.9,0,0.0,এ টি এম আজহারুল ইসলাম,Bangladesh Jamaat-e-Islami,134187,52.9,মোহাম্মদ আলী সরকার,Bangladesh Nationalist Party - BNP,79862,54325,21.4,safe,2.52,79862,134187,,5830,,33681,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Rangpur 3,রংপুর-৩,রংপুর,502992,320479,313919,6560,182513,63.7,2.05,36.3,169,8,2976,84578,26.9,175827,56.0,897,0.3,43385,13.8,0,0.0,642,0.2,8590,2.7,84578,26.9,175827,56.0,0,0.0,মোঃ মাহবুবুর রহমান (বেলাল),Bangladesh Jamaat-e-Islami,175827,56.0,মোঃ সামসুজ্জামান সামু,Bangladesh Nationalist Party - BNP,84578,91249,29.1,safe,2.46,84578,175827,,8590,,43385,,,,,,,,,,,,484,,,,,,,,,,413,,,,,,,,,,,,,,,,,,,,,,
22,Rangpur 4,রংপুর-৪,রংপুর,505258,334647,326770,7877,170611,66.2,2.35,33.8,163,9,3100,139616,42.7,148284,45.4,230,0.1,33397,10.2,0,0.0,289,0.1,4954,1.5,139616,42.7,0,0.0,147947,45.3,আখতার হোসেন,Jatiyo Nagorik Party - NCP,147947,45.3,মোহাম্মদ এমদাদুল হক ভরসা,Bangladesh Nationalist Party - BNP,139616,8331,2.5,very_close,2.51,139616,,147947,4414,337,33397,,,,,,,,,,,,,,,,,,,,,,230,,,,540,,,,,,,,,,,,,,,,,,
23,Rangpur 5,রংপুর-৫,রংপুর,464741,316691,308813,7878,148050,68.1,2.49,31.9,152,10,3058,114263,37.0,174499,56.5,839,0.3,16376,5.3,0,0.0,251,0.1,2585,0.8,114263,37.0,174149,56.4,0,0.0,মোঃ গোলাম রব্বানী,Bangladesh Jamaat-e-Islami,174149,56.4,মোঃ গোলাম রব্বানী,Bangladesh Nationalist Party - BNP,114263,59886,19.4,competitive,2.18,114263,174149,,2372,,16376,,,,,,350,,,,,490,,,,,,,,,,,349,,,84,129,,,,,,,,,,,,,,,,,,
24,Rangpur 6,রংপুর-৬,রংপুর,352852,244970,239898,5072,107882,69.4,2.07,30.6,113,8,3123,116919,48.7,119108,49.6,0,0.0,1264,0.5,0,0.0,533,0.2,2074,0.9,116919,48.7,118890,49.6,0,0.0,মোঃ নুরুল আমীন,Bangladesh Jamaat-e-Islami,118890,49.6,মোঃ সাইফুল ইসলাম,Bangladesh Nationalist Party - BNP,116919,1971,0.8,very_close,2.07,116919,118890,,2074,,1264,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Kurigram 1,কুড়িগ্রাম-১,কুড়িগ্রাম,560266,360492,353974,6518,199774,64.3,1.81,35.7,231,6,2425,122545,34.6,139498,39.4,0,0.0,50392,14.2,0,0.0,0,0.0,41539,11.7,122319,34.6,139498,39.4,0,0.0,মোঃ আনোয়ারুল ইসলাম,Bangladesh Jamaat-e-Islami,139498,39.4,সাইফুর রহমান রানা,Bangladesh Nationalist Party - BNP,122319,17179,4.9,very_close,3.26,122319,139498,,38670,,50392,,226,,,,,,,,,,,,,,,,,,2869,,,,,,,,,,,,,,,,,,,,,,,,
26,Kurigram 2,কুড়িগ্রাম-২,কুড়িগ্রাম,600806,400585,391038,9547,200221,66.7,2.38,33.3,205,9,2931,170335,43.6,179769,46.0,656,0.2,13736,3.5,0,0.0,312,0.1,26230,6.7,170335,43.6,0,0.0,178869,45.7,আতিকুর রহমান মোজাহিদ,Jatiyo Nagorik Party - NCP,178869,45.7,মোঃ সোহেল হোসনাইন কায়কোবাদ,Bangladesh Nationalist Party - BNP,170335,8534,2.2,very_close,2.47,170335,,178869,24719,,13736,,,,,,900,,,,,656,,,,,,,,,,,,,,1091,,,,,,,,,,,,,,,420,,,,
27,Kurigram 3,কুড়িগ্রাম-৩,কুড়িগ্রাম,366368,226310,222236,4074,140058,61.8,1.8,38.2,140,6,2617,79578,35.8,106933,48.1,0,0.0,2078,0.9,0,0.0,238,0.1,33409,15.0,78982,35.5,106933,48.1,0,0.0,মোঃ মাহবুবুল আলম,Bangladesh Jamaat-e-Islami,106933,48.1,তাসভীর উল ইসলাম,Bangladesh Nationalist Party - BNP,78982,27951,12.6,competitive,2.63,78982,106933,,33409,,2078,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Kurigram 4,কুড়িগ্রাম-৪,কুড়িগ্রাম,358967,223295,219677,3618,135672,62.2,1.62,37.8,130,7,2761,83762,38.1,106347,48.4,501,0.2,2149,1.0,0,0.0,20728,9.4,6190,2.8,83762,38.1,106347,48.4,0,0.0,মোঃ মোস্তাফিজুর রহমান,Bangladesh Jamaat-e-Islami,106347,48.4,মোঃ আজিজুর রহমান,Bangladesh Nationalist Party - BNP,83762,22585,10.3,competitive,2.57,83762,106347,,6190,,2149,,,,,,,,,,,,190,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,
29,Gaibandha 1,গাইবান্ধা-১,গাইবান্ধা,415903,246916,240833,6083,168987,59.4,2.46,40.6,123,8,3381,37851,15.7,138945,57.7,394,0.2,33927,14.1,0,0.0,27498,11.4,2218,0.9,37851,15.7,138945,57.7,0,0.0,মোঃ মাজেদুর রহমান,Bangladesh Jamaat-e-Islami,138945,57.7,খন্দকার জিয়াউল ইসলাম মোহাম্মদ আলী,Bangladesh Nationalist Party - BNP,37851,101094,42.0,safe,2.56,37851,138945,,2044,,33927,,,,,,,,,,,,,,,,,,,,,,394,,,,,,174,,,,,,,,,,,,,,,,
30,Gaibandha 2,গাইবান্ধা-২,গাইবান্ধা,408000,245291,239881,5410,162709,60.1,2.21,39.9,118,7,3458,92180,38.4,121073,50.5,2938,1.2,21143,8.8,0,0.0,0,0.0,2547,1.1,92180,38.4,121073,50.5,0,0.0,মোঃ আব্দুল করিম,Bangladesh Jamaat-e-Islami,121073,50.5,মোঃ আনিসুজ্জামান খান বাবু,Bangladesh Nationalist Party - BNP,92180,28893,12.0,competitive,2.44,92180,121073,,2351,,21143,,,,,,,,,,,2318,,196,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,
31,Gaibandha 3,গাইবান্ধা-৩,গাইবান্ধা,501943,316686,309352,7334,185257,63.1,2.32,36.9,146,10,3438,140473,45.4,160552,51.9,515,0.2,1604,0.5,0,0.0,3095,1.0,3113,1.0,138700,44.8,160552,51.9,0,0.0,আবুল কাওছার মোহাম্মদ নজরুল ইসলাম,Bangladesh Jamaat-e-Islami,160552,51.9,অধ্যাপক ডাঃ সৈয়দ মইনুল হাসান সাদিক,Bangladesh Nationalist Party - BNP,138700,21852,7.1,marginal,2.13,138700,160552,,2816,,1604,,1773,,,,,,,,,515,,156,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Gaibandha 4,গাইবান্ধা-৪,গাইবান্ধা,464871,292596,285505,7091,172275,62.9,2.42,37.1,142,6,3274,142078,49.8,138200,48.4,0,0.0,2330,0.8,0,0.0,1540,0.5,1357,0.5,141712,49.6,138200,48.4,0,0.0,মোহাম্মদ শামীম কায়সার,Bangladesh Nationalist Party - BNP,141712,49.6,মোঃ আব্দুর রহিম সরকার,Bangladesh Jamaat-e-Islami,138200,3512,1.2,very_close,2.08,141712,138200,,1357,,2330,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Gaibandha 5,গাইবান্ধা-৫,গাইবান্ধা,381751,218764,213252,5512,162987,57.3,2.52,42.7,146,9,2615,72741,34.1,87913,41.2,707,0.3,3375,1.6,0,0.0,46326,21.7,2190,1.0,72741,34.1,87913,41.2,0,0.0,মোঃ আব্দুল ওয়ারেছ,Bangladesh Jamaat-e-Islami,87913,41.2,মোঃ ফারুক আলম সরকার,Bangladesh Nationalist Party - BNP,72741,15172,7.1,marginal,3.14,72741,87913,,2190,,3375,,,,,,,,,,,461,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,
34,Joypurhat 1,জয়পুরহাট-১,জয়পুরহাট,462258,338400,331949,6451,123858,73.2,1.91,26.8,151,5,3061,154320,46.5,163279,49.2,1188,0.4,0,0.0,0,0.0,13162,4.0,0,0.0,154320,46.5,163279,49.2,0,0.0,মোঃ ফজলুর রহমান সাঈদ,Bangladesh Jamaat-e-Islami,163279,49.2,মোঃ মাসুদ রানা প্রধান,Bangladesh Nationalist Party - BNP,154320,8959,2.7,very_close,2.18,154320,163279,,,,,,,,,,,,,,,,572,,,,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,
35,Joypurhat 2,জয়পুরহাট-২,জয়পুরহাট,348101,255575,249656,5919,92526,73.4,2.32,26.6,104,3,3347,157128,62.9,92528,37.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,157128,62.9,91012,36.5,0,0.0,মোঃ আব্দুল বারী,Bangladesh Nationalist Party - BNP,157128,62.9,এস এম রাশেদুল আলম,Bangladesh Jamaat-e-Islami,91012,66116,26.5,safe,1.89,157128,91012,,,,,,,,,,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Bogura 1,বগুড়া-১,বগুড়া,372794,232523,228693,3830,140271,62.4,1.65,37.6,126,5,2959,169861,74.3,56933,24.9,0,0.0,0,0.0,0,0.0,0,0.0,1899,0.8,169861,74.3,56933,24.9,0,0.0,কাজী রফিকুল ইসলাম,Bangladesh Nationalist Party - BNP,169861,74.3,মোঃ শাহাবুদ্দিন,Bangladesh Jamaat-e-Islami,56933,112928,49.4,safe,1.63,169861,56933,,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,297,,,,,,,,,,,,,,
37,Bogura 2,বগুড়া-২,বগুড়া,339340,246487,242159,4328,92853,72.6,1.76,27.4,114,7,2977,144612,59.7,92630,38.3,0,0.0,428,0.2,0,0.0,181,0.1,4308,1.8,144339,59.6,92630,38.3,0,0.0,মীর শাহে আলম,Bangladesh Nationalist Party - BNP,144339,59.6,আবুল আজাদ মোহাম্মদ শাহাদুজ্জামান,Bangladesh Jamaat-e-Islami,92630,51709,21.4,safe,1.99,144339,92630,,904,,428,,273,,,,,,,,,,,,,,,,,,,,,,,3404,,,,,,,,,,,,,,,,,,,
38,Bogura 3,বগুড়া-৩,বগুড়া,335362,243794,239596,4198,91568,72.7,1.72,27.3,118,4,2842,126674,52.9,109676,45.8,0,0.0,1475,0.6,0,0.0,0,0.0,1771,0.7,126674,52.9,109676,45.8,0,0.0,মোঃ আব্দুল মহিত তালুকদার,Bangladesh Nationalist Party - BNP,126674,52.9,নূর মোহাম্মদ,Bangladesh Jamaat-e-Islami,109676,16998,7.1,marginal,2.04,126674,109676,,1771,,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Bogura 4,বগুড়া-৪,বগুড়া,356993,271059,266926,4133,85934,75.9,1.52,24.1,114,4,3132,154697,58.0,108191,40.5,0,0.0,1100,0.4,0,0.0,0,0.0,2938,1.1,154697,58.0,108191,40.5,0,0.0,মোঃ মোশারফ হোসেন,Bangladesh Nationalist Party - BNP,154697,58.0,মোঃ মোস্তফা ফয়সাল,Bangladesh Jamaat-e-Islami,108191,46506,17.4,competitive,2.0,154697,108191,,2938,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Bogura 5,বগুড়া-৫,বগুড়া,569165,406774,398580,8194,162391,71.5,2.01,28.5,188,5,3027,247816,62.2,143450,36.0,1774,0.4,0,0.0,0,0.0,0,0.0,5540,1.4,247816,62.2,142322,35.7,0,0.0,গোলাম মোহাম্মদ সিরাজ,Bangladesh Nationalist Party - BNP,247816,62.2,মোঃ দবিবুর রহমান,Bangladesh Jamaat-e-Islami,142322,105494,26.5,safe,1.94,247816,142322,,5540,,,,,,,1128,,,,,,1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Bogura 6,বগুড়া-৬,বগুড়া,450307,319743,314855,4888,130564,71.0,1.53,29.0,150,5,3002,214739,68.2,96564,30.7,789,0.3,0,0.0,0,0.0,0,0.0,2763,0.9,214739,68.2,96564,30.7,0,0.0,তারেক রহমান,Bangladesh Nationalist Party - BNP,214739,68.2,মোঃ আবিদুর রহমান,Bangladesh Jamaat-e-Islami,96564,118175,37.5,safe,1.79,214739,96564,,2495,,,,,,,,,,,,,,789,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Bogura 7,বগুড়া-৭,বগুড়া,533463,386686,380250,6436,146777,72.5,1.66,27.5,173,4,3084,262501,69.0,115184,30.3,0,0.0,528,0.1,0,0.0,0,0.0,2037,0.5,262501,69.0,115184,30.3,0,0.0,মোরশেদ মিলটন,Bangladesh Nationalist Party - BNP,262501,69.0,মোঃ গোলাম রব্বানী,Bangladesh Jamaat-e-Islami,115184,147317,38.7,safe,1.76,262501,115184,,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,
43,Chapainawabganj 1,চাঁপাইনবাবগঞ্জ-১,চাঁপাইনবাবগঞ্জ,493816,378226,368767,9459,115590,76.6,2.5,23.4,159,6,3106,161118,43.7,203442,55.2,0,0.0,2725,0.7,418,0.1,0,0.0,1064,0.3,161118,43.7,203442,55.2,0,0.0,মোঃ কেরামত আলী,Bangladesh Jamaat-e-Islami,203442,55.2,মোঃ শাহ্‌জাহান মিঞা,Bangladesh Nationalist Party - BNP,161118,42324,11.5,competitive,2.02,161118,203442,,1064,,2179,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,,,,,,,,,,
44,Chapainawabganj 2,চাঁপাইনবাবগঞ্জ-২,চাঁপাইনবাবগঞ্জ,456367,340448,332560,7888,115919,74.6,2.32,25.4,184,5,2480,154053,46.3,168821,50.8,585,0.2,8051,2.4,0,0.0,0,0.0,1050,0.3,154053,46.3,168821,50.8,0,0.0,মুঃ মিজানুর রহমান,Bangladesh Jamaat-e-Islami,168821,50.8,মোঃ আমিনুল ইসলাম,Bangladesh Nationalist Party - BNP,154053,14768,4.4,very_close,2.11,154053,168821,,1050,,8051,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Chapainawabganj 3,চাঁপাইনবাবগঞ্জ-৩,চাঁপাইনবাবগঞ্জ,460802,317514,312933,4581,143288,68.9,1.44,31.1,172,5,2679,126368,40.4,185166,59.2,0,0.0,0,0.0,0,0.0,0,0.0,1399,0.4,126018,40.3,185166,59.2,0,0.0,মোঃ নূরুল ইসলাম,Bangladesh Jamaat-e-Islami,185166,59.2,মোঃ হারুনুর রশীদ,Bangladesh Nationalist Party - BNP,126018,59148,18.9,competitive,1.95,126018,185166,,785,,,,350,,,,,,,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Naogaon 1,নওগাঁ-১,নওগাঁ,471022,364944,356567,8377,106078,77.5,2.3,22.5,166,5,2837,173043,48.5,152306,42.7,0,0.0,4205,1.2,0,0.0,18005,5.0,9008,2.5,173043,48.5,152306,42.7,0,0.0,মোঃ মোস্তাফিজুর রহমান,Bangladesh Nationalist Party - BNP,173043,48.5,মোহাঃ মাহবুবুল আলম,Bangladesh Jamaat-e-Islami,152306,20737,5.8,marginal,2.37,173043,152306,,9008,,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Naogaon 2,নওগাঁ-২,নওগাঁ,370259,284347,276991,7356,85912,76.8,2.59,23.2,124,3,2986,133994,48.4,142997,51.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,133994,48.4,140447,50.7,0,0.0,মোঃ এনামুল হক,Bangladesh Jamaat-e-Islami,140447,50.7,মোঃ সামসুজ্জোহা খান,Bangladesh Nationalist Party - BNP,133994,6453,2.3,very_close,2.04,133994,140447,,,,,,,,,,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Naogaon 3,নওগাঁ-৩,নওগাঁ,436902,318840,311152,7688,118062,73.0,2.41,27.0,142,8,3077,165646,53.2,117838,37.9,1215,0.4,4837,1.6,0,0.0,17823,5.7,3793,1.2,165646,53.2,117838,37.9,0,0.0,মোঃ ফজলে হুদা,Bangladesh Nationalist Party - BNP,165646,53.2,মোঃ মাহফুজুর রহমান,Bangladesh Jamaat-e-Islami,117838,47808,15.4,competitive,2.32,165646,117838,,3603,,4837,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,
49,Naogaon 4,নওগাঁ-৪,নওগাঁ,331418,239920,234610,5310,91498,72.4,2.21,27.6,117,6,2833,133191,56.8,96521,41.1,2288,1.0,1310,0.6,0,0.0,704,0.3,596,0.3,133191,56.8,96521,41.1,0,0.0,ইকরামুল বারী টিপু,Bangladesh Nationalist Party - BNP,133191,56.8,মোঃ আব্দু্র রাকিব,Bangladesh Jamaat-e-Islami,96521,36670,15.6,competitive,2.03,133191,96521,,596,,1310,,,,,,,,,,,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Naogaon 5,নওগাঁ-৫,নওগাঁ,359360,243937,238502,5435,115423,67.9,2.23,32.1,118,5,3045,128366,53.8,103236,43.3,719,0.3,2135,0.9,0,0.0,0,0.0,4046,1.7,128366,53.8,103236,43.3,0,0.0,মোঃ জাহিদুল ইসলাম ধলু,Bangladesh Nationalist Party - BNP,128366,53.8,আবু সাদাত মোঃ সায়েম,Bangladesh Jamaat-e-Islami,103236,25130,10.5,competitive,2.09,128366,103236,,4046,,2135,,,,,,,,,,,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Naogaon 6,নওগাঁ-৬,নওগাঁ,341456,230154,225787,4367,111302,67.4,1.9,32.6,115,5,2969,108070,47.9,95886,42.5,0,0.0,0,0.0,0,0.0,19490,8.6,2341,1.0,108070,47.9,95886,42.5,0,0.0,শেখ মোঃ রেজাউল ইসলাম,Bangladesh Nationalist Party - BNP,108070,47.9,মোঃ খবিরুল ইসলাম,Bangladesh Jamaat-e-Islami,95886,12184,5.4,marginal,2.4,108070,95886,,1802,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,
52,Rajshahi 1,রাজশাহী-১,রাজশাহী,464701,348833,340920,7913,115868,75.1,2.27,24.9,159,5,2923,169407,49.7,170863,50.1,0,0.0,0,0.0,0,0.0,650,0.2,0,0.0,169010,49.6,169784,49.8,0,0.0,মোঃ মুজিবুর রহমান,Bangladesh Jamaat-e-Islami,169784,49.8,মোঃ শরীফ উদ্দীন,Bangladesh Nationalist Party - BNP,169010,774,0.2,very_close,2.03,169010,169784,,,,,,397,,,,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Rajshahi 2,রাজশাহী-২,রাজশাহী,364330,232095,227761,4334,132235,63.7,1.87,36.3,115,6,3168,126997,55.8,99480,43.7,0,0.0,0,0.0,0,0.0,748,0.3,536,0.2,126997,55.8,98340,43.2,0,0.0,মোঃ মিজানুর রহমান মিনু,Bangladesh Nationalist Party - BNP,126997,55.8,মোহাম্মদ জাহাঙ্গীর,Bangladesh Jamaat-e-Islami,98340,28657,12.6,competitive,2.01,126997,98340,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,536,,,,,,374,,,,,,,,,,,,,
54,Rajshahi 3,রাজশাহী-৩,রাজশাহী,420837,325106,317098,8008,95731,77.3,2.46,22.7,131,6,3212,175570,55.4,136596,43.1,0,0.0,2356,0.7,0,0.0,1150,0.4,1426,0.4,175570,55.4,136596,43.1,0,0.0,মোহাম্মদ শফিকুল হক মিলন,Bangladesh Nationalist Party - BNP,175570,55.4,মোঃ আবুল কালাম আজাদ,Bangladesh Jamaat-e-Islami,136596,38974,12.3,competitive,2.03,175570,136596,,1139,,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,
