constituency_id,seat_name,seat_name_bn,district_bn,total_voters,total_votes_cast,valid_votes,rejected_votes,absent_voters,turnout_pct,rejection_pct,absence_pct,total_centers,total_candidates,avg_voters_per_center,bnp_plus_votes,bnp_plus_pct,eleven_parties_votes,eleven_parties_pct,duf_votes,duf_pct,ndf_votes,ndf_pct,greater_sunni_votes,greater_sunni_pct,independent_votes,independent_pct,other_party_votes,other_party_pct,bnp_votes,bnp_pct,jamaat_votes,jamaat_pct,ncp_votes,ncp_pct,winner_name,winner_party,winner_votes,winner_pct,runner_up_name,runner_up_party,runner_up_votes,margin,margin_pct,competitiveness,effective_num_candidates,Bangladesh Nationalist Party - BNP,Bangladesh Jamaat-e-Islami,Jatiyo Nagorik Party - NCP,Islamic Andolan Bangladesh,Bangladesh Khelafat Majlis,Jatiya Party,Khelafat Majlis,Gonodhikar Parishad - GOP,Jamiate Ulama-e-Islam Bangladesh,Bangladesh Islami Front,Liberal Democratic Party - LDP,Amar Bangladesh Party - AB Party,Bangladesh Development Party,Bangladesh Jatiya Party - BJP,Gonoshonghoti Andolon,Islamic Front Bangladesh,Communist Party of Bangladesh,Bangladesh Samajtantrik Dal - BASAD,Jonotar Dol,Biplabi Workers Party,Jatiya Samajtantrik Dal - JSD,Bangladesh Nezame Islam Party,National Party - JP,Insaniyat Biplob Bangladesh,Bangladesh Supreme Party - BSP,Zaker Party,Bangladesh Republican Party - BRP,Bangladesh Samajtantrik Dal (Marxist),Bangladesh Jatiyo Samajtantrik Dal - Jasod,Bangladesh Khilafat Andolan,Nagorik Oikko,Bangladesh Congress,Bangladesh Minority Janta Party - BMJP,Amjanatar Dol,National Peoples Party - NPP,Gonoforum,Bangladesh Labour Party,Bangladesh Muslim League,Bangladesh National Awami Party - Bangladesh NAP,Bangladesh Shanskritik Muktijot (Muktijot),Islami Oikyajote,Bangladesh Muslim League - BML,Jatiya Ganatantrik Party - JAGPA,Jatiyatabadi Ganotantrik Andolon - NDM,Bangladesh Nationalist Front - BNF,Bangladesh Jatiya Party,Gonofront,Bangladesh Kallyan Party,Ganotantri Party,Bangladesh Samadhikar Party - BEP
100,Khulna 2,খুলনা-২,খুলনা,331156,190101,186430,3671,141055,57.4,1.93,42.6,157,3,2109,87016,46.7,92199,49.5,0,0.0,0,0.0,0,0.0,0,0.0,7215,3.9,87016,46.7,92199,49.5,0,0.0,শেখ জাহাঙ্গীর হুসাইন হেলাল,Bangladesh Jamaat-e-Islami,92199,49.5,নজরুল ইসলাম মঞ্জু,Bangladesh Nationalist Party - BNP,87016,5183,2.8,very_close,2.16,87016,92199,,7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Khulna 3,খুলনা-৩,খুলনা,249202,148147,145134,3013,101055,59.4,2.03,40.6,115,10,2167,73707,50.8,63505,43.8,228,0.2,1022,0.7,0,0.0,1050,0.7,5622,3.9,73570,50.7,63505,43.8,0,0.0,রকিবুল ইসলাম,Bangladesh Nationalist Party - BNP,73570,50.7,মোহাম্মদ মাহফুজুর রহমান,Bangladesh Jamaat-e-Islami,63505,10065,6.9,marginal,2.22,73570,63505,,5622,,1022,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,
102,Khulna 4,খুলনা-৪,খুলনা,373879,249171,243845,5326,124708,66.6,2.14,33.4,144,4,2596,121623,49.9,108191,44.4,0,0.0,0,0.0,0,0.0,818,0.3,13213,5.4,121623,49.9,0,0.0,0,0.0,এস কে আজিজুল বারী,Bangladesh Nationalist Party - BNP,121623,49.9,এস এম সাখাওয়াত হোসাইন,Khelafat Majlis,108191,13432,5.5,marginal,2.23,121623,,,13213,,,108191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Khulna 5,খুলনা-৫,খুলনা,398486,301311,294931,6380,97175,75.6,2.12,24.4,150,4,2657,147625,50.1,144314,48.9,1706,0.6,1286,0.4,0,0.0,0,0.0,0,0.0,147625,50.1,144314,48.9,0,0.0,মোহাম্মদ আলি আসগার,Bangladesh Nationalist Party - BNP,147625,50.1,ম‌ি‌‌‌‌‌‍‍‍‍য়া গোলাম পরওয়ার,Bangladesh Jamaat-e-Islami,144314,3311,1.1,very_close,2.04,147625,144314,,,,1286,,,,,,,,,,,1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Khulna 6,খুলনা-৬,খুলনা,419454,284970,279571,5399,134484,67.9,1.89,32.1,155,5,2706,123513,44.2,148956,53.3,1502,0.5,2672,1.0,0,0.0,0,0.0,2928,1.0,123513,44.2,148956,53.3,0,0.0,মোঃ আবুল কালাম আজাদ,Bangladesh Jamaat-e-Islami,148956,53.3,এস এম মনিরুল হাসান (বাপ্পী),Bangladesh Nationalist Party - BNP,123513,25443,9.1,marginal,2.09,123513,148956,,2928,,2672,,,,,,,,,,,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Satkhira 1,সাতক্ষীরা-১,সাতক্ষীরা,490993,371510,364910,6600,119483,75.7,1.78,24.3,168,5,2923,168690,46.2,190967,52.3,0,0.0,2511,0.7,0,0.0,0,0.0,2742,0.8,168690,46.2,190967,52.3,0,0.0,মোঃ ইজ্জত উল্লাহ,Bangladesh Jamaat-e-Islami,190967,52.3,মোঃ হাবিবুল ইসলাম হাবিব,Bangladesh Nationalist Party - BNP,168690,22277,6.1,marginal,2.05,168690,190967,,2055,,2511,,,,,,,,,,,,,,,,,,,,,,,,,,687,,,,,,,,,,,,,,,,,,
106,Satkhira 2,সাতক্ষীরা-২,সাতক্ষীরা,529410,390437,385172,5265,138973,73.7,1.35,26.3,180,5,2941,115257,29.9,263503,68.4,291,0.1,4185,1.1,0,0.0,0,0.0,1936,0.5,115257,29.9,263503,68.4,0,0.0,মুহাম্মাদ আব্দুল খালেক,Bangladesh Jamaat-e-Islami,263503,68.4,মোঃ আব্দুর রউফ,Bangladesh Nationalist Party - BNP,115257,148246,38.5,safe,1.79,115257,263503,,1936,,4185,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,
107,Satkhira 3,সাতক্ষীরা-৩,সাতক্ষীরা,497759,353055,346879,6176,144704,70.9,1.75,29.1,165,6,3017,56346,16.2,182165,52.5,0,0.0,707,0.2,0,0.0,104605,30.2,3056,0.9,56346,16.2,182165,52.5,0,0.0,হাফেজ মুহাঃ রবিউল বাশার,Bangladesh Jamaat-e-Islami,182165,52.5,মোঃ শহিদুল আলম,Independent,104605,77560,22.4,safe,2.54,56346,182165,,2478,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,
108,Satkhira 4,সাতক্ষীরা-৪,সাতক্ষীরা,295843,200289,196772,3517,95554,67.7,1.76,32.3,96,4,3082,84968,43.2,105805,53.8,0,0.0,1125,0.6,0,0.0,0,0.0,4874,2.5,84968,43.2,105805,53.8,0,0.0,"জি, এম, নজরুল ইসলাম",Bangladesh Jamaat-e-Islami,105805,53.8,মোঃ মনিরুজ্জামান,Bangladesh Nationalist Party - BNP,84968,20837,10.6,competitive,2.1,84968,105805,,4874,,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Barguna 1,বরগুনা-১,বরগুনা,513165,283936,279289,4647,229229,55.3,1.64,44.7,190,4,2701,134337,48.1,5483,2.0,0,0.0,959,0.3,0,0.0,0,0.0,138510,49.6,134337,48.1,0,0.0,0,0.0,মোঃ অলি উল্লাহ,Islamic Andolan Bangladesh,138510,49.6,মোঃ নজরুল ইসলাম মোল্লা,Bangladesh Nationalist Party - BNP,134337,4173,1.5,very_close,2.09,134337,,,138510,,,5483,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Barguna 2,বরগুনা-২,বরগুনা,332740,194270,190896,3374,138470,58.4,1.74,41.6,122,9,2727,89801,47.0,83015,43.5,0,0.0,1215,0.6,0,0.0,285,0.1,16580,8.7,89428,46.8,83015,43.5,0,0.0,মোঃ নূরুল ইসলাম,Bangladesh Nationalist Party - BNP,89428,46.8,ডাঃ সুলতান আহমদ,Bangladesh Jamaat-e-Islami,83015,6413,3.4,very_close,2.4,89428,83015,,16252,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,89,,,,,,,,,284,,113,,,,
111,Patuakhali 1,পটুয়াখালী-১,পটুয়াখালী,501081,260986,255906,5080,240095,52.1,1.95,47.9,163,6,3074,150735,58.9,45167,17.6,1313,0.5,1036,0.4,0,0.0,0,0.0,57655,22.5,150395,58.8,0,0.0,0,0.0,আলতাফ হোসেন চৌধুরী,Bangladesh Nationalist Party - BNP,150395,58.8,মোঃ ফিরোজ আলম,Islamic Andolan Bangladesh,57655,92740,36.2,safe,2.34,150395,,,57655,,1036,,340,,,,45167,,,,,,,,,,,,,,,,,1313,,,,,,,,,,,,,,,,,,,,,
112,Patuakhali 2,পটুয়াখালী-২,পটুয়াখালী,312783,190402,186719,3683,122381,60.9,1.93,39.1,115,5,2720,72539,38.8,99843,53.5,0,0.0,0,0.0,0,0.0,0,0.0,14337,7.7,72191,38.7,99438,53.3,0,0.0,মোঃ শফিকুল ইসলাম,Bangladesh Jamaat-e-Islami,99438,53.3,মোঃ সহিদুল আলম তালুকদার,Bangladesh Nationalist Party - BNP,72191,27247,14.6,competitive,2.28,72191,99438,,14337,,,,348,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Patuakhali 3,পটুয়াখালী-৩,পটুয়াখালী,373402,235939,232143,3796,137463,63.2,1.61,36.8,124,5,3011,96766,41.7,15773,6.8,0,0.0,0,0.0,0,0.0,81553,35.1,38051,16.4,0,0.0,15773,6.8,0,0.0,মোঃ নুরুল হক,Gonodhikar Parishad - GOP,96766,41.7,মোঃ হাসান মামুন,Independent,80576,16190,7.0,marginal,3.07,,15773,,38051,,,,96766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Patuakhali 4,পটুয়াখালী-৪,পটুয়াখালী,310606,211348,207930,3418,99258,68.0,1.62,32.0,111,4,2798,123528,59.4,14625,7.0,0,0.0,0,0.0,0,0.0,0,0.0,69777,33.6,123334,59.3,0,0.0,0,0.0,এ বি এম মোশাররফ হোসেন,Bangladesh Nationalist Party - BNP,123334,59.3,মোস্তাফিজুর রহমান,Islamic Andolan Bangladesh,69777,53557,25.8,safe,2.13,123334,,,69777,,,14625,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Bhola 1,ভোলা-১,ভোলা,402861,210280,205671,4609,192581,52.2,2.19,47.8,114,8,3534,105778,51.4,73773,35.9,0,0.0,594,0.3,302,0.1,133,0.1,25091,12.2,0,0.0,73773,35.9,0,0.0,আন্দালিভ রহমান,Bangladesh Jatiya Party - BJP,104462,50.8,মোঃ নজরুল ইসলাম,Bangladesh Jamaat-e-Islami,73773,30689,14.9,competitive,2.49,,73773,,25091,,594,,1103,,,,,,104462,,302,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,,,,
116,Bhola 2,ভোলা-২,ভোলা,391281,218496,212333,6163,172785,55.8,2.82,44.2,138,8,2835,118131,55.6,92005,43.3,0,0.0,428,0.2,0,0.0,1401,0.7,368,0.2,118131,55.6,91675,43.2,0,0.0,মোঃ হাফিজ ইব্রাহিম,Bangladesh Nationalist Party - BNP,118131,55.6,মোহাম্মদ ফজলুল করিম,Bangladesh Jamaat-e-Islami,91675,26456,12.5,competitive,2.02,118131,91675,,,,428,,,,,330,,,,,,,,,,,,,,,,,,,,,,,368,,,,,,,,,,,,,,,,
117,Bhola 3,ভোলা-৩,ভোলা,385569,215635,210055,5580,169934,55.9,2.59,44.1,119,6,3240,145384,69.2,56214,26.8,0,0.0,774,0.4,0,0.0,507,0.2,7176,3.4,145127,69.1,0,0.0,0,0.0,হাফিজ উদ্দিন আহমদ বীর বিক্রম,Bangladesh Nationalist Party - BNP,145127,69.1,মুহাঃ নিজামুল হক,Bangladesh Development Party,56214,88913,42.3,safe,1.82,145127,,,7176,,774,,257,,,,,56214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Bhola 4,ভোলা-৪,ভোলা,498239,300754,294100,6654,197485,60.4,2.21,39.6,154,7,3235,188597,64.1,79728,27.1,0,0.0,534,0.2,0,0.0,232,0.1,25009,8.5,188390,64.1,79728,27.1,0,0.0,মোহাম্মদ নূরুল ইসলাম,Bangladesh Nationalist Party - BNP,188390,64.1,মোহাম্মদ মোস্তফা কামাল,Bangladesh Jamaat-e-Islami,79728,108662,36.9,safe,2.04,188390,79728,,24835,,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,207,,,,,,
119,Barishal 1,বরিশাল-১,বরিশাল,323697,200608,196851,3757,123089,62.0,1.87,38.0,129,5,2509,99418,50.5,45140,22.9,0,0.0,1725,0.9,0,0.0,43808,22.3,6760,3.4,99418,50.5,45140,22.9,0,0.0,জহির উদ্দিন স্বপন,Bangladesh Nationalist Party - BNP,99418,50.5,মোঃ কামরুল ইসলাম খান,Bangladesh Jamaat-e-Islami,45140,54278,27.6,safe,2.79,99418,45140,,6760,,,,,,,,,,,,,,,,,,,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Barishal 2,বরিশাল-২,বরিশাল,380706,227024,222654,4370,153682,59.6,1.92,40.4,140,8,2719,140945,63.3,72171,32.4,118,0.1,3500,1.6,0,0.0,0,0.0,5920,2.7,140085,62.9,72171,32.4,0,0.0,সরদার সরফুদ্দিন আহমেদ,Bangladesh Nationalist Party - BNP,140085,62.9,আবদুল মন্নান,Bangladesh Jamaat-e-Islami,72171,67914,30.5,safe,1.99,140085,72171,,5920,,1173,,681,,,,,,,,,,,,,,,2327,,,,,,118,,,,,,179,,,,,,,,,,,,,,,
121,Barishal 3,বরিশাল-৩,বরিশাল,327420,174143,170347,3796,153277,53.2,2.18,46.8,126,6,2599,80610,47.3,59485,34.9,198,0.1,14003,8.2,0,0.0,0,0.0,16051,9.4,79771,46.8,0,0.0,0,0.0,জয়নুল আবেদীন,Bangladesh Nationalist Party - BNP,79771,46.8,মোহাম্মদ আসাদুজ্জামান ভুইয়া,Amar Bangladesh Party - AB Party,59485,20286,11.9,competitive,2.8,79771,,,16051,,14003,,839,,,,59485,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Barishal 4,বরিশাল-৪,বরিশাল,417517,241571,237213,4358,175946,57.9,1.8,42.1,149,5,2802,127192,53.6,72792,30.7,329,0.1,400,0.2,0,0.0,0,0.0,36500,15.4,127192,53.6,72792,30.7,0,0.0,মোঃ রাজিব আহসান,Bangladesh Nationalist Party - BNP,127192,53.6,মোহাম্মদ আব্দুল জব্বার,Bangladesh Jamaat-e-Islami,72792,54400,22.9,safe,2.47,127192,72792,,36500,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,400,,,,,,,,,,
123,Barishal 5,বরিশাল-৫,বরিশাল,494534,257521,249815,7706,237013,52.1,2.99,47.9,176,6,2810,133465,53.4,0,0.0,22254,8.9,880,0.4,0,0.0,0,0.0,93216,37.3,133008,53.2,0,0.0,0,0.0,মোঃ মজিবর রহমান সরওয়ার,Bangladesh Nationalist Party - BNP,133008,53.2,মুফতী সৈয়দ মোঃ ফয়জুল করিম,Islamic Andolan Bangladesh,93216,39792,15.9,competitive,2.32,133008,,,93216,,880,,,,,,,,,,,,21963,,,,,,,,,,291,,,,,,,457,,,,,,,,,,,,,,,
124,Barishal 6,বরিশাল-৬,বরিশাল,311699,168079,165162,2917,143620,53.9,1.74,46.1,113,6,2758,81224,49.2,54533,33.0,0,0.0,238,0.1,0,0.0,344,0.2,28823,17.5,81087,49.1,54533,33.0,0,0.0,আবুল হোসেন খান,Bangladesh Nationalist Party - BNP,81087,49.1,মোঃ মাহমুদুন্নবী,Bangladesh Jamaat-e-Islami,54533,26554,16.1,competitive,2.63,81087,54533,,28823,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,
125,Jhalokathi 1,ঝালকাঠি-১,ঝালকাঠি,225341,129266,126722,2544,96075,57.4,1.97,42.6,90,10,2504,61348,48.4,53769,42.4,0,0.0,2867,2.3,0,0.0,912,0.7,7826,6.2,61216,48.3,53769,42.4,0,0.0,রফিকুল ইসলাম জামাল,Bangladesh Nationalist Party - BNP,61216,48.3,ফয়জুল হক,Bangladesh Jamaat-e-Islami,53769,7447,5.9,marginal,2.4,61216,53769,,7656,,318,,132,,,,,,,,,,,61,,109,,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,
