constituency_id,constituency_name,zilla_name,candidate_name,candidate_symbol,votes,total_centers,total_voters,valid_votes,rejected_votes,absent_voters
50,নওগাঁ-৫,নওগাঁ,মোঃ আনোয়ার হোসেন,লাঙ্গল,2135,118,359360,238502,5435,115423
50,নওগাঁ-৫,নওগাঁ,শফিকুল ইসলাম,কাস্তে,719,118,359360,238502,5435,115423
51,নওগাঁ-৬,নওগাঁ,শেখ মোঃ রেজাউল ইসলাম,ধানের শীষ,108070,115,341456,225787,4367,111302
51,নওগাঁ-৬,নওগাঁ,মোঃ খবিরুল ইসলাম,দাঁড়িপাল্লা,95886,115,341456,225787,4367,111302
51,নওগাঁ-৬,নওগাঁ,আলমগীর কবির,মোটর সাইকেল,19490,115,341456,225787,4367,111302
51,নওগাঁ-৬,নওগাঁ,মোঃ রফিকুল ইসলাম,হাতপাখা,1802,115,341456,225787,4367,111302
51,নওগাঁ-৬,নওগাঁ,আতিকুর রহমান রতন মোল্লা,হাতি,539,115,341456,225787,4367,111302
52,রাজশাহী-১,রাজশাহী,মোঃ মুজিবুর রহমান,দাঁড়িপাল্লা,169784,159,464701,340920,7913,115868
52,রাজশাহী-১,রাজশাহী,মোঃ শরীফ উদ্দীন,ধানের শীষ,169010,159,464701,340920,7913,115868
52,রাজশাহী-১,রাজশাহী,মোঃ আব্দুর রহমান,ঈগল,1079,159,464701,340920,7913,115868
52,রাজশাহী-১,রাজশাহী,মোঃ আল-সাআদ,মোবাইল ফোন,650,159,464701,340920,7913,115868
52,রাজশাহী-১,রাজশাহী,মির মোঃ শাহজাহান,ট্রাক,397,159,464701,340920,7913,115868
53,রাজশাহী-২,রাজশাহী,মোঃ মিজানুর রহমান মিনু,ধানের শীষ,126997,115,364330,227761,4334,132235
53,রাজশাহী-২,রাজশাহী,মোহাম্মদ জাহাঙ্গীর,দাঁড়িপাল্লা,98340,115,364330,227761,4334,132235
53,রাজশাহী-২,রাজশাহী,মুঃ সাঈদ নোমান,ঈগল,766,115,364330,227761,4334,132235
53,রাজশাহী-২,রাজশাহী,সালেহ আহমেদ,মোটর সাইকেল,748,115,364330,227761,4334,132235
53,রাজশাহী-২,রাজশাহী,মোহাম্মদ সামছুল আলম,কেটলি,536,115,364330,227761,4334,132235
53,রাজশাহী-২,রাজশাহী,মোঃ মেজবাউল ইসলাম,আনারস,374,115,364330,227761,4334,132235
54,রাজশাহী-৩,রাজশাহী,মোহাম্মদ শফিকুল হক মিলন,ধানের শীষ,175570,131,420837,317098,8008,95731
54,রাজশাহী-৩,রাজশাহী,মোঃ আবুল কালাম আজাদ,দাঁড়িপাল্লা,136596,131,420837,317098,8008,95731
54,রাজশাহী-৩,রাজশাহী,মোঃ আফজাল হোসেন,লাঙ্গল,2356,131,420837,317098,8008,95731
54,রাজশাহী-৩,রাজশাহী,মোসাঃ হাবিবা বেগম,ফুটবল,1150,131,420837,317098,8008,95731
54,রাজশাহী-৩,রাজশাহী,মোঃ ফজলুর রহমান,হাতপাখা,1139,131,420837,317098,8008,95731
54,রাজশাহী-৩,রাজশাহী,মোঃ সাইদ পরভেজ,প্রজাপতি,287,131,420837,317098,8008,95731
55,রাজশাহী-৪,রাজশাহী,মোঃ আব্দুল বারী সরদার,দাঁড়িপাল্লা,113567,122,316521,224580,3988,87953
55,রাজশাহী-৪,রাজশাহী,"ডি, এম , ডি জিয়াউর রহমান",ধানের শীষ,108664,122,316521,224580,3988,87953
55,রাজশাহী-৪,রাজশাহী,মোঃ ফজলুল হক,লাঙ্গল,1704,122,316521,224580,3988,87953
55,রাজশাহী-৪,রাজশাহী,মোঃ তাজুল ইসলাম খান,হাতপাখা,645,122,316521,224580,3988,87953
56,রাজশাহী-৫,রাজশাহী,অধ্যাপক নজরুল ইসলাম,ধানের শীষ,152677,132,350212,236050,5557,108605
56,রাজশাহী-৫,রাজশাহী,মনজুর রহমান,দাঁড়িপাল্লা,72535,132,350212,236050,5557,108605
56,রাজশাহী-৫,রাজশাহী,রেজাউল করিম,ফুটবল,6386,132,350212,236050,5557,108605
56,রাজশাহী-৫,রাজশাহী,মোঃ ইসফা খায়রুল হক,ঘোড়া,2474,132,350212,236050,5557,108605
56,রাজশাহী-৫,রাজশাহী,মোঃ আলতাফ হোসেন মোল্লা,একতারা,930,132,350212,236050,5557,108605
56,রাজশাহী-৫,রাজশাহী,মোঃ রুহুল আমিন,হাতপাখা,610,132,350212,236050,5557,108605
56,রাজশাহী-৫,রাজশাহী,মোঃ রায়হান কাওসার,মোটর সাইকেল,438,132,350212,236050,5557,108605
57,রাজশাহী-৬,রাজশাহী,মোঃ আবু সাইদ চাঁদ,ধানের শীষ,147359,119,352876,243242,6910,102724
57,রাজশাহী-৬,রাজশাহী,মোঃ নাজমুল হক,দাঁড়িপাল্লা,91460,119,352876,243242,6910,102724
57,রাজশাহী-৬,রাজশাহী,মোঃ ইকবাল হোসেন,লাঙ্গল,2837,119,352876,243242,6910,102724
57,রাজশাহী-৬,রাজশাহী,মোঃ আব্দুস সালাম সুরুজ,হাতপাখা,1586,119,352876,243242,6910,102724
58,নাটোর-১,নাটোর,ফারজানা শারমীন,ধানের শীষ,102197,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ আবুল কালাম আজাদ,দাঁড়িপাল্লা,89431,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ তাইফুল ইসলাম টিপু,কলস,72887,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ আব্দুল্লাহিল বাকী,হাতপাখা,1253,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ সাহেদ আলী জিন্নাহ,লাঙ্গল,542,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ মেহেদী হাসান,ট্রাক,298,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ সেন্টু আলী,মাথাল,279,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ আনছার আলী,কোদাল,275,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোঃ মোয়াজ্জেম হোসেন,হরিণ ,113,125,365482,267353,5002,93127
58,নাটোর-১,নাটোর,মোহাম্মদ ইয়াসির আরশাদ,ঘোড়া,78,125,365482,267353,5002,93127
59,নাটোর-২,নাটোর,"এম, রুহুল কুদ্দুস তালুকদার দুলু",ধানের শীষ,161896,156,403550,296955,5906,100689
59,নাটোর-২,নাটোর,মোঃ ইউনুস আলী,দাঁড়িপাল্লা,128710,156,403550,296955,5906,100689
59,নাটোর-২,নাটোর,মোহাম্মদ আলী সিদ্দিকী,হাতপাখা,2726,156,403550,296955,5906,100689
59,নাটোর-২,নাটোর,মোঃ রকিব উদ্দিন (কমল),লাঙ্গল,2560,156,403550,296955,5906,100689
59,নাটোর-২,নাটোর,ড. মোঃ নূরন্নবী মৃধা,ফুটবল,606,156,403550,296955,5906,100689
59,নাটোর-২,নাটোর,তাহামিদা ইসলাম তানিয়া,মাথাল,457,156,403550,296955,5906,100689
60,নাটোর-৩,নাটোর,মোঃ আনোয়ারুল ইসলাম,ধানের শীষ,119170,118,324773,227108,4936,92729
60,নাটোর-৩,নাটোর,মোঃ দাউদার মাহমুদ,ঘোড়া,66191,118,324773,227108,4936,92729
60,নাটোর-৩,নাটোর,"এস,এম,জার্জিস কাদির",শাপলা কলি,20267,118,324773,227108,4936,92729
60,নাটোর-৩,নাটোর,মোঃ খলিলুর রহমান,হাতপাখা,19019,118,324773,227108,4936,92729
60,নাটোর-৩,নাটোর,মোঃ আশীক ইকবাল,লাঙ্গল,2095,118,324773,227108,4936,92729
60,নাটোর-৩,নাটোর,মোঃ দেলোয়ার হোসেন,ফুটবল,366,118,324773,227108,4936,92729
61,নাটোর-৪,নাটোর,মোঃ আব্দুল আজিজ,ধানের শীষ,169847,167,442292,310878,6216,125198
61,নাটোর-৪,নাটোর,মোঃ আব্দুল হাকিম,দাঁড়িপাল্লা,134189,167,442292,310878,6216,125198
61,নাটোর-৪,নাটোর,মোঃ এমদাদুল্লাহ্,হাতপাখা,3818,167,442292,310878,6216,125198
61,নাটোর-৪,নাটোর,এম ইউসুফ আহমদ,লাঙ্গল,2770,167,442292,310878,6216,125198
61,নাটোর-৪,নাটোর,মোঃ মোকছেদুল মোমিন,ঈগল,254,167,442292,310878,6216,125198
62,সিরাজগঞ্জ-১,সিরাজগঞ্জ,মোঃ সেলিম রেজা,ধানের শীষ,116061,165,382928,227882,4759,150287
62,সিরাজগঞ্জ-১,সিরাজগঞ্জ,মোঃ শাহিনুর আলম,দাঁড়িপাল্লা,107883,165,382928,227882,4759,150287
62,সিরাজগঞ্জ-১,সিরাজগঞ্জ,মোঃ জহুরুল ইসলাম,লাঙ্গল,2196,165,382928,227882,4759,150287
62,সিরাজগঞ্জ-১,সিরাজগঞ্জ,মোছাঃ মল্লিকা খাতুন,ট্রাক,1168,165,382928,227882,4759,150287
62,সিরাজগঞ্জ-১,সিরাজগঞ্জ,মোঃ নাজমুস সাকিব,কেটলি,318,165,382928,227882,4759,150287
62,সিরাজগঞ্জ-১,সিরাজগঞ্জ,মোঃ আব্দুস সবুর,ঘোড়া,256,165,382928,227882,4759,150287
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,ইকবাল হাসান মাহ্‌মুদ,ধানের শীষ,176585,162,466033,318050,5311,142672
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,মুহাম্মদ জাহিদুল ইসলাম,দাঁড়িপাল্লা,137137,162,466033,318050,5311,142672
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,মোঃ মহিবুল্লাহ,হাতপাখা,2138,162,466033,318050,5311,142672
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,"এস, এম আব্দুল্লাহ আল মামুন",মই,850,162,466033,318050,5311,142672
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,মোঃ আনোয়ার হোসেন,কাস্তে,763,162,466033,318050,5311,142672
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,মোহাম্মদ মাহফুজুর রহমান,ট্রাক,408,162,466033,318050,5311,142672
63,সিরাজগঞ্জ-২,সিরাজগঞ্জ,মোঃ সোহেল রানা,কলম,169,162,466033,318050,5311,142672
64,সিরাজগঞ্জ-৩,সিরাজগঞ্জ,মোঃ আয়নুল হক,ধানের শীষ,173514,158,441552,291961,6008,143583
64,সিরাজগঞ্জ-৩,সিরাজগঞ্জ,মুহাঃ আব্দুর রউফ সরকার,রিক্সা,115833,158,441552,291961,6008,143583
64,সিরাজগঞ্জ-৩,সিরাজগঞ্জ,মোঃ ফজলুল হক,লাঙ্গল,1627,158,441552,291961,6008,143583
64,সিরাজগঞ্জ-৩,সিরাজগঞ্জ,মোঃ ইলিয়াছ রেজা রবিন,ঘোড়া,987,158,441552,291961,6008,143583
65,সিরাজগঞ্জ-৪,সিরাজগঞ্জ,"এম, আকবর আলী",ধানের শীষ,160458,147,471626,324253,5682,141691
65,সিরাজগঞ্জ-৪,সিরাজগঞ্জ,মোঃ রফিকুল ইসলাম খান,দাঁড়িপাল্লা,159693,147,471626,324253,5682,141691
65,সিরাজগঞ্জ-৪,সিরাজগঞ্জ,আব্দুর রহমান,হাতপাখা,2210,147,471626,324253,5682,141691
65,সিরাজগঞ্জ-৪,সিরাজগঞ্জ,মোঃ হিলটন প্রামানিক,লাঙ্গল,1198,147,471626,324253,5682,141691
65,সিরাজগঞ্জ-৪,সিরাজগঞ্জ,মোঃ আব্দুল হাকিম,কাস্তে,694,147,471626,324253,5682,141691
66,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,মোঃ আমিরুল ইসলাম খান,ধানের শীষ,134197,131,422672,246828,4734,171110
66,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,মোঃ আলী আলম,দাঁড়িপাল্লা,105188,131,422672,246828,4734,171110
66,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,নুরুন নাবী,হাতপাখা,5691,131,422672,246828,4734,171110
66,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,মোঃ আকবার হোসেন,লাঙ্গল,1196,131,422672,246828,4734,171110
66,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,মোঃ মতিয়ার রহমান,কাস্তে,324,131,422672,246828,4734,171110
66,সিরাজগঞ্জ-৫,সিরাজগঞ্জ,মোঃ ইউসুফ আলী,ট্রাক,232,131,422672,246828,4734,171110
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,"এম, এ, মুহিত",ধানের শীষ,170129,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,এস এম সাইফ মোস্তাফিজ,শাপলা কলি,102185,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মিসবাহ উদ্দিন,হাতপাখা,2540,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মোঃ মোশারফ হোসেন শহিদুল,মোমবাতি,1130,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মোঃ মোক্তার হোসেন,লাঙ্গল,1062,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,ইলোরা খাতুন,তারা,884,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মোঃ আসাদুল হক,প্রজাপতি,649,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মোঃ হুমায়ন কবির,ঘোড়া,427,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মোঃ আনোয়ার হোসেন,মই,375,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,আবু জাফর মোঃ আনোয়ারুস সাদাত,ঈগল,268,160,480905,279901,5483,195521
67,সিরাজগঞ্জ-৬,সিরাজগঞ্জ,মোঃ ওয়াসেক ইকবাল খান মজলিস,হেলিকপ্টার,252,160,480905,279901,5483,195521
68,পাবনা-১,পাবনা,মোহাম্মদ নাজিবুর রহমান,দাঁড়িপাল্লা,128467,94,337720,234257,4268,99195
68,পাবনা-১,পাবনা,মোঃ শামসুর রহমান,ধানের শীষ,103663,94,337720,234257,4268,99195
68,পাবনা-১,পাবনা,মোঃ আব্দুল গনি,হাতপাখা,1100,94,337720,234257,4268,99195
68,পাবনা-১,পাবনা,মোঃ তাজুল ইসলাম,মোটর সাইকেল,1027,94,337720,234257,4268,99195
69,পাবনা-২,পাবনা,"এ, কে, এম, সেলিম রেজা হাবিব",ধানের শীষ,213840,140,492471,297907,7139,187425
69,পাবনা-২,পাবনা,মোঃ হেসাব উদ্দিন,দাঁড়িপাল্লা,75693,140,492471,297907,7139,187425
69,পাবনা-২,পাবনা,মোঃ আফজাল হোসেন খান কাশেমী,হাতপাখা,5827,140,492471,297907,7139,187425
69,পাবনা-২,পাবনা,মোঃ মেহেদী হাসান রুবেল,লাঙ্গল,2224,140,492471,297907,7139,187425
69,পাবনা-২,পাবনা,সেখ নাছির উদ্দিন,উদীয়মান সূর্য,323,140,492471,297907,7139,187425
70,পাবনা-৩,পাবনা,মুহাম্মাদ আলী আছগার,দাঁড়িপাল্লা,145837,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,মোঃ হাসান জাফির তুহিন,ধানের শীষ,143540,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,"কে, এম, আনোয়ারুল ইসলাম",ঘোড়া,37852,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,মোঃ আব্দুল খালেক,হাতপাখা,1758,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,মোঃ মাহবুবুর রহমান জয় চৌধুরী,একতারা,1420,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,মীর নাদিম মোহাম্মদ ডাবলু,লাঙ্গল,1057,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,মোঃ হাসানুল ইসলাম,ট্রাক,982,176,482796,332618,6182,143996
70,পাবনা-৩,পাবনা,সরদার আশা পারভেজ,উদীয়মান সূর্য,172,176,482796,332618,6182,143996
71,পাবনা-৪,পাবনা,মোঃ আবু তালেব মন্ডল,দাঁড়িপাল্লা,136287,129,437143,301709,6352,129082
71,পাবনা-৪,পাবনা,মোঃ হাবিবুর রহমান (হাবিব),ধানের শীষ,133273,129,437143,301709,6352,129082
71,পাবনা-৪,পাবনা,মোঃ জাকারিয়া পিন্টু,মোটর সাইকেল,27914,129,437143,301709,6352,129082
71,পাবনা-৪,পাবনা,মোঃ আনোয়ার শাহ্,হাতপাখা,2672,129,437143,301709,6352,129082
71,পাবনা-৪,পাবনা,মোঃ সাইফুল আজাদ মল্লিক,লাঙ্গল,932,129,437143,301709,6352,129082
71,পাবনা-৪,পাবনা,মোঃ সোহাগ হোসেন,কাস্তে,456,129,437143,301709,6352,129082
71,পাবনা-৪,পাবনা,শাহনাজ হক,কেটলি,175,129,437143,301709,6352,129082
72,পাবনা-৫,পাবনা,মোঃ শামছুর রহমান শিমুল বিশ্বাস,ধানের শীষ,181169,163,524173,349031,6493,168649
72,পাবনা-৫,পাবনা,মোঃ ইকবাল হোসাইন,দাঁড়িপাল্লা,163186,163,524173,349031,6493,168649
72,পাবনা-৫,পাবনা,মোঃ নাজমুল হোসাইন,হাতপাখা,4244,163,524173,349031,6493,168649
72,পাবনা-৫,পাবনা,মোঃ আব্দুল মজীদ মোল্লা,ঈগল,432,163,524173,349031,6493,168649
73,মেহেরপুর-১,মেহেরপুর,মোঃ তাজউদ্দীন খান,দাঁড়িপাল্লা,121461,123,313455,228419,4774,80262
73,মেহেরপুর-১,মেহেরপুর, মাসুদ অরুন,ধানের শীষ,104787,123,313455,228419,4774,80262
73,মেহেরপুর-১,মেহেরপুর,মোঃ আব্দুল হামিদ,লাঙ্গল,1390,123,313455,228419,4774,80262
73,মেহেরপুর-১,মেহেরপুর,মোহাঃ মিজানুর রহমান,কাস্তে,781,123,313455,228419,4774,80262
74,মেহেরপুর-২,মেহেরপুর,মোঃ নাজমুল হুদা,দাঁড়িপাল্লা,94658,90,267563,181904,5126,80533
74,মেহেরপুর-২,মেহেরপুর,মোঃ আমজাদ হোসেন,ধানের শীষ,85455,90,267563,181904,5126,80533
74,মেহেরপুর-২,মেহেরপুর,মোঃ আব্দুল বাকী,লাঙ্গল,1791,90,267563,181904,5126,80533
75,কুষ্টিয়া-১,কুষ্টিয়া,রেজা আহাম্মেদ,ধানের শীষ,165085,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,মোঃ বেলাল উদ্দীন,দাঁড়িপাল্লা,85085,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,মোঃ নুরুজ্জামান,মোটর সাইকেল,17812,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,মোঃ আমিনুল ইসলাম,হাতপাখা,4046,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,মোঃ শাহারিয়ার জামিল,লাঙ্গল,1070,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,মোঃ শাহাবুল ইসলাম,ট্রাক,609,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,মোহাঃ বদিরুজ্জামান,মোমবাতি,235,135,400902,274142,5846,120914
75,কুষ্টিয়া-১,কুষ্টিয়া,ড. মোঃ গিয়াস উদ্দিন,তারা,200,135,400902,274142,5846,120914
76,কুষ্টিয়া-২,কুষ্টিয়া,মোঃ আব্দুল গফুর,দাঁড়িপাল্লা,189793,170,473355,338600,7118,127637
76,কুষ্টিয়া-২,কুষ্টিয়া,রাগীব রউফ চৌধুরী,ধানের শীষ,143085,170,473355,338600,7118,127637
76,কুষ্টিয়া-২,কুষ্টিয়া,মোহাম্মদ আলী,হাতপাখা,3845,170,473355,338600,7118,127637
76,কুষ্টিয়া-২,কুষ্টিয়া,মোঃ বাবুল আক্তার,চেয়ার,1100,170,473355,338600,7118,127637
76,কুষ্টিয়া-২,কুষ্টিয়া,নূর উদ্দীন  আহমেদ,কাস্তে,777,170,473355,338600,7118,127637
77,কুষ্টিয়া-৩,কুষ্টিয়া,মোঃ আমির হামজা,দাঁড়িপাল্লা,180690,142,436952,313897,4843,118212
77,কুষ্টিয়া-৩,কুষ্টিয়া,মোঃ জাকির হোসেন সরকার,ধানের শীষ,126909,142,436952,313897,4843,118212
77,কুষ্টিয়া-৩,কুষ্টিয়া,মোঃ আবদুল্লাহ্ আখন্দ,হাতপাখা,5118,142,436952,313897,4843,118212
77,কুষ্টিয়া-৩,কুষ্টিয়া,মোছাঃ রুমপা খাতুন,হাতি,456,142,436952,313897,4843,118212
77,কুষ্টিয়া-৩,কুষ্টিয়া,মীর নাজমুল ইসলাম,মই,433,142,436952,313897,4843,118212
77,কুষ্টিয়া-৩,কুষ্টিয়া,মোহাঃ শরিফুল ইসলাম,ট্রাক,291,142,436952,313897,4843,118212
78,কুষ্টিয়া-৪,কুষ্টিয়া,মোঃ আফজাল হোসেন,দাঁড়িপাল্লা,146204,152,420058,299617,5392,115049
78,কুষ্টিয়া-৪,কুষ্টিয়া,সৈয়দ মেহেদী আহ্‌মেদ রুমী,ধানের শীষ,138574,152,420058,299617,5392,115049
78,কুষ্টিয়া-৪,কুষ্টিয়া,আনোয়ার খান,হাতপাখা,13643,152,420058,299617,5392,115049
78,কুষ্টিয়া-৪,কুষ্টিয়া,তরুন কুমার ঘোষ,রকেট,647,152,420058,299617,5392,115049
78,কুষ্টিয়া-৪,কুষ্টিয়া,মোঃ শহিদুল ইসলাম,আনারস,300,152,420058,299617,5392,115049
78,কুষ্টিয়া-৪,কুষ্টিয়া,মোঃ আব্দুল হাকিম মিঞা,উদীয়মান সূর্য,249,152,420058,299617,5392,115049
79,চুয়াডাঙ্গা-১,চুয়াডাঙ্গা,মোঃ মাসুদ পারভেজ,দাঁড়িপাল্লা,208300,180,506333,370715,6445,129173
79,চুয়াডাঙ্গা-১,চুয়াডাঙ্গা,মোঃ শরীফুজ্জামান,ধানের শীষ,152382,180,506333,370715,6445,129173
79,চুয়াডাঙ্গা-১,চুয়াডাঙ্গা,মোহাম্মদ জহুরুল ইসলাম,হাতপাখা,10033,180,506333,370715,6445,129173
80,চুয়াডাঙ্গা-২,চুয়াডাঙ্গা,মোঃ রুহুল আমিন,দাঁড়িপাল্লা,205422,174,487203,374416,6660,106127
80,চুয়াডাঙ্গা-২,চুয়াডাঙ্গা,মাহমুদ হাসান খান,ধানের শীষ,162712,174,487203,374416,6660,106127
80,চুয়াডাঙ্গা-২,চুয়াডাঙ্গা,মোঃ হাসানুজ্জামান,হাতপাখা,6282,174,487203,374416,6660,106127
81,ঝিনাইদহ-১,ঝিনাইদহ,মোঃ আসাদুজ্জামান,ধানের শীষ,171756,117,321214,229534,4792,86888
81,ঝিনাইদহ-১,ঝিনাইদহ,আবু ছালেহ মোঃ মতিউর রহমান,দাঁড়িপাল্লা,55930,117,321214,229534,4792,86888
81,ঝিনাইদহ-১,ঝিনাইদহ,মনিকা আলম,লাঙ্গল,937,117,321214,229534,4792,86888
81,ঝিনাইদহ-১,ঝিনাইদহ,মোঃ মতিয়ার রহমান,ঈগল,608,117,321214,229534,4792,86888
81,ঝিনাইদহ-১,ঝিনাইদহ,মোঃ সহিদুল এনাম পল্লব মিয়া,কাঁচি,303,117,321214,229534,4792,86888
82,ঝিনাইদহ-২,ঝিনাইদহ,আলী আজম মোঃ আবু বকর,দাঁড়িপাল্লা,192352,185,499498,372996,6351,120151
82,ঝিনাইদহ-২,ঝিনাইদহ,মোঃ আব্দুল মজিদ,ধানের শীষ,174296,185,499498,372996,6351,120151
82,ঝিনাইদহ-২,ঝিনাইদহ,এইচ এম মমতাজুর রহমান,হাতপাখা,4507,185,499498,372996,6351,120151
82,ঝিনাইদহ-২,ঝিনাইদহ,সাওগাতুল ইসলাম,লাঙ্গল,960,185,499498,372996,6351,120151
82,ঝিনাইদহ-২,ঝিনাইদহ,মোঃ আবু তোয়াব,কাস্তে,551,185,499498,372996,6351,120151
82,ঝিনাইদহ-২,ঝিনাইদহ,মোঃ আসসাদুল ইসলাম‌,মই,330,185,499498,372996,6351,120151
83,ঝিনাইদহ-৩,ঝিনাইদহ,মোঃ মতিয়ার রহমান,দাঁড়িপাল্লা,173154,166,425606,325916,5466,94224
83,ঝিনাইদহ-৩,ঝিনাইদহ,মোহাম্মদ মেহেদী হাসান,ধানের শীষ,148626,166,425606,325916,5466,94224
83,ঝিনাইদহ-৩,ঝিনাইদহ,মাওঃ সরোয়ার হোসেন,হাতপাখা,3768,166,425606,325916,5466,94224
83,ঝিনাইদহ-৩,ঝিনাইদহ,মোঃ সুমন কবির,ট্রাক,368,166,425606,325916,5466,94224
84,ঝিনাইদহ-৪,ঝিনাইদহ,মোঃ আবু তালিব,দাঁড়িপাল্লা,104081,120,329028,240816,3729,84483
84,ঝিনাইদহ-৪,ঝিনাইদহ,মোঃ সাইফুল ইসলাম ফিরোজ,কাপ-পিরিচ	,76241,120,329028,240816,3729,84483
84,ঝিনাইদহ-৪,ঝিনাইদহ,মোঃ রাশেদ খাঁন,ধানের শীষ,55773,120,329028,240816,3729,84483
84,ঝিনাইদহ-৪,ঝিনাইদহ,আব্দুল জলিল,হাতপাখা,3872,120,329028,240816,3729,84483
84,ঝিনাইদহ-৪,ঝিনাইদহ,এমদাদুল ইসলাম (বাচ্চু),লাঙ্গল,592,120,329028,240816,3729,84483
84,ঝিনাইদহ-৪,ঝিনাইদহ,খনিয়া খানম,উদীয়মান সূর্য,257,120,329028,240816,3729,84483
85,যশোর-১,যশোর,মুহাম্মাদ আজীজুর রহমান.,দাঁড়িপাল্লা,117377,102,308417,213480,3761,91176
85,যশোর-১,যশোর,মোঃ নুরুজ্জামান লিটন,ধানের শীষ,92995,102,308417,213480,3761,91176
85,যশোর-১,যশোর,মোঃ বক্তিয়ার রহমান,হাতপাখা,1741,102,308417,213480,3761,91176
85,যশোর-১,যশোর,মোঃ জাহাঙ্গীর আলম চঞ্চল,লাঙ্গল,1367,102,308417,213480,3761,91176
86,যশোর-২,যশোর,মোহাম্মদ মোসলেহউদ্দিন ফরিদ,দাঁড়িপাল্লা,177472,175,477556,329870,6968,140718
86,যশোর-২,যশোর,মোছাঃ সাবিরা সুলতানা,ধানের শীষ,145056,175,477556,329870,6968,140718
86,যশোর-২,যশোর,মোঃ ইদ্রিস আলী,হাতপাখা,5695,175,477556,329870,6968,140718
86,যশোর-২,যশোর,মোঃ ইমরান খান,মই,454,175,477556,329870,6968,140718
86,যশোর-২,যশোর,রিপন মাহমুদ,ঈগল,410,175,477556,329870,6968,140718
86,যশোর-২,যশোর,মোঃ মেহেদী হাসান,ফুটবল,364,175,477556,329870,6968,140718
86,যশোর-২,যশোর,মোঃ শামছুল হক,টেলিভিশন,233,175,477556,329870,6968,140718
86,যশোর-২,যশোর,মোঃ জহুরুল ইসলাম,ঘোড়া,186,175,477556,329870,6968,140718
87,যশোর-৩,যশোর,অনিন্দ্য ইসলাম অমিত,ধানের শীষ,199647,190,606630,403186,7469,195975
87,যশোর-৩,যশোর,মোঃ আব্দুল কাদের,দাঁড়িপাল্লা,184459,190,606630,403186,7469,195975
87,যশোর-৩,যশোর,মুহাম্মদ শোয়াইব হোসেন,হাতপাখা,13221,190,606630,403186,7469,195975
87,যশোর-৩,যশোর,মোঃ খবির গাজী,লাঙ্গল,3356,190,606630,403186,7469,195975
87,যশোর-৩,যশোর,মোঃ নিজামদ্দিন অমিত,চশমা,1763,190,606630,403186,7469,195975
87,যশোর-৩,যশোর,মোঃ রাশেদ খান,কাস্তে,740,190,606630,403186,7469,195975
