seat_name,candidate,party,votes,num_sources,sources,vote_details,comment
Dinajpur 2,Muha Redwanul Karim Rabid,Islami Andolan Bangladesh (IAB),1067,3,"ds,dt,tbs",ds=0; dt=1067; tbs=1061,
Dinajpur 2,Zobayer Sayeed,Khelafat Majlis,1046,3,"ds,dt,tbs",ds=0; dt=1046; tbs=1046,
Dinajpur 2,Md. Mokarram Hossain,Bangladesh Muslim League (BML),461,3,"ds,dt,tbs",ds=0; dt=461; tbs=4610,vote-mismatch: spread=90%
Dinajpur 3,Syed Jahangir Alam,Bangladesh Nationalist Party (BNP),140608,4,"bss,ds,dt,tbs",bss=139207; ds=139207; dt=140608; tbs=140608,
Dinajpur 3,Md. Mainul Alam,Bangladesh Jamaat-e-Islami (Jamaat),136239,4,"bss,ds,dt,tbs",bss=134618; ds=134618; dt=136239; tbs=136239,
Dinajpur 3,Ahmed Shafi Rubel,Jatiya Party (JaPa),3838,3,"ds,dt,tbs",ds=0; dt=3838; tbs=3838,
Dinajpur 3,Md. Khairuzzaman,Islami Andolan Bangladesh (IAB),1408,3,"ds,dt,tbs",ds=0; dt=1408; tbs=1408,
Dinajpur 3,Amrit Kumar Roy,Communist Party of Bangladesh (CPB),701,3,"ds,dt,tbs",ds=0; dt=701; tbs=701,
Dinajpur 3,Md. Rabiul Islam,Janotar Dol,337,3,"ds,dt,tbs",ds=0; dt=337; tbs=337,
Dinajpur 3,Kibria Hossain,Bangladesh Samajtantrik Dal (Basad),283,3,"ds,dt,tbs",ds=0; dt=283; tbs=283,
Dinajpur 3,Laila Tul Rima,Bangladesh Muslim League (BML),214,2,"ds,dt",ds=0; dt=214,
Dinajpur 4,Md. Akhtaruzzaman Mia,Bangladesh Nationalist Party (BNP),166717,4,"bss,ds,dt,tbs",bss=165577; ds=165577; dt=166717; tbs=166717,
Dinajpur 4,Md. Aftab Uddin Mollah,Bangladesh Jamaat-e-Islami (Jamaat),129056,4,"bss,ds,dt,tbs",bss=127666; ds=127666; dt=129056; tbs=129056,
Dinajpur 4,Md. Nurul Amin Shah,Jatiya Party (JaPa),3152,3,"ds,dt,tbs",ds=0; dt=3152; tbs=3152,
Dinajpur 4,Md. Anwar Hossain,Islami Andolan Bangladesh (IAB),1699,3,"ds,dt,tbs",ds=0; dt=1699; tbs=1699,
Dinajpur 5,A. Z. M. Rezwanul Haque,Independent Candidate (Independent),114484,4,"bss,ds,dt,tbs",bss=113650; ds=113650; dt=114484; tbs=114484,
Dinajpur 5,Md. Abdul Ahad,National Citizen Party (NCP),110195,4,"bss,ds,dt,tbs",bss=108948; ds=108948; dt=110195; tbs=110195,
Dinajpur 5,Akm Kamruzzaman,Bangladesh Nationalist Party (BNP),98544,3,"ds,dt,tbs",ds=0; dt=98544; tbs=98544,
Dinajpur 5,S. M. Zakaria Bacchu,Independent Candidate (Independent),4725,3,"ds,dt,tbs",ds=0; dt=4725; tbs=4725,
Dinajpur 5,Md. Hazrat Ali Belal,Independent Candidate (Independent),3027,3,"ds,dt,tbs",ds=0; dt=3027; tbs=3027,
Dinajpur 5,Md. Kazi Abdul Gafur,Jatiya Party (JaPa),1503,3,"ds,dt,tbs",ds=0; dt=1503; tbs=1503,
Dinajpur 5,Md. Rustam Ali,Independent Candidate (Independent),567,3,"ds,dt,tbs",ds=0; dt=567; tbs=567,
Dinajpur 6,Abu Jafar Md. Zahid Hossain,Bangladesh Nationalist Party (BNP),205118,4,"bss,ds,dt,tbs",bss=203887; ds=203887; dt=205118; tbs=205118,
Dinajpur 6,Md. Anowarul Islam,Bangladesh Jamaat-e-Islami (Jamaat),190703,4,"bss,ds,dt,tbs",bss=188719; ds=188719; dt=190703; tbs=190703,
Dinajpur 6,Md. Rezaul Haque,Jatiya Party (JaPa),2689,3,"ds,dt,tbs",ds=0; dt=2689; tbs=2689,
Dinajpur 6,Md. Nur Alam Siddiqui,Islami Andolan Bangladesh (IAB),1659,3,"ds,dt,tbs",ds=0; dt=1659; tbs=1659,
Dinajpur 6,Md. Abdul Hakim,Bangladesh Samajtantrik Dal (Basad),449,3,"ds,dt,tbs",ds=0; dt=449; tbs=449,
Dinajpur 6,Md. Abdullah,Independent Candidate (Independent),418,3,"ds,dt,tbs",ds=0; dt=418; tbs=418,
Dinajpur 6,Md. Shahnewaz Firoz Shuvo Shah,Independent Candidate (Independent),152,3,"ds,dt,tbs",ds=0; dt=152; tbs=152,
Faridpur 1,Md. Ilias Mollah,Bangladesh Jamaat-e-Islami (Jamaat),154145,4,"bss,ds,dt,tbs",bss=154145; ds=154772; dt=154145; tbs=154145,
Faridpur 1,Khandaker Nasirul Islam,Bangladesh Nationalist Party (BNP),126476,4,"bss,ds,dt,tbs",bss=126476; ds=126475; dt=126476; tbs=126476,
Faridpur 1,Md. Abul Bashar Khan,Independent Candidate (Independent),34387,3,"ds,dt,tbs",ds=0; dt=34387; tbs=34387,
Faridpur 1,Md. Golam Kabir Mia,Independent Candidate (Independent),2059,3,"ds,dt,tbs",ds=0; dt=2059; tbs=2159,
Faridpur 1,Mrinmoy Kanti Das,Bangladesh Minority Janata Party (BMJP),786,3,"ds,dt,tbs",ds=0; dt=786; tbs=786,
Faridpur 1,Sultan Ahmed Khan,Jatiya Party (JaPa),506,3,"ds,dt,tbs",ds=0; dt=506; tbs=506,
Faridpur 1,Md. Hasibur Rahman,Independent Candidate (Independent),455,3,"ds,dt,tbs",ds=0; dt=455; tbs=455,
Faridpur 1,Sheikh Abdur Rahman Jiko,Independent Candidate (Independent),84,3,"ds,dt,tbs",ds=0; dt=84; tbs=84,
Faridpur 1,Mohammad Arifur Rahman,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Faridpur 2,Shama Obayed Islam,Bangladesh Nationalist Party (BNP),121694,4,"bss,ds,dt,tbs",bss=121694; ds=121694; dt=121694; tbs=121694,
Faridpur 2,Md. Akram Ali,Khelafat Majlis,89305,4,"bss,ds,dt,tbs",bss=89305; ds=89305; dt=89305; tbs=89305,
Faridpur 2,Shah Md. Jamal Uddin,Islami Andolan Bangladesh (IAB),2368,3,"ds,dt,tbs",ds=0; dt=2368; tbs=2368,
Faridpur 2,Farooq Fakir,Gono Odhikar Parishad (GOP),675,3,"ds,dt,tbs",ds=0; dt=675; tbs=675,
Faridpur 2,Akramuzzaman,Insaniyat Biplob Bangladesh (IBB),617,3,"ds,dt,tbs",ds=0; dt=0; tbs=617,
Faridpur 2,Md. Nazmul Hasan,Bangladesh Congress,257,3,"ds,dt,tbs",ds=0; dt=257; tbs=257,
Faridpur 3,Nayab Yusuf Ahmed,Bangladesh Nationalist Party (BNP),148545,4,"bss,ds,dt,tbs",bss=148545; ds=148545; dt=148545; tbs=148545,
Faridpur 3,Md. Abdut Tawab,Bangladesh Jamaat-e-Islami (Jamaat),124115,4,"bss,ds,dt,tbs",bss=124115; ds=124115; dt=124115; tbs=124115,
Faridpur 3,K. M. Sarowar,Islami Andolan Bangladesh (IAB),4022,3,"ds,dt,tbs",ds=0; dt=4022; tbs=4022,
Faridpur 3,Morshedul Islam Asif,Independent Candidate (Independent),1253,3,"ds,dt,tbs",ds=0; dt=1253; tbs=1253,
Faridpur 3,Md. Rafiquzzaman Mia,Communist Party of Bangladesh (CPB),967,3,"ds,dt,tbs",ds=0; dt=967; tbs=957,
Faridpur 3,Arifa Akhter Baby,Jatiya Samajtantrik Dal (JSD),251,3,"ds,dt,tbs",ds=0; dt=251; tbs=251,
Faridpur 4,Md. Shahidul Islam,Bangladesh Nationalist Party (BNP),127443,4,"bss,ds,dt,tbs",bss=127443; ds=127443; dt=127443; tbs=127443,
Faridpur 4,Md. Sarwar Hossain,Bangladesh Jamaat-e-Islami (Jamaat),75805,4,"bss,ds,dt,tbs",bss=75805; ds=75805; dt=75805; tbs=75805,
Faridpur 4,A. A. M. Mujahid Beg,Independent Candidate (Independent),56160,3,"ds,dt,tbs",ds=0; dt=56160; tbs=56160,
Faridpur 4,Md. Ishaq Chowdhury,Islami Andolan Bangladesh (IAB),11498,3,"ds,dt,tbs",ds=0; dt=11498; tbs=11498,
Faridpur 4,Muhammad Mujibur Hossain,Independent Candidate (Independent),1708,3,"ds,dt,tbs",ds=0; dt=1704; tbs=1708,
Faridpur 4,Mizanur Rahman,Khelafat Majlis,1118,3,"ds,dt,tbs",ds=0; dt=1118; tbs=1118,
Faridpur 4,Ataur Rahman,Communist Party of Bangladesh (CPB),714,3,"ds,dt,tbs",ds=0; dt=714; tbs=714,
Faridpur 4,Rayhan Jamil,Jatiya Party (JaPa),550,3,"ds,dt,tbs",ds=0; dt=550; tbs=550,
Feni 1,Munshi Rafiqul Alam,Bangladesh Nationalist Party (BNP),119904,4,"bss,ds,dt,tbs",bss=119904; ds=119904; dt=119904; tbs=119904,
Feni 1,S. M. Kamal Uddin,Bangladesh Jamaat-e-Islami (Jamaat),85615,4,"bss,ds,dt,tbs",bss=85615; ds=85615; dt=85615; tbs=85615,
Feni 1,Kazi Golam Kibria,Islami Andolan Bangladesh (IAB),5323,3,"ds,dt,tbs",ds=5323; dt=5323; tbs=5323,
Feni 1,Motaher Hossain Chowdhury,Jatiya Party (JaPa),940,3,"ds,dt,tbs",ds=940; dt=940; tbs=940,
Feni 1,Anwar Ullah Bhuiyan,Bangladesh Khelafat Andolon (BKA),310,3,"ds,dt,tbs",ds=310; dt=310; tbs=310,
Feni 1,Md. Firoz Uddin Chowdhury,Bangladesh Congress,215,3,"ds,dt,tbs",ds=215; dt=215; tbs=215,
Feni 1,Mahbub Morshed Majumdar,Bangladesh Muslim League (BML),188,3,"ds,dt,tbs",ds=188; dt=188; tbs=188,
Feni 2,Zainal Abedin,Bangladesh Nationalist Party (BNP),131210,4,"bss,ds,dt,tbs",bss=131210; ds=131210; dt=131210; tbs=131210,
Feni 2,Mohammad Mojibur Rahman Bhuiyan,Amar Bangladesh Party (AB),80058,4,"bss,ds,dt,tbs",bss=80058; ds=80058; dt=78447; tbs=80058,
Feni 2,Mohammad Ekramul Haque Bhuiyan,Islami Andolan Bangladesh (IAB),1927,3,"ds,dt,tbs",ds=0; dt=1927; tbs=6849,vote-mismatch: spread=72%
Feni 2,Md. Harunur Rashid Bhuiyan,Khelafat Majlis,820,3,"ds,dt,tbs",ds=0; dt=820; tbs=820,
Feni 2,Saiful Karim Majumdar,Amjanatar Dol,801,3,"ds,dt,tbs",ds=0; dt=801; tbs=801,
Feni 2,Md. Ismail,Independent Candidate (Independent),703,1,dt,dt=703,
Feni 2,Md. Tarek-ul Islam Bhuiyan,Gono Odhikar Parishad (GOP),409,3,"ds,dt,tbs",ds=0; dt=409; tbs=409,
Feni 2,Jasim Uddin,Socialist Party of Bangladesh (Marxist) (SPB-M),322,3,"ds,dt,tbs",ds=0; dt=322; tbs=322,
Feni 2,Mohammad Abul Hossain,Bangladesh Khelafat Andolon (BKA),304,3,"ds,dt,tbs",ds=0; dt=304; tbs=304,
Feni 2,Shamsuddin Majumder,Jatiya Samajtantrik Dal (JSD),240,3,"ds,dt,tbs",ds=0; dt=240; tbs=240,
Feni 2,Taherul Islam,Insaniyat Biplob Bangladesh (IBB),239,3,"ds,dt,tbs",ds=0; dt=239; tbs=239,
Feni 3,Mr. Abdul Awal Mintu,Bangladesh Nationalist Party (BNP),157425,4,"bss,ds,dt,tbs",bss=157425; ds=157425; dt=157425; tbs=157825,
Feni 3,Mohammad Fakhruddin,Bangladesh Jamaat-e-Islami (Jamaat),108160,4,"bss,ds,dt,tbs",bss=108160; ds=108160; dt=108160; tbs=108160,
Feni 3,Md. Saif Uddin,Islami Andolan Bangladesh (IAB),6701,3,"ds,dt,tbs",ds=0; dt=6701; tbs=6701,
Feni 3,Md. Abu Sufian,Jatiya Party (JaPa),1427,3,"ds,dt,tbs",ds=0; dt=1427; tbs=1427,
Feni 3,Abdul Malek,Bangladesh Samajtantrik Dal (Basad),731,3,"ds,dt,tbs",ds=0; dt=731; tbs=731,
Feni 3,Md. Abu Nasir,Bangladesh Islami Front (BIF),531,3,"ds,dt,tbs",ds=0; dt=531; tbs=531,
Feni 3,Md. Hasan Ahmad,Insaniyat Biplob Bangladesh (IBB),327,3,"ds,dt,tbs",ds=0; dt=327; tbs=327,
Feni 3,Mohammad Khaleduzzaman Patwari,Bangladesh Khelafat Andolon (BKA),320,3,"ds,dt,tbs",ds=0; dt=320; tbs=320,
Gaibandha 1,Md. Mazedur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),140726,4,"bss,ds,dt,tbs",bss=140726; ds=140726; dt=114595; tbs=140726,
Gaibandha 1,Khandaker Ziaul Islam Mohammad Ali,Bangladesh Nationalist Party (BNP),37997,4,"bss,ds,dt,tbs",bss=37997; ds=37997; dt=28771; tbs=37997,vote-mismatch: spread=24%
Gaibandha 1,Shameem Haider Patwary,Jatiya Party (JaPa),25523,2,"ds,dt",ds=0; dt=25523,
Gaibandha 1,Md. Mostafa Mohsin,Independent Candidate (Independent),20495,2,"ds,dt",ds=0; dt=20495,
Gaibandha 1,Md. Ramzan Ali,Islami Andolan Bangladesh (IAB),1557,2,"ds,dt",ds=0; dt=1557,
Gaibandha 1,Paramananda Das,Socialist Party of Bangladesh (Marxist) (SPB-M),305,2,"ds,dt",ds=0; dt=305,
Gaibandha 1,Mosammat Salma Akter,Independent Candidate (Independent),282,2,"ds,dt",ds=0; dt=282,
Gaibandha 1,Md. Kausor Azam Hannu,Amjanatar Dol,141,2,"ds,dt",ds=0; dt=141,
Gaibandha 2,Md. Abdul Karim,Bangladesh Jamaat-e-Islami (Jamaat),122630,4,"bss,ds,dt,tbs",bss=122630; ds=122630; dt=121073; tbs=122630,
Gaibandha 2,Md. Anisuzzaman Khan Babu,Bangladesh Nationalist Party (BNP),92890,4,"bss,ds,dt,tbs",bss=92890; ds=92890; dt=92180; tbs=92890,
Gaibandha 2,Md. Abdur Rashid Sarker,Jatiya Party (JaPa),21143,2,"ds,dt",ds=0; dt=21143,
Gaibandha 2,Mohammad Abdul Majed,Islami Andolan Bangladesh (IAB),2351,2,"ds,dt",ds=0; dt=2351,
Gaibandha 2,Mihir Kumar Ghosh,Communist Party of Bangladesh (CPB),2318,2,"ds,dt",ds=0; dt=2318,
Gaibandha 2,Ahsanul Habib Sayeed,Socialist Party of Bangladesh (Marxist) (SPB-M),620,2,"ds,dt",ds=0; dt=620,
Gaibandha 2,Md. Shahedur Jahan,Janotar Dol,196,2,"ds,dt",ds=0; dt=196,
Gaibandha 3,Abul Kauchar Mohammad Nazrul Islam,Bangladesh Jamaat-e-Islami (Jamaat),162457,4,"bss,ds,dt,tbs",bss=162457; ds=163457; dt=85816; tbs=162457,vote-mismatch: spread=47%
Gaibandha 3,Professor Dr. Syed Mainul Hasan Sadiq,Bangladesh Nationalist Party (BNP),139864,4,"bss,ds,dt,tbs",bss=139864; ds=139864; dt=55500; tbs=139864,vote-mismatch: spread=60%
Gaibandha 3,Md. A. T. M. Awlad Hossain,Islami Andolan Bangladesh (IAB),1246,2,"ds,dt",ds=0; dt=1246,
Gaibandha 3,Md. Shoruj Mia,Gono Odhikar Parishad (GOP),995,2,"ds,dt",ds=0; dt=995,
Gaibandha 3,Moinur Rabbi Chowdhury,Jatiya Party (JaPa),904,2,"ds,dt",ds=0; dt=904,
Gaibandha 3,Md. Azizar Rahman,Independent Candidate (Independent),588,2,"ds,dt",ds=0; dt=588,
Gaibandha 3,Md. Abdullah Adil,Communist Party of Bangladesh (CPB),298,2,"ds,dt",ds=0; dt=298,
Gaibandha 3,S. M. Khademul Islam Khude,Independent Candidate (Independent),265,2,"ds,dt",ds=0; dt=265,
Gaibandha 3,Md. Mongorul Hoque,Janotar Dol,71,2,"ds,dt",ds=0; dt=71,
Gaibandha 3,Md. Mosaddiqual Islam,Insaniyat Biplob Bangladesh (IBB),49,2,"ds,dt",ds=0; dt=49,
Gaibandha 4,Mohammad Shamim Qaiser,Bangladesh Nationalist Party (BNP),142772,4,"bss,ds,dt,tbs",bss=142772; ds=142772; dt=72727; tbs=142772,vote-mismatch: spread=49%
Gaibandha 4,Md. Abdur Rahim Sarkar,Bangladesh Jamaat-e-Islami (Jamaat),139738,4,"bss,ds,dt,tbs",bss=139738; ds=139738; dt=63379; tbs=139738,vote-mismatch: spread=55%
Gaibandha 4,Kazi Md. Mashiur Rahman,Jatiya Party (JaPa),1174,2,"ds,dt",ds=0; dt=1174,
Gaibandha 4,Md. Abdur Rouf Akanda,Independent Candidate (Independent),777,2,"ds,dt",ds=0; dt=777,
Gaibandha 4,Said Touhidul Islam Tuhin,Islami Andolan Bangladesh (IAB),710,2,"ds,dt",ds=0; dt=710,
Gaibandha 4,Md. Atowarul Islam,Revolutionary Workers Party of Bangladesh (RWPB),98,2,"ds,dt",ds=0; dt=98,
Gaibandha 5,Md. Abdul Wareth,Bangladesh Jamaat-e-Islami (Jamaat),89274,4,"bss,ds,dt,tbs",bss=89274; ds=89274; dt=99378; tbs=89274,
Gaibandha 5,Md. Faruk Alam Sarkar,Bangladesh Nationalist Party (BNP),73483,4,"bss,ds,dt,tbs",bss=73483; ds=73483; dt=61525; tbs=73483,
Gaibandha 5,Nahiduzzaman Nishad,Jatiya Party (JaPa),33036,1,dt,dt=33036,
Gaibandha 5,A. H. M. Golam Shahid Ranjhu,Independent Candidate (Independent),8266,2,"ds,dt",ds=0; dt=8266,
Gaibandha 5,Shameem Haider Patwary,Jatiya Party (JaPa),3102,2,"ds,dt",ds=0; dt=3102,
Gaibandha 5,Md. Azizul Islam,Islami Andolan Bangladesh (IAB),1839,2,"ds,dt",ds=0; dt=1839,
Gaibandha 5,Hasan Mehdi Biddut,Independent Candidate (Independent),464,2,"ds,dt",ds=0; dt=464,
Gaibandha 5,Sree Nirmol,Communist Party of Bangladesh (CPB),434,2,"ds,dt",ds=0; dt=434,
Gaibandha 5,Mosammat Rahela Khatun,Socialist Party of Bangladesh (Marxist) (SPB-M),217,2,"ds,dt",ds=0; dt=217,
Gaibandha 5,Md. Nahiduzzaman,Independent Candidate (Independent),0,1,ds,ds=0,
Gazipur 1,Md. Mojibur Rahman,Bangladesh Nationalist Party (BNP),208688,4,"bss,ds,dt,tbs",bss=208688; ds=208688; dt=208688; tbs=208688,
Gazipur 1,Md. Shah Alam Bakshi,Bangladesh Jamaat-e-Islami (Jamaat),149553,4,"bss,ds,dt,tbs",bss=149553; ds=149553; dt=149553; tbs=149553,
Gazipur 1,Md. Imarat Hossain Khan,Independent Candidate (Independent),6703,3,"ds,dt,tbs",ds=0; dt=6703; tbs=6703,
Gazipur 1,Ruhul Amin,Islami Andolan Bangladesh (IAB),5696,3,"ds,dt,tbs",ds=0; dt=5696; tbs=5696,
Gazipur 1,S. M. Shafiqul Islam,Jatiya Party (JaPa),3325,3,"ds,dt,tbs",ds=0; dt=3325; tbs=3325,
Gazipur 1,Taslima Akhter,Socialist Party of Bangladesh (Marxist) (SPB-M),232,3,"ds,dt,tbs",ds=0; dt=232; tbs=232,
Gazipur 1,Chowdhury Irad Ahmed Siddiqui,Bangladesh Labour Party,168,3,"ds,dt,tbs",ds=0; dt=168; tbs=168,
Gazipur 1,Atiqul Islam,Gono Front (GF),129,3,"ds,dt,tbs",ds=0; dt=129; tbs=129,
Gazipur 2,M. Manjurul Karim Roni,Bangladesh Nationalist Party (BNP),188606,4,"bss,ds,dt,tbs",bss=188606; ds=188606; dt=188606; tbs=188606,
Gazipur 2,Ali Nasser Khan,National Citizen Party (NCP),140950,4,"bss,ds,dt,tbs",bss=140950; ds=140950; dt=140950; tbs=140950,
Gazipur 2,Hanif Sarkar,Islami Andolan Bangladesh (IAB),12657,3,"ds,dt,tbs",ds=0; dt=12657; tbs=12657,
Gazipur 2,Md. Mahbub Alam,Jatiya Party (JaPa),4125,3,"ds,dt,tbs",ds=0; dt=4125; tbs=4125,
Gazipur 2,Md. Ziaul Kabir,Communist Party of Bangladesh (CPB),1397,3,"ds,dt,tbs",ds=0; dt=1397; tbs=1397,
Gazipur 2,Md. Abdul Qayyum,Bangladesh Samajtantrik Dal (Basad),1155,3,"ds,dt,tbs",ds=0; dt=1155; tbs=1155,
Gazipur 2,Mohammad Shariful Islam,Janotar Dol,537,3,"ds,dt,tbs",ds=0; dt=537; tbs=537,
Gazipur 2,Jithe Barua,Independent Candidate (Independent),444,3,"ds,dt,tbs",ds=0; dt=444; tbs=444,
Gazipur 2,Sarkar Taslima Afroze,Insaniyat Biplob Bangladesh (IBB),417,3,"ds,dt,tbs",ds=0; dt=417; tbs=417,
Gazipur 2,Masud Reza,Socialist Party of Bangladesh (Marxist) (SPB-M),250,3,"ds,dt,tbs",ds=0; dt=250; tbs=250,
Gazipur 2,Mahfuzur Rahman Khan,Gono Odhikar Parishad (GOP),245,2,"dt,tbs",dt=245; tbs=245,
Gazipur 2,Atiqul Islam,Gono Front (GF),200,3,"ds,dt,tbs",ds=0; dt=200; tbs=200,
Gazipur 3,S. M. Rafiqul Islam,Bangladesh Nationalist Party (BNP),162343,4,"bss,ds,dt,tbs",bss=162343; ds=162343; dt=162343; tbs=162343,
Gazipur 3,Muhammad Ehsanul Haque,Khelafat Majlis,100539,4,"bss,ds,dt,tbs",bss=100539; ds=100539; dt=100539; tbs=100539,
Gazipur 3,Md. Izadur Rahman Chowdhury,Independent Candidate (Independent),21963,3,"ds,dt,tbs",ds=0; dt=21963; tbs=21963,
Gazipur 3,Alamgir Hossain,Islami Andolan Bangladesh (IAB),6036,3,"ds,dt,tbs",ds=0; dt=6036; tbs=6036,
Gazipur 3,Hafiz Mawlana Mufti Shamim Ahmed,Islami Oikya Jote (IOJ),2332,3,"ds,dt,tbs",ds=0; dt=2332; tbs=2332,
Gazipur 3,Md. Nazim Uddin,Jatiya Party (JaPa),1995,3,"ds,dt,tbs",ds=0; dt=1995; tbs=1995,
Gazipur 3,Ashiqul Islam Piyal,Bangladesh Samajtantrik Dal (Basad),484,3,"ds,dt,tbs",ds=0; dt=484; tbs=484,
Gazipur 4,Salah Uddin,Bangladesh Jamaat-e-Islami (Jamaat),101779,4,"bss,ds,dt,tbs",bss=101779; ds=101779; dt=101779; tbs=101779,
Gazipur 4,Shah Riazul Hannan,Bangladesh Nationalist Party (BNP),90390,4,"bss,ds,dt,tbs",bss=90390; ds=90390; dt=90390; tbs=90390,
Gazipur 4,Md. Kazim Uddin,Islami Andolan Bangladesh (IAB),2348,3,"ds,dt,tbs",ds=0; dt=2348; tbs=2348,
Gazipur 4,Enamul Kabir,Jatiya Party (JaPa),2147,3,"ds,dt,tbs",ds=0; dt=2147; tbs=2147,
Gazipur 4,Md. Shafiullah,Independent Candidate (Independent),1521,3,"ds,dt,tbs",ds=0; dt=1521; tbs=1521,
Gazipur 4,Manabendra Dev,Communist Party of Bangladesh (CPB),1091,3,"ds,dt,tbs",ds=0; dt=1091; tbs=1091,
Gazipur 4,Md. Zakir Hossain,Amjanatar Dol,278,3,"ds,dt,tbs",ds=0; dt=278; tbs=278,
Gazipur 4,Monir Hossain,National People's Party (NPP),135,3,"ds,dt,tbs",ds=0; dt=0; tbs=135,
Gazipur 5,A. K. M. Fazlul Haque Milon,Bangladesh Nationalist Party (BNP),133869,4,"bss,ds,dt,tbs",bss=133869; ds=133869; dt=133869; tbs=133869,
Gazipur 5,Md. Khairul Hassan,Bangladesh Jamaat-e-Islami (Jamaat),78123,4,"bss,ds,dt,tbs",bss=78123; ds=78123; dt=78123; tbs=78123,
Gazipur 5,Md. Azam Khan,Janotar Dol,6592,3,"ds,dt,tbs",ds=0; dt=6592; tbs=6592,
Gazipur 5,Gazi Ataur Rahman,Islami Andolan Bangladesh (IAB),4411,3,"ds,dt,tbs",ds=0; dt=4411; tbs=4411,
Gazipur 5,Dr. Md. Safiuddin Sarkar,Jatiya Party (JaPa),1497,2,"dt,tbs",dt=1497; tbs=1497,
Gazipur 5,Md. Al Amin Dewan,Bangladesh Islami Front (BIF),837,3,"ds,dt,tbs",ds=0; dt=837; tbs=837,
Gazipur 5,Md. Kajol Bhuiyan,Gono Forum (GF),223,3,"ds,dt,tbs",ds=0; dt=223; tbs=223,
Gopalganj 1,Md. Selimuzzaman Mollya,Bangladesh Nationalist Party (BNP),69462,4,"bss,ds,dt,tbs",bss=69462; ds=69462; dt=69462; tbs=69462,
Gopalganj 1,Md. Kabir Miya( Closest ),Gono Odhikar Parishad (GOP),54329,4,"bss,ds,dt,tbs",bss=0; ds=54329; dt=54329; tbs=54329,
Gopalganj 1,Md. Kayyum Ali Khan,Independent Candidate (Independent),34635,3,"ds,dt,tbs",ds=0; dt=34635; tbs=2180,vote-mismatch: spread=94%
Gopalganj 1,Muhammad Abdul Hamid Molla,Bangladesh Jamaat-e-Islami (Jamaat),34635,3,"ds,dt,tbs",ds=0; dt=34635; tbs=34635,
Gopalganj 1,Ashraful Alom,Independent Candidate (Independent),21276,3,"ds,dt,tbs",ds=0; dt=21276; tbs=21276,
Gopalganj 1,Mohammad Mizanur Rahman,Islami Andolan Bangladesh (IAB),5870,3,"ds,dt,tbs",ds=0; dt=5870; tbs=5870,
Gopalganj 1,M. Anisul Islam,Independent Candidate (Independent),3257,3,"ds,dt,tbs",ds=0; dt=3257; tbs=3257,
Gopalganj 1,Sultan Zaman Khan,Jatiya Party (JaPa),621,3,"ds,dt,tbs",ds=0; dt=621; tbs=621,
Gopalganj 1,Nirod Baran Majumder,Communist Party of Bangladesh (CPB),349,3,"ds,dt,tbs",ds=0; dt=349; tbs=349,
Gopalganj 2,K. M. Babar,Bangladesh Nationalist Party (BNP),40048,4,"bss,ds,dt,tbs",bss=40048; ds=40048; dt=40048; tbs=40048,
Gopalganj 2,M. H. Khan Manju,Independent Candidate (Independent),33039,4,"bss,ds,dt,tbs",bss=33039; ds=33039; dt=33039; tbs=33039,
Gopalganj 2,Shuayeb Ibrahim,Khelafat Majlis,28604,3,"ds,dt,tbs",ds=0; dt=28604; tbs=28604,
Gopalganj 2,Kamruzzaman Bhuiyan,Independent Candidate (Independent),27891,3,"ds,dt,tbs",ds=0; dt=27891; tbs=27891,
Gopalganj 2,Utpal Biswas,Independent Candidate (Independent),8665,3,"ds,dt,tbs",ds=0; dt=8665; tbs=8665,
Gopalganj 2,Taslim Shikder,Islami Andolan Bangladesh (IAB),2911,3,"ds,dt,tbs",ds=0; dt=2911; tbs=2911,
Gopalganj 2,Md. Sirajul Islam Siraj,Independent Candidate (Independent),2189,3,"ds,dt,tbs",ds=0; dt=2189; tbs=2819,vote-mismatch: spread=22%
Gopalganj 2,Shipon Bhuiyan,Independent Candidate (Independent),1931,3,"ds,dt,tbs",ds=0; dt=1931; tbs=1931,
Gopalganj 2,Mahamud Hasan,Zaker Party (ZP),1371,3,"ds,dt,tbs",ds=0; dt=1371; tbs=1371,
Gopalganj 2,Riyaz Sarwar Mollya,Jatiya Party (JaPa),419,2,"dt,tbs",dt=419; tbs=419,
Gopalganj 2,Rony Molla,Independent Candidate (Independent),403,3,"ds,dt,tbs",ds=0; dt=403; tbs=403,
Gopalganj 2,Din Mohammad,Gono Odhikar Parishad (GOP),305,3,"ds,dt,tbs",ds=0; dt=305; tbs=305,
Gopalganj 2,Shah Mofiz,Gono Forum (GF),215,3,"ds,dt,tbs",ds=0; dt=215; tbs=215,
Gopalganj 3,"S, M, Jilani",Bangladesh Nationalist Party (BNP),60991,4,"bss,ds,dt,tbs",bss=60991; ds=60991; dt=60991; tbs=60991,
Gopalganj 3,Gobinda Chandra Pramanik,Independent Candidate (Independent),34339,3,"ds,dt,tbs",ds=34339; dt=34339; tbs=34339,
Gopalganj 3,গোবিন্দ চন্দ্র প্রামাণিক,Unique - Govinda Chandra Pramanik,34339,1,bss,bss=34339,
Gopalganj 3,Abdul Aziz,Khelafat Majlis,25153,3,"ds,dt,tbs",ds=0; dt=25153; tbs=25153,
